No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
6814,full form of bhp,14800,29,31,$0,1,29,https://www.olx.in/blog/cars/what-is-bhp-in-cars-explained/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6815,fruit summer,14800,33,31,$0.28,1,28,https://www.olx.in/blog/expert-advice/7-summer-fruits-you-should-eat-why/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6816,front load washing machine samsung,14800,29,31,$0.13,98,29,https://www.olx.in/item/washing-machines-c1615-samsung-7-kg-front-load-washing-machine-wifi-heater-5-star-in-vattiyoorkavu-thiruvananthapuram-iid-1840344761,Thiruvananthapuram,Unknown,Unknown,Unknown,Thiruvananthapuram,Unknown,,,,1
6817,fridge side by side,14800,22,39,$0.07,100,17,https://www.olx.in/en-in/fridges_c1617/q-side-by-side,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6818,flip phone keypad,14800,4,1440,$0.01,89,44,https://www.olx.in/en-in/mobile-phones_c1453/q-flip-mobiles,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6819,flats for rent in bangalore,18100,12,134,$0.11,59,28,https://www.olx.in/en-in/bengaluru_g4058803/for-rent-houses-apartments_c1723/q-apartment-rent-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
6820,ferrari sneakers puma,14800,29,31,$0.03,98,23,https://www.olx.in/men_c1793/q-puma-ferrari,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6821,black watch,14800,44,31,$0.01,97,16,https://www.olx.in/men_c1793/q-black-watches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6822,bhoopasandra,9900,15,167,$0.19,13,17,https://www.olx.in/bhoopasandra_g5313795/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6823,best brands for tv in india,14800,39,31,$0.15,96,34,https://www.olx.in/blog/electronics-appliances/best-indian-tv-brands/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6824,banashankari stage 3,14800,10,378,$0.16,8,20,https://www.olx.in/banashankari-stage-3_g5385973/for-sale-houses-apartments_c1725,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6825,automobiles spare parts,14800,27,34,$0.13,14,22,https://www.olx.in/en-in/spare-parts_c1585,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6826,asus vivobook 15 keyboard light,18100,27,34,$0,1,24,https://www.olx.in/item/computers-laptops-c1505-laptop-used-asus-in-chinchwad-pune-iid-1840333452,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
6827,arch linux laptop,14800,84,31,$0.04,1,34,https://www.olx.in/item/computers-laptops-c1505-laptop-used-hp-in-hinjewadi-rajiv-gandhi-infotech-park-phase-4-pune-iid-1840350873,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
6828,apple mac mini,12100,26,32,$0.10,68,33,https://www.olx.in/en-in/computers-laptops_c1505/q-apple-mac-mini,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6829,apple computer india,14800,17,87,$0.08,38,53,https://www.olx.in/computers-laptops_c1505/q-apple,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6830,apartments in vaishali ghaziabad,14800,8,694,$0.23,5,18,https://www.olx.in/en-in/vaishali_g5340750/for-sale-houses-apartments_c1725,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6831,apartments flats for sale in bangalore,14800,9,291,$1.85,72,43,https://www.olx.in/bengaluru_g4058803/for-sale-houses-apartments_c1725,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
6832,apartment in vaishali ghaziabad,14800,8,975,$0.16,5,19,https://www.olx.in/vaishali_g5340750/for-sale-houses-apartments_c1725,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6833,alturas g4,14800,12,291,$0.01,1,23,https://www.olx.in/en-in/cars_c84/q-alturas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6834,ac 1 ton price window,12100,17,82,$0.02,97,38,https://www.olx.in/acs_c1619/q-1-ton-window,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6835,4k monitor monitor,14800,31,31,$0.08,100,49,https://www.olx.in/en-in/computers-laptops_c1505/q-4k-monitor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6836,150 pulsar,14800,9,500,$0.02,4,24,https://www.olx.in/motorcycles_c81/q-pulsar-150,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6837,1 inch how many meter,14800,4,1440,$0,1,25,https://www.olx.in/blog/properties/1-inches-to-meters/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6838,vivo old model,14800,15,134,$0,38,29,https://www.olx.in/en-in/mobile-phones_c1453/q-vivo-old-mobile,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6839,white collar job,14800,15,167,$0,1,17,https://www.olx.in/blog/jobs/types-of-collar-jobs/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6840,what is an internship,18100,38,31,$0.16,1,10,https://www.olx.in/blog/jobs/what-is-internship/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6841,used car dealership near me,14800,24,39,$0.21,31,19,https://www.olx.in/hyderabad_g4058526/cars_c84,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
6842,tuition teacher,18100,27,39,$0.21,4,25,https://www.olx.in/en-in/bhubaneshwar_g4059049/q-home-tutor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6843,toyota supra cost in india,14800,12,167,$0.01,1,34,https://www.olx.in/blog/cars/toyota-supra-mk4-pricing-and-specs-in-india/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6844,thomson televisions,14800,45,31,$0.02,94,37,https://www.olx.in/item/tvs-video-audio-c1523-thomson-tv-led-free-dish-free-with-full-bill-in-naregaon-aurangabad-iid-1840363562,Aurangabad,Unknown,Unknown,Unknown,Aurangabad,Unknown,,,,1
6845,thinkpad laptop,14800,16,222,$0.09,83,47,https://www.olx.in/computers-laptops_c1505/q-lenovo-thinkpad-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6846,thar modified cost,14800,12,222,$0,1,21,https://www.olx.in/en-in/cars_c84/q-modified-thar,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6847,talkie walkie price,14800,39,31,$0.11,100,18,https://www.olx.in/en-in/items/q-walkie-talkies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6848,oneplus fold,14800,19,87,$0.01,93,50,https://www.olx.in/en-in/mobile-phones_c1453/q-folding?filter=make_eq_one-plus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6849,nokia 5233,14800,9,500,$0.07,2,23,https://www.olx.in/mobiles_c1411/q-nokia-5233,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6850,mumbai pgs,14800,21,63,$0.11,30,27,https://www.olx.in/mumbai_g4058997/pg-guest-houses_c1449,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
6851,polyester bottle,14800,95,31,$0.10,17,21,https://www.olx.in/item/other-services-c625-pet-bottle-mould-in-adajan-hazira-road-surat-iid-1840297574,Surat,Unknown,Unknown,Unknown,Surat,Unknown,,,,1
6852,phone lg,14800,19,87,$0.01,38,49,https://www.olx.in/en-in/mobile-phones_c1453/q-lg-phones,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6853,phone itel,18100,61,31,$0.24,97,53,https://www.olx.in/item/mobile-phones-c1453-used-other-mobiles-in-elphinstone-road-mumbai-iid-1840381875,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
6854,olx dehradun,12100,1,4499,$0,1,21,https://www.olx.in/dehradun_g4059236,Dehradun,Unknown,Unknown,Unknown,Dehradun,Unknown,,,,1
6855,olx company,14800,2,4499,$0,1,64,https://www.olx.in/en-in/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6856,olx bhopal,14800,1,4499,$0,1,22,https://www.olx.in/bhopal_g4058901,Bhopal,Unknown,Unknown,Unknown,Bhopal,Unknown,,,,1
6857,old coin buyer,14800,17,167,$0.05,10,21,https://www.olx.in/delhi_g4058659/other-hobbies_c755/q-old-coins,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
6858,sony a digital camera,12100,42,31,$0.01,89,50,https://www.olx.in/hi-in/mumbai_g4058997/cameras-lenses_c1517/q-sony-digital-cameras,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
6859,smart board interactive whiteboard price,14800,20,75,$0.14,94,38,https://www.olx.in/en-in/electronics-appliances_c99/q-interactive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6860,smart board cost,14800,31,31,$0.10,94,17,https://www.olx.in/en-in/electronics-appliances_c99/q-interactive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6861,sell vehicle online,14800,11,167,$2,74,49,https://www.olx.in/en-in/sell/cars_c84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6862,sell bike online,14800,9,222,$0.23,44,31,https://www.olx.in/blog/expert-advice/know-how-to-sell-your-bike-on-olx/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6863,scrambler,14800,37,31,$0.01,2,36,https://www.olx.in/en-in/motorcycles_c81/q-scrambler,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6864,saree used,9900,2,4499,$0.08,16,30,https://www.olx.in/women_c1795/q-used-saree,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6865,samsung under 10000 mobile,14800,22,39,$0.01,46,31,https://www.olx.in/samsung-mobile-phones_c1453/q-10000?filter=make_eq_samsung,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6866,samsung mini phone,12100,13,291,$0.02,70,31,https://www.olx.in/en-in/mobile-phones_c1453/q-samsung-mini,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6867,samsung laptop computer price,14800,34,31,$0.09,96,50,https://www.olx.in/en-in/computers-laptops_c1505/q-galaxy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6868,samsung laptop and price,14800,31,31,$0.06,96,37,https://www.olx.in/computers-laptops_c1505/q-samsung,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6869,rtr 200 4v,14800,13,222,$0.04,2,18,https://www.olx.in/en-in/motorcycles_c81/q-apache-200,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6870,rent near me,9900,1,4499,$0.09,18,26,https://www.olx.in/solapur_g5406865/for-rent-houses-apartments_c1723,Solapur,Unknown,Unknown,Unknown,Solapur,Unknown,,,,1
6871,rent for refrigerator,14800,24,48,$0.55,50,20,https://www.olx.in/en-in/delhi_g4058659/q-fridge-on-rent,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
6872,raipur job vacancy,14800,6,694,$0.03,27,26,https://www.olx.in/en-in/raipur_g4059473/jobs_c4,Raipur,Unknown,Unknown,Unknown,Raipur,Unknown,,,,1
6873,rado watch men,90500,33,31,$0.18,100,71,https://www.olx.in/men_c1793/q-rado-watches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6874,powertrac tractor,14800,16,134,$0.11,2,23,https://www.olx.in/en-in/commercial-other-vehicles_c85/q-powertrac-tractor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6875,fruits in the summer,14800,19,111,$0.28,1,29,https://www.olx.in/blog/expert-advice/7-summer-fruits-you-should-eat-why/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6876,fresh living apartments madhapur,12100,61,31,$0.45,15,18,https://www.olx.in/madhapur_g5338967/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6877,force traveller 26 seater price,18100,9,694,$0.09,2,11,https://www.olx.in/en-in/commercial-other-vehicles_c85/q-traveller-26,Unknown,Unknown,Unknown,Unknown,Unknown,Tourism,,,,1
6878,flats in vaishali ghaziabad,12100,4,975,$0.14,6,10,https://www.olx.in/en-in/vaishali_g5340750/for-sale-houses-apartments_c1725,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6879,dwarka sector 19,12100,20,75,$0.22,4,21,https://www.olx.in/dwarka-sector-19_g5328212/jobs_c4,Dwarka,Unknown,Unknown,Unknown,Dwarka,Unknown,,,,1
6880,debit and credit note,14800,34,31,$0.01,1,18,https://www.olx.in/blog/expert-advice/debit-note-vs-credit-note/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6881,croma tv,18100,32,31,$0.05,100,54,https://www.olx.in/en-in/tv-video-audio_c1523/q-croma-tv,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6882,coach bags india,12100,25,32,$0.09,100,47,https://www.olx.in/fashion_c87/q-coaches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6883,clapping box,14800,8,975,$0.01,94,24,https://www.olx.in/musical-instruments_c714/q-cajon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6884,charger for hewlett packard laptop,14800,18,82,$0.02,91,26,https://www.olx.in/en-in/computer-accessories_c1515/q-hp-laptop-charger,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6885,ceiling fan usha,14800,25,39,$0.05,98,10,https://www.olx.in/item/kitchen-other-appliances-c1417-usha-ceiling-fan-in-nava-naroda-ahmedabad-iid-1840309455,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
6886,cars near me,14800,8,975,$0.11,17,33,https://www.olx.in/cars_c84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6887,cars below 4 lakhs,14800,14,167,$0.09,12,22,https://www.olx.in/cars_c84?filter=price_between_300000_to_399999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6888,car valuation used,18100,54,31,$0.30,43,60,https://www.olx.in/blog/seller-guide/used-car-price-calculator/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6889,car rental coimbatore,14800,30,31,$0.10,61,36,https://www.olx.in/en-in/coimbatore_g4059164/q-car-rental,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Unknown,,,,1
6890,car maintenance,8100,27,34,$0.35,1,58,https://www.olx.in/blog/care-tips/car-maintenance-tips/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6891,buy used cars ahmedabad,14800,7,975,$0.08,53,34,https://www.olx.in/ahmedabad_g4058677/cars_c84,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
6892,buy old phone,12100,1,4499,$0.04,41,29,https://www.olx.in/en-in/mobile-phones_c1453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6893,bullet 500,12100,6,975,$0.43,1,21,https://www.olx.in/en-in/motorcycles_c81/q-bullet-500cc?filter=model_eq_motorcycles-royal-enfield-bullet-500,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6894,buddha colony patna,14800,12,167,$0.06,6,19,https://www.olx.in/buddha-colony_g5350189/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6895,job at home online,14800,17,82,$0.02,1,44,https://www.olx.in/chennai_g4059162/jobs_c4?filter=work_mode_eq_work_from_home,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
6896,jammu vacancy,14800,4,1440,$0.05,7,21,https://www.olx.in/en-in/jammu_g4058771/jobs_c4,Jammu,Unknown,Unknown,Unknown,Jammu,Unknown,,,,1
6897,ipad price in india,14800,34,31,$0.09,90,37,https://www.olx.in/en-in/tablets_c1455/q-ipad,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6898,indian mobile companies in india,14800,38,31,$0.02,8,40,https://www.olx.in/blog/mobiles/top-made-in-india-mobiles/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6899,india mobile company,14800,32,31,$0.04,3,41,https://www.olx.in/blog/mobiles/top-made-in-india-mobiles/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6900,hp notebook laptop touch screen,14800,16,167,$0.03,94,29,https://www.olx.in/computers-laptops_c1505/q-hp-touch-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6901,hp laptop charger,14800,10,291,$0.01,93,45,https://www.olx.in/en-in/computer-accessories_c1515/q-hp-laptop-charger,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6902,how to hide an app in android,14800,36,31,$0.03,2,32,https://www.olx.in/blog/mobiles/how-to-hide-apps-on-android/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6903,home work job mumbai,14800,14,134,$0.12,1,48,https://www.olx.in/en-in/mumbai_g4058997/jobs_c4?filter=work_mode_eq_work_from_home,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
6904,hansi in haryana,18100,34,31,$0,1,31,https://www.olx.in/en-in/hansi_g4058749,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6905,gym bench,14800,9,500,$0.06,97,52,https://www.olx.in/gym-fitness_c771/q-bench,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6906,muscle cars,14800,18,82,$0,1,22,https://www.olx.in/blog/cars/best-muscle-cars-in-india/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6907,mathura hotel room,33100,110,31,$0.07,95,51,https://www.olx.in/en-in/mathura-cantt_g5342450/other-jobs_c65,Mathura,Unknown,Unknown,Unknown,Mathura,Unknown,,,,1
6908,leg extension machine,12100,15,291,$0.05,11,23,https://www.olx.in/gym-fitness_c771/q-leg-extension,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6909,lc prado,14800,22,63,$0.51,1,46,https://www.olx.in/en-in/kerala_g2001160/cars_c84/q-land-cruiser-prado,Unknown,Kerala,India,South,Unknown,Unknown,,,,1
6910,laxmi apartment,12100,21,63,$0.20,6,19,https://www.olx.in/laxmi-nagar_g5434659/for-sale-houses-apartments_c1725,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6911,ladies cycle,14800,20,75,$0.01,96,51,https://www.olx.in/en-in/bicycles_c1415/q-ladies-cycle,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6912,kozhikode job vacancy,18100,3,2397,$0.02,7,21,https://www.olx.in/kozhikode_g4058877/jobs_c4,Kozhikode,Unknown,Unknown,Unknown,Kozhikode,Unknown,,,,1
6913,jobs online at home,14800,19,63,$0.02,1,44,https://www.olx.in/chennai_g4059162/jobs_c4?filter=work_mode_eq_work_from_home,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
6914,jobs in siliguri,18100,5,975,$0.02,17,24,https://www.olx.in/en-in/siliguri_g4221382/jobs_c4,Siliguri,Unknown,Unknown,Unknown,Siliguri,Unknown,,,,1
6915,jobs in raipur,14800,6,694,$0.02,24,25,https://www.olx.in/raipur_g4059473/jobs_c4,Raipur,Unknown,Unknown,Unknown,Raipur,Unknown,,,,1
6916,jobs in jamshedpur,14800,5,975,$0.03,13,21,https://www.olx.in/jamshedpur_g4058789/jobs_c4,Jamshedpur,Unknown,Unknown,Unknown,Jamshedpur,Unknown,,,,1
6917,job vacancy in kozhikode,14800,4,1440,$0.06,6,24,https://www.olx.in/kozhikode_g4058877/jobs_c4,Kozhikode,Unknown,Unknown,Unknown,Kozhikode,Unknown,,,,1
6918,job vacancy in chandigarh,14800,8,500,$0.05,31,28,https://www.olx.in/chandigarh_g4058651/jobs_c4,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
6919,job search chandigarh,14800,9,378,$0.05,31,26,https://www.olx.in/en-in/chandigarh_g4058651/jobs_c4,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
6920,job openings in mangalore,14800,7,500,$0.05,15,28,https://www.olx.in/mangaluru_g4058840/jobs_c4,Mangaluru,Unknown,Unknown,Unknown,Mangaluru,Unknown,,,,1
6921,bn reddy nagar hyderabad,14800,33,31,$0.13,3,19,https://www.olx.in/bn-reddy-nagar_g5455326/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6922,bigha to sq feet,14800,41,31,$0.01,2,18,https://www.olx.in/blog/expert-advice/bigha-to-square-feet-converter/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6923,below 15000 laptop,14800,11,222,$0.02,88,23,https://www.olx.in/en-in/computers-laptops_c1505/q-15000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6924,be 6 price,14800,56,31,$0.06,7,12,https://www.olx.in/en-in/cars_c84?filter=model_eq_mahindra-be-6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6925,bankura town,14800,17,111,$0,1,31,https://www.olx.in/bankura-town_g5344288/lands-plots_c1729,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6926,automotive spare parts,18100,32,31,$0.13,9,21,https://www.olx.in/spare-parts_c1585,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6927,aroma theatre palakkad,9900,26,31,$0.19,4,20,https://www.olx.in/en-in/ottappalam_g4387893/for-rent-shops-offices_c1731,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6928,apple mac mini computer,18100,31,31,$0.11,26,32,https://www.olx.in/en-in/computers-laptops_c1505/q-apple-mac-mini,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6929,apple laptops in india price,14800,28,31,$0.14,96,46,https://www.olx.in/computers-laptops_c1505/q-apple-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6930,apple ipod,14800,7,500,$0.03,17,28,https://www.olx.in/en-in/mobile-phones_c1453/q-ipod-apple,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6931,apartment rentals bangalore,14800,16,111,$0.12,50,45,https://www.olx.in/en-in/bengaluru_g4058803/for-rent-houses-apartments_c1723/q-apartment-rent-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
6932,acer one 8,22200,20,75,$0.01,49,34,https://www.olx.in/hi-in/items/q-acer-one-8-t4-82l,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6933,4k monitor,14800,28,32,$0.15,100,53,https://www.olx.in/en-in/computers-laptops_c1505/q-4k-monitor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6934,workers near me,14800,24,48,$0.32,8,19,https://www.olx.in/madhya-pradesh_g2001162/other-jobs_c65/q-helpers-required,Unknown,Madhya Pradesh,India,Central,Unknown,Unknown,,,,1
6935,washing machine samsung front loader,14800,18,87,$0.08,100,33,https://www.olx.in/washing-machines_c1615/q-samsung-front-load,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6936,vacancy in mangalore,14800,7,500,$0.05,10,34,https://www.olx.in/mangaluru_g4058840/jobs_c4,Mangaluru,Unknown,Unknown,Unknown,Mangaluru,Unknown,,,,1
6937,used vehicle loan,14800,61,31,$0.58,47,45,https://www.olx.in/kerala_g2001160/cars_c84/q-loan,Unknown,Kerala,India,South,Unknown,Unknown,,,,1
6938,used cars in ahmedabad,14800,7,975,$0.13,43,22,https://www.olx.in/ahmedabad_g4058677/cars_c84,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
6939,used cars for sale ahmedabad,14800,9,500,$0.07,57,32,https://www.olx.in/ahmedabad_g4058677/cars_c84,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
6940,tucson car,9900,19,82,$0.23,4,66,https://www.olx.in/en-in/cars_c84/q-hyundai-tucson,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6941,tractor trolley,14800,14,222,$0.50,1,23,https://www.olx.in/commercial-other-vehicles_c85/q-tractor-trolley,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6942,tata bikes launching date,12100,12,291,$0.75,1,40,https://www.olx.in/blog/bikes/tata-classic-125-bike-rumors-reality/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6943,tata 1mg near me,9900,15,111,$0.10,34,24,https://www.olx.in/hyderabad_g4058526/jobs_c4,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
6944,tablets and phone,14800,42,31,$0.02,98,53,https://www.olx.in/tablets_c1455,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6945,surplus,14800,43,31,$0,1,35,https://www.olx.in/fashion_c87/q-surplus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6946,work from home kolkata,14800,16,87,$0.06,1,31,https://www.olx.in/kolkata_g4157275/jobs_c4?filter=work_mode_eq_work_from_home,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
6947,work from home jobs mumbai,14800,11,291,$0.10,1,10,https://www.olx.in/en-in/mumbai_g4058997/jobs_c4?filter=work_mode_eq_work_from_home,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
6948,nokia 105 price,18100,19,75,$0.02,99,48,https://www.olx.in/en-in/mobile-phones_c1453/q-nokia-105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6949,nikon z5,18100,28,31,$0.29,97,53,https://www.olx.in/en-in/cameras-lenses_c1517/q-z5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6950,narmada apartment,14800,54,31,$0.15,4,15,https://www.olx.in/new-narmada-colony_g5308700/new-projects_c301,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6951,multimeter price,14800,35,31,$0.01,97,52,https://www.olx.in/en-in/electronics-appliances_c99/q-multimeters,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6952,mm ali road,14800,18,75,$0.19,4,22,https://www.olx.in/item/lands-plots-c1729-for-sale-12000-sq-yd-in-palayam-kozhikode-iid-1839704928,Kozhikode,Unknown,Unknown,Unknown,Kozhikode,Unknown,,,,1
6953,mixer grinder best india,14800,45,31,$0.07,100,36,https://www.olx.in/en-in/kitchen-other-appliances_c1417/q-mixer,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6954,maruti suzuki car alto 800,14800,22,48,$0.18,6,39,https://www.olx.in/cars_c84/q-alto-800,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6955,luxury house,18100,29,32,$0.86,3,24,https://www.olx.in/blog/properties/top-luxury-houses-in-india/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6956,laundry machines for rent,14800,23,63,$0.46,67,18,https://www.olx.in/en-in/delhi_g4058659/washing-machines_c1615/q-'rent,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
6957,lamborghini car cost in india,14800,43,31,$0.29,1,35,https://www.olx.in/en-in/cars_c84/q-lamborghini,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6958,jobs in raipur city,14800,9,378,$0.06,19,23,https://www.olx.in/raipur_g4059473/jobs_c4,Raipur,Unknown,Unknown,Unknown,Raipur,Unknown,,,,1
