No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,Business Category,Product Category,Source,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
721,axis bank a t m near me,135000,15,1525.0,$0.02,3,25,"https://www.mappls.com/banks/near/18.619242,73.805013",,,,,,,,,,mappls.com,,,banks 18 619242 73 805013,1
722,bharat nagar,135000,16,1012.0,$0.14,5,22,https://www.mappls.com/place-bharat+nagar+bharat+nagar-sarkhej-ahmedabad-gujarat-382210+ahmedabad-1BGVLM@zdata=MjIuOTg0ODU3KzcyLjUwMzEyOTAwMDAwMDErMTcrMUJHVkxNed,Ahmedabad,Gujarat,India,West,Ahmedabad,,,,,mappls.com,bharat nagar,,place bharat nagar sarkhej 382210 1bgvlm zdata mjiuotg0odu3kzcyljuwmzeyotawmdawmdermtcrmujhvkxned,1
723,hiranandani gardens mumbai,135000,33,283.0,$0.93,6,44,https://www.mappls.com/place-hiranandani+gardens-forest+street-hiranandani+gardens-powai-mumbai-maharashtra-400076-I58EAA@zdata=MTkuMTE1MjkxKzcyLjkwODkwNysxNytJNThFQUErK25yed,Mumbai,Maharashtra,India,West,Mumbai,Powai,,,,mappls.com,hiranandani gardens,,place forest street hiranandani gardens 400076 i58eaa zdata mtkumte1mjkxkzcyljkwodkwnysxnytjnthfquerk25yed,1
724,ppta station,135000,32,283.0,$0.12,10,19,https://www.mappls.com/place-patliputra+railway+station-jagat+vihar+colony-rukanpura-patna-bihar-800025-CDZFDT@zdata=MjUuNjIxNDgzKzg1LjA2OTA5NCsxNytDRFpGRFQrK25yed,Patna,Bihar,India,East,Patna,,,,,mappls.com,station,,place patliputra railway jagat vihar colony rukanpura 800025 cdzfdt zdata mjuunjixndgzkzg1lja2ota5ncsxnytdrfpgrfqrk25yed,1
725,geeta colony,110000,23,364.0,$0,7,50,https://www.mappls.com/3vqbgv,,,,,,,,,,mappls.com,,,3vqbgv,1
726,gandhi chowk,135000,18,1012.0,$0,1,48,"https://www.mappls.com/direction-from--to-pathankot+gandhi+chowk,+pathankot,+punjab,+145001+pathankot?@zdata=ZnJvbSsrdG8rNzUuNjUyNDMyLDMyLjI3MDU5NSwxR1JKMFArdmlh",,Punjab,India,North,,,,,,mappls.com,gandhi chowk,,direction to pathankot pathankot 145001 pathankot,1
727,rohilla delhi,135000,22,364.0,$0.09,4,19,https://www.mappls.com/place-delhi+sarai+rohilla+railway+station-guru+gobind+singh+marg-railway+officers+colony-new+rohtak+road-sarai+rohilla-new+delhi-delhi-110005-bct38b@zdata=MjguNjYzMjA3Kzc3LjE4NjA0MisxNytiY3QzOGIrKw==ed,Delhi,Delhi,India,North,Delhi,,,,,mappls.com,rohilla,,place sarai railway station guru gobind singh marg railway officers colony new rohtak road sarai rohilla new 110005 bct38b zdata mjgunjyzmja3kzc3lje4nja0misxnytiy3qzogirkw ed,1
728,infiniti mall andheri west mumbai,135000,20,580.0,$0.71,6,25,https://www.mappls.com/place-infiniti+mall+andheri-new+link+road-oshiwara-andheri+west-mumbai-maharashtra-400053-B1FTTT@zdata=MTkuMTQxMzI3KzcyLjgzMDg3OCsxNytCMUZUVFQrK25yed,Mumbai,Maharashtra,India,West,Mumbai,Andheri,,,,mappls.com,infiniti mall,,place new link road oshiwara 400053 b1fttt zdata mtkumtqxmzi3kzcyljgzmdg3ocsxnytcmuzuvfqrk25yed,1
729,munger jamalpur,165000,47,283.0,$0.08,2,24,"https://www.mappls.com/direction-from--to-munger+jamalpur,+munger+road,+shah+family,+dilawer+pur,+munger,+bihar,+811201+munger?@zdata=ZnJvbSsrdG8rODYuNDcxMDE4LDI1LjM3NTgyLEdJMko5USt2aWE=",,Bihar,India,East,,,,,,mappls.com,munger jamalpur,,direction to munger road shah family dilawer pur munger 811201 munger,1
730,mumbai churchgate station,165000,70,283.0,$0.15,3,19,https://www.mappls.com/place-church+gate+railway+station+west-marine+lines-maharshi+karve+road-mumbai-maharashtra-400020-FWUG5F@zdata=MTguOTMzODg2KzcyLjgyNzMzNCsxNytGV1VHNUYrK25yed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,station,,place church gate railway marine lines maharshi karve road 400020 fwug5f zdata mtguotmzodg2kzcyljgynzmzncsxnytgv1vhnuyrk25yed,1
731,bank of maharashtra atm,135000,19,756.0,$0.08,1,20,https://www.mappls.com/place-bank+of+maharashtra+atm-33rd+road-bandra+west-mumbai-maharashtra-400050-3A4C1S@zdata=MTkuMDY1NjE2KzcyLjgzMTM4OSsxNyszQTRDMVMrK25yed,Mumbai,Maharashtra,India,West,Mumbai,Bandra,,,,mappls.com,bank atm,,place 33rd road 400050 3a4c1s zdata mtkumdy1nje2kzcyljgzmtm4ossxnyszqtrdmvmrk25yed,1
732,chandigarh junction railway station,135000,50,283.0,$0,3,35,https://www.mappls.com/ate6tt,,,,,,,,,,mappls.com,,,ate6tt,1
733,chandan nagar,135000,34,283.0,$0,6,49,https://www.mappls.com/rw3d78,,,,,,,,,,mappls.com,,,rw3d78,1
734,cachar silchar,135000,48,283.0,$0.20,1,19,https://www.mappls.com/place-smch-cachar-silchar-assam-788014-PPWQXF@zdata=MjQuNzc1NDgrOTIuNzk1MTkzKzE3K1BQV1FYRisrbnI=ed,,Assam,India,North East,,,,,,mappls.com,cachar silchar,,place smch 788014 ppwqxf zdata mjqunzc1ndgrotiunzk1mtkzkze3k1bqv1fyrisrbni ed,1
735,churchgate station,201000,46,283.0,$0,10,51,https://www.mappls.com/place-church+gate+railway+station+west-marine+lines-maharshi+karve+road-mumbai-maharashtra-400020-FWUG5F@zdata=MTguOTMzODg2KzcyLjgyNzMzNCsxNytGV1VHNUYrK25yed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,station,,place church gate railway marine lines maharshi karve road 400020 fwug5f zdata mtguotmzodg2kzcyljgynzmzncsxnytgv1vhnuyrk25yed,1
736,mac stadium chennai,110000,27,310.0,$0.11,2,26,https://www.mappls.com/o97uug,,,,,,,,,,mappls.com,,,o97uug,1
737,nagarjuna dam,33100,40,283.0,$0,1,28,https://www.mappls.com/1f7ba2,,,,,,,,,,mappls.com,,,1f7ba2,1
738,harihar davangere,110000,18,796.0,$0,1,48,https://www.mappls.com/pyxz3q,,,,,,,,,,mappls.com,,,pyxz3q,1
739,bharat nagar india,135000,99,283.0,$0.13,4,19,https://www.mappls.com/place-bharat+nagar+bharat+nagar-sarkhej-ahmedabad-gujarat-382210+ahmedabad-1BGVLM@zdata=MjIuOTg0ODU3KzcyLjUwMzEyOTAwMDAwMDErMTcrMUJHVkxNed,Ahmedabad,Gujarat,India,West,Ahmedabad,,,,,mappls.com,bharat nagar,,place bharat nagar sarkhej 382210 1bgvlm zdata mjiuotg0odu3kzcyljuwmzeyotawmdawmdermtcrmujhvkxned,1
740,bangalore one,135000,16,1228.0,$0.14,2,15,https://www.mappls.com/place-bangalore+one-srinivasa+kalyana+mantapa+road-jaraganahalli-bengaluru-karnataka-560078-7OXSET@zdata=MTIuODk3ODA3Kzc3LjU3NDMxNSsxNys3T1hTRVQrKw==ed,Bengaluru,Karnataka,India,South,Bengaluru,,,,,mappls.com,bangalore one,,place srinivasa kalyana mantapa road jaraganahalli 560078 7oxset zdata mtiuodk3oda3kzc3lju3ndmxnssxnys3t1htrvqrkw ed,1
741,chanda nagar,135000,30,283.0,$0.07,9,50,"https://www.mappls.com/direction-from--to-,+chanda+nagar,+hyderabad,+telangana,+500050?@zdata=ZnJvbSsrdG8rNzguMzE0MjUyLDE3LjUwNDc0NCxHQjhUS0Irdmlh",Hyderabad,Telangana,India,South,Hyderabad,,,,,mappls.com,chanda nagar,,direction to 500050,1
742,torrent power,135000,50,283.0,$0.10,1,33,https://www.mappls.com/place-torrent+power-isanpur-ahmedabad-gujarat-382443-O5L4FM@zdata=MjIuOTg3MDcrNzIuNTk2Njg2KzE3K081TDRGTSsred,Ahmedabad,Gujarat,India,West,Ahmedabad,,,,,mappls.com,torrent power,,place isanpur 382443 o5l4fm zdata mjiuotg3mdcrnziuntk2njg2kze3k081tdrgtssred,1
743,db mall bhopal,110000,27,324.0,$0,13,46,https://www.mappls.com/rlnv94,,,,,,,,,,mappls.com,,,rlnv94,1
744,chottanikkara bhagavathy temple,135000,19,688.0,$0,2,43,https://www.mappls.com/624bf4,,,,,,,,,,mappls.com,,,624bf4,1
745,sapna book house,135000,20,688.0,$0.09,4,44,https://www.mappls.com/g8xb4x,,,,,,,,,,mappls.com,,,g8xb4x,1
746,international airport goa,135000,50,283.0,$0.49,1,37,https://www.mappls.com/5pii5u,,,,,,,,,,mappls.com,,,5pii5u,1
747,nagarjuna sagar dam,90500,34,283.0,$0,1,42,https://www.mappls.com/1f7ba2,,,,,,,,,,mappls.com,,,1f7ba2,1
748,beeramguda,135000,12,2025.0,$0.17,6,62,"https://www.mappls.com/direction-from--to-,+beeramguda+road,+mallikarjun+nagar,+ramachandrapuram,+hyderabad,+telangana,+502032?@zdata=ZnJvbSsrdG8rNzguMzAxMTE0LDE3LjUxMDc0OCxCNDRXNVUrdmlh",Hyderabad,Telangana,India,South,Hyderabad,,,,,mappls.com,beeramguda,,direction to road mallikarjun nagar ramachandrapuram 502032,1
749,chennai municipal corporation,165000,15,796.0,$0,1,42,https://www.mappls.com/place-chennai+municipal+corporation+commissioner+office-ripon+building-no+1131-evr+periyar+salai-park+town-chennai-tamil+nadu-600003-DA82DA@zdata=MTMuMDgxODk0KzgwLjI3MTcyNisxNytEQTgyREErKw==ed,Chennai,,,,Chennai,,,,,mappls.com,municipal corporation,,place commissioner office ripon building no 1131 evr periyar salai park town tamil nadu 600003 da82da zdata mtmumdgxodk0kzgwlji3mtcynisxnyteqtgyreerkw ed,1
750,manish market mumbai,135000,18,756.0,$0.07,1,20,https://www.mappls.com/place-dadar+manish+market-senapati+bapat+marg-dadar+west-mumbai-maharashtra-400028-FU3JXW@zdata=MTkuMDE2ODY5KzcyLjg0MDQ3MysxNytGVTNKWFcrKw==ed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,manish market,,place dadar senapati bapat marg dadar 400028 fu3jxw zdata mtkumde2ody5kzcyljg0mdq3mysxnytgvtnkwfcrkw ed,1
751,manish market in mumbai,135000,28,324.0,$0.07,1,25,https://www.mappls.com/place-dadar+manish+market-senapati+bapat+marg-dadar+west-mumbai-maharashtra-400028-FU3JXW@zdata=MTkuMDE2ODY5KzcyLjg0MDQ3MysxNytGVTNKWFcrKw==ed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,manish market,,place dadar senapati bapat marg dadar 400028 fu3jxw zdata mtkumde2ody5kzcyljg0mdq3mysxnytgvtnkwfcrkw ed,1
752,belur math west bengal,135000,30,297.0,$0.08,2,41,https://www.mappls.com/8f5fce,,,,,,,,,,mappls.com,,,8f5fce,1
753,chinar park kolkata,135000,41,283.0,$0.19,6,20,https://www.mappls.com/aeir7z,,,,,,,,,,mappls.com,,,aeir7z,1
754,chandigarh station,135000,37,283.0,$0.12,5,25,https://www.mappls.com/ate6tt,,,,,,,,,,mappls.com,,,ate6tt,1
755,petrol pump near me near me,135000,11,3456.0,$0.01,1,20,https://www.mappls.com/petrol-pump-near-me,,,,,,,,,,mappls.com,petrol pump me,,,1
756,one bangalore,135000,16,1228.0,$0.14,2,19,https://www.mappls.com/place-bangalore+one-1st+cross+road-rajgopal+nagar+phase+2-peenya-bengaluru-karnataka-560058-1llwqe@zdata=MTMuMDEyODA5Kzc3LjUwOTk4MysxNysxbGx3cWUrKw==ed,Bengaluru,Karnataka,India,South,Bengaluru,,,,,mappls.com,one bangalore,,place 1st cross road rajgopal nagar phase peenya 560058 1llwqe zdata mtmumdeyoda5kzc3ljuwotk4mysxnysxbgx3cwurkw ed,1
757,l b nagar hyderabad,135000,26,310.0,$0.13,2,27,"https://www.mappls.com/direction-from--to-,+lb+nagar,+hyderabad,+telangana,+500074?@zdata=ZnJvbSsrdG8rNzguNTUwNDE0LDE3LjM1MTUzOSw3QUxJNUordmlh",Hyderabad,Telangana,India,South,Hyderabad,,,,,mappls.com,nagar,,direction to lb 500074,1
758,international airport terminal,165000,71,283.0,$0.12,5,52,https://www.mappls.com/place-kannur+international+airport+domestic+arrivals+terminal-arrival+road-mattannur-kerala-670595-2zr66g@zdata=MTEuOTEzNzQ0Kzc1LjU0ODQ4MSsxNysyenI2NmcrKw==ed,,Kerala,India,South,,,,,,mappls.com,international airport terminal,,place kannur domestic arrivals arrival road mattannur 670595 2zr66g zdata mteuoteznzq0kzc1lju0odq4mssxnysyeni2nmcrkw ed,1
759,churchgate railway station,201000,46,283.0,$0,10,46,https://www.mappls.com/f58s4b,,,,,,,,,,mappls.com,,,f58s4b,1
760,barsapara stadium,135000,21,688.0,$0,1,47,https://www.mappls.com/tndowq,,,,,,,,,,mappls.com,,,tndowq,1
761,angul location,135000,52,283.0,$0.08,1,34,https://www.mappls.com/s5fz1g,,,,,,,,,,mappls.com,,,s5fz1g,1
762,hiranandani gardens powai,390,41,283.0,$1.29,4,15,https://www.mappls.com/place-hiranandani+gardens-forest+street-hiranandani+gardens-powai-mumbai-maharashtra-400076-I58EAA@zdata=MTkuMTE1MjkxKzcyLjkwODkwNysxNytJNThFQUErK25yed,Mumbai,Maharashtra,India,West,Mumbai,Powai,,,,mappls.com,hiranandani gardens,,place forest street hiranandani gardens 400076 i58eaa zdata mtkumte1mjkxkzcyljkwodkwnysxnytjnthfquerk25yed,1
763,yelachenahalli,110000,30,231.0,$0,7,63,https://www.mappls.com/fl9usq,,,,,,,,,,mappls.com,,,fl9usq,1
764,p and m mall in patna,110000,23,297.0,$0.09,6,22,https://www.mappls.com/cdzlw7,,,,,,,,,,mappls.com,,,cdzlw7,1
765,netaji subhash place delhi,90500,51,231.0,$0.02,5,34,https://www.mappls.com/place-netaji+subhash+place+metro+station-lala+jagat+narayan+marg-pitampura-new+delhi-delhi-110034-4AA53T@zdata=MjguNjk1OTc3Kzc3LjE1MjQ4NysxNys0QUE1M1QrK25yed,Delhi,Delhi,India,North,Delhi,,,,,mappls.com,netaji subhash place,,place metro station lala jagat narayan marg pitampura new 110034 4aa53t zdata mjgunjk1otc3kzc3lje1mjq4nysxnys0que1m1qrk25yed,1
766,sector 135 noida,110000,38,231.0,$0.15,5,20,https://www.mappls.com/place-expressway+police+station-sector+135-noida-uttar+pradesh-201304-d32n0y@zdata=MjguNDk5OTEzKzc3LjQwMTMxMSsxNytkMzJuMHkrKw==ed,Noida,,,,Noida,,,,,mappls.com,sector 135,,place expressway police station uttar pradesh 201304 d32n0y zdata mjgundk5otezkzc3ljqwmtmxmssxnytkmzjumhkrkw ed,1
767,santosh mitra square,33100,7,10703.0,$0,7,25,https://www.mappls.com/b33f71,,,,,,,,,,mappls.com,,,b33f71,1
768,pvr anupam saket new delhi delhi,110000,14,825.0,$0.05,4,19,https://www.mappls.com/uo9f8a,,,,,,,,,,mappls.com,,,uo9f8a,1
769,kota junction,90500,27,264.0,$0,2,46,https://www.mappls.com/77ftdc,,,,,,,,,,mappls.com,,,77ftdc,1
770,karni mata temple rajasthan,90500,15,1650.0,$0.26,2,33,https://www.mappls.com/y7t7sq,,,,,,,,,,mappls.com,,,y7t7sq,1
771,kalwa,110000,62,231.0,$0.16,5,62,https://www.mappls.com/place-kalva+railway+station+west-baburao+salvi+marg-kharegaon-kalwa+west-thane-maharashtra-400605-4A3B17@zdata=MTkuMTk1MzE2KzcyLjk5NjQ0NCsxNys0QTNCMTcrKw==ed,Thane,Maharashtra,India,West,Thane,,,,,mappls.com,kalwa,,place kalva railway station baburao salvi marg kharegaon 400605 4a3b17 zdata mtkumtk1mze2kzcyljk5njq0ncsxnys0qtncmtcrkw ed,1
772,mango mist,135000,14,1001.0,$0.26,2,48,https://www.mappls.com/38cgjy,,,,,,,,,,mappls.com,,,38cgjy,1
773,malabar hill,110000,40,231.0,$0.20,2,48,https://www.mappls.com/u3w7o4,,,,,,,,,,mappls.com,,,u3w7o4,1
774,cng bunk near me,110000,22,473.0,$0.02,1,34,https://www.mappls.com/cng%20station-near-me,,,,,,,,,,mappls.com,cng me,,station,1
775,birla mandir in jaipur,110000,28,297.0,$0.07,5,24,https://www.mappls.com/b85vkq,,,,,,,,,,mappls.com,,,b85vkq,1
776,bangalore iskcon temple,368000,34,231.0,$0.88,11,46,https://www.mappls.com/bfb82b,,,,,,,,,,mappls.com,,,bfb82b,1
777,aksa beach,110000,37,231.0,$0.14,5,49,https://www.mappls.com/place-aksa+beach-aksa+village-malad-mumbai-maharashtra-400095-8BCDBC@zdata=MTkuMTczMDE3KzcyLjc5NDY2NSsxNys4QkNEQkMrKw==ed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,aksa beach,,place aksa village malad 400095 8bcdbc zdata mtkumtczmde3kzcyljc5ndy2nssxnys4qkneqkmrkw ed,1
778,tis hazari,110000,17,649.0,$0.13,4,32,https://www.mappls.com/place-tis+hazari+district+and+session+court-lala+hardev+sahai+marg-block+bgs-railway+colony-tis+hazari-new+delhi-delhi-110054-524u86@zdata=MjguNjY2MDY1Kzc3LjIxODgzMisxNys1MjR1ODYrKw==ed,Delhi,Delhi,India,North,Delhi,,,,,mappls.com,tis hazari,,place district session court lala hardev sahai marg block bgs railway colony tis hazari new 110054 524u86 zdata mjgunjy2mdy1kzc3ljixodgzmisxnys1mjr1odyrkw ed,1
779,hari nagar,90500,43,231.0,$0.16,5,47,https://www.mappls.com/e5dtak,,,,,,,,,,mappls.com,,,e5dtak,1
780,mysore ksrtc bus stand,90500,38,231.0,$0.06,7,35,https://www.mappls.com/place-ksrtc+bus+depot-1st+main+road-industrial+area-bannimantap+extension-mysuru-karnataka-570015-4T398T@zdata=MTIuMzM0OTA2Kzc2LjY1MTUzKzE3KzRUMzk4VCsred,Mysuru,Karnataka,India,South,Mysuru,,,,,mappls.com,ksrtc bus,,place depot 1st main road industrial area bannimantap extension 570015 4t398t zdata mtiumzm0ota2kzc2ljy1mtuzkze3kzrumzk4vcsred,1
781,mumbai kandivali east thakur village,110000,30,231.0,$0.17,4,25,https://www.mappls.com/place-thakur+complex-asha+nagar-kandivali+east-mumbai-maharashtra-400101-V03OGW@zdata=MTkuMjEyNzE3KzcyLjg2NjgxMysxNytWMDNPR1crKw==ed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,kandivali thakur,,place complex asha nagar 400101 v03ogw zdata mtkumjeynze3kzcyljg2njgxmysxnytwmdnpr1crkw ed,1
782,mayur vihar,110000,24,363.0,$0.05,3,48,https://www.mappls.com/c2s633,,,,,,,,,,mappls.com,,,c2s633,1
783,kalyani nagar,110000,40,231.0,$0.15,7,50,https://www.mappls.com/place-kalyani+nagar+metro+station-east+avenue-marigold+complex-kalyani+nagar-pune-maharashtra-411014-DKDIUC@zdata=MTguNTQ0NDUrNzMuOTA1NzcrMTcrREtESVVDKytucg==ed,Pune,Maharashtra,India,West,Pune,,,,,mappls.com,kalyani nagar,,place metro station avenue marigold complex kalyani nagar 411014 dkdiuc zdata mtguntq0ndurnzmuota1nzcrmtcrretesvvdkytucg ed,1
784,santacruz east mumbai,110000,56,231.0,$0.19,5,44,https://www.mappls.com/place-santacruz+sub+post+office-nehru+road-santacruz+east-mumbai-maharashtra-400055-jy8vj7@zdata=MTkuMDgwOTE2KzcyLjg0MjcwOSsxNytqeTh2ajcrKw==ed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,santacruz,,place sub post office nehru road santacruz 400055 jy8vj7 zdata mtkumdgwote2kzcyljg0mjcwossxnytqeth2ajcrkw ed,1
785,rewari station,60500,29,231.0,$0,2,37,https://www.mappls.com/place-rewari+junction+railway+station-rewari+railway+station-rewari-haryana-123401-847B81@zdata=MjguMjAzMDQ2Kzc2LjYwOTk0MSsxNys4NDdCODErK25yed,,Haryana,India,North,,,,,,mappls.com,rewari station,,place junction railway rewari railway station rewari 123401 847b81 zdata mjgumjazmdq2kzc2ljywotk0mssxnys4nddcoderk25yed,1
786,pk's,110000,39,231.0,$0.09,1,10,https://www.mappls.com/place-pk+stores-6th+main+road-stage+2-indiranagar-bengaluru-karnataka-560038-2AIEI8@zdata=MTIuOTczMTk4Kzc3LjYzNTQ0KzE3KzJBSUVJOCsrbnI=ed,Bengaluru,Karnataka,India,South,Bengaluru,Indiranagar,,,,mappls.com,pk,,place stores 6th main road stage 560038 2aiei8 zdata mtiuotczmtk4kzc3ljyzntq0kze3kzjbsuvjocsrbni ed,1
787,petrol station near me,165000,38,231.0,$0.06,1,35,https://www.mappls.com/search-near-Petrol%20Pump@zdata=NzkuMjUxMTU3LDI4LjIxNTE1MQ==,,,,,,,,,,mappls.com,petrol,,pump zdata nzkumjuxmtu3ldi4ljixnte1mq,1
788,noida sector 135,110000,51,231.0,$0.34,8,45,"https://www.mappls.com/direction-from--to-noida+wazidpur,+sector+135,+noida,+uttar+pradesh,+201304+noida?@zdata=ZnJvbSsrdG8rNzcuMzg4NTE1LDI4LjQ5NzczOSw4TjFOT08rdmlh",Noida,,,,Noida,,,,,mappls.com,sector 135,,direction to wazidpur uttar pradesh 201304,1
789,nexus whitefield,74000,19,473.0,$0,14,45,https://www.mappls.com/9te12e,,,,,,,,,,mappls.com,,,9te12e,1
790,venice mall in greater noida,90500,30,231.0,$0.03,2,22,https://www.mappls.com/e7ac5b,,,,,,,,,,mappls.com,,,e7ac5b,1
791,railway station thrissur,90500,43,231.0,$0,6,42,https://www.mappls.com/place-thrissur+railway+station-railway+station+road-veliyannur-thrissur-kerala-680021-TAC345@zdata=MTAuNTE2MDk3Kzc2LjIwODQrMTcrVEFDMzQ1Kytucg==ed,,Kerala,India,South,,,,,,mappls.com,railway station thrissur,,place railway station road veliyannur thrissur 680021 tac345 zdata mtaunte2mdk3kzc2ljiwodqrmtcrvefdmzq1kytucg ed,1
792,kanaka durga temple,90500,35,231.0,$0.56,1,41,https://www.mappls.com/1f13f5,,,,,,,,,,mappls.com,,,1f13f5,1
793,kalyani nagar pune,110000,62,231.0,$0.11,7,45,https://www.mappls.com/place-kalyani+nagar+metro+station-east+avenue-marigold+complex-kalyani+nagar-pune-maharashtra-411014-DKDIUC@zdata=MTguNTQ0NDUrNzMuOTA1NzcrMTcrREtESVVDKytucg==ed,Pune,Maharashtra,India,West,Pune,,,,,mappls.com,kalyani nagar,,place metro station avenue marigold complex kalyani nagar 411014 dkdiuc zdata mtguntq0ndurnzmuota1nzcrmtcrretesvvdkytucg ed,1
794,new market,110000,17,1001.0,$0.13,2,21,https://www.mappls.com/place-new+market-new+market-south+tt+nagar-tt+nagar-bhopal-madhya+pradesh-462003-R2DPZ5@zdata=MjMuMjM1NDAyKzc3LjQwMDM0MSsxNytSMkRQWjUrKw==ed,Bhopal,,,,Bhopal,,,,,mappls.com,new market,,place new market tt nagar tt nagar madhya pradesh 462003 r2dpz5 zdata mjmumjm1ndaykzc3ljqwmdm0mssxnytsmkrqwjurkw ed,1
795,new friends colony delhi,110000,45,231.0,$0.15,4,36,https://www.mappls.com/rgrrg4,,,,,,,,,,mappls.com,,,rgrrg4,1
796,near of me,110000,28,231.0,$0.10,1,58,https://www.mappls.com/entertainment-near-me,,,,,,,,,,mappls.com,me,,entertainment,1
797,delhi new friends colony,110000,71,231.0,$0.16,3,36,https://www.mappls.com/rgrrg4,,,,,,,,,,mappls.com,,,rgrrg4,1
798,creams,90500,26,264.0,$0.23,1,59,https://www.mappls.com/2ojbul,,,,,,,,,,mappls.com,,,2ojbul,1
799,byculla,110000,85,231.0,$0,8,63,https://www.mappls.com/lxtwrf,,,,,,,,,,mappls.com,,,lxtwrf,1
800,govind puri metro station,90500,38,231.0,$0.17,7,15,https://www.mappls.com/report/5ee142/59a29d5b-e5d3-49bb-bd92-a396de2363ed,,,,,,,,,,mappls.com,,,report 5ee142 59a29d5b e5d3 49bb bd92 a396de2363ed,1
801,goregaon west,135000,53,231.0,$0.19,7,50,https://www.mappls.com/place-goregaon+west+metro+station-new+link+road-goregaon+west-mumbai-maharashtra-400104-dkaqdw@zdata=MTkuMTUyODU1KzcyLjgzNTY4KzE3K2RrYXFkdysred,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,goregaon,,place metro station new link road goregaon 400104 dkaqdw zdata mtkumtuyodu1kzcyljgznty4kze3k2rryxfkdysred,1
802,meghagas cng station,90500,16,1650.0,$0.27,1,14,https://www.mappls.com/place-meghagas+cng+station-ramanathapuram+road-nh-336-thanjavur-mathur-tamil+nadu-622515-WOJBCQ@zdata=MTAuNjk0NjczKzc4LjczNDY3MisxNytXT0pCQ1ErK25yed,,,,,,,,,,mappls.com,meghagas cng station,,place ramanathapuram road nh 336 thanjavur mathur tamil nadu 622515 wojbcq zdata mtaunjk0njczkzc4ljczndy3misxnytxt0pcq1erk25yed,1
803,mall of dehradun,90500,9,2167.0,$0.24,8,43,https://www.mappls.com/place-mall+of+dehradun-haridwar+road-indian+institute+of+petroleum-mohakampur-dehradun-uttarakhand-248005-5ixzbe@zdata=MzAuMjY2ODA5Kzc4LjA4MTkzNysxNys1aXh6YmUrKw==ed,Dehradun,Uttarakhand,India,North,Dehradun,,,,,mappls.com,mall,,place haridwar road indian institute petroleum mohakampur 248005 5ixzbe zdata mzaumjy2oda5kzc4lja4mtkznysxnys1axh6ymurkw ed,1
804,noida sector 15,110000,27,253.0,$0.20,4,44,https://www.mappls.com/place-noida+sector+15+metro+station-nayabas+sector+15-noida-uttar+pradesh-201301-C8745B@zdata=MjguNTg0OTg1Kzc3LjMxMTY0KzE3K0M4NzQ1QisrbnI=ed,Noida,,,,Noida,,,,,mappls.com,sector 15,,place metro station nayabas sector 15 uttar pradesh 201301 c8745b zdata mjguntg0otg1kzc3ljmxmty0kze3k0m4nzq1qisrbni ed,1
805,neem ka thana,110000,18,825.0,$0,1,42,https://www.mappls.com/place-sadar+neem+ka+thana+police+station-bhudoli+road-neem+ka+thana-sikar+district-rajasthan-332713-qqtimo@zdata=MjcuNzE0Njg1Kzc1Ljc3OTA4NisxNytxcXRpbW8rKw==ed,,Rajasthan,India,North,,,,,,mappls.com,neem ka thana,,place sadar police station bhudoli road neem ka thana sikar district 332713 qqtimo zdata mjcunze0njg1kzc1ljc3ota4nisxnytxcxrpbw8rkw ed,1
806,near near me,110000,73,231.0,$0.10,1,41,https://www.mappls.com/entertainment-near-me,,,,,,,,,,mappls.com,me,,entertainment,1
807,coimbatore ukkadam bus stand,110000,15,1243.0,$0,3,35,https://www.mappls.com/place-ukkadam+bus+terminal-east+oppanakara+street+area-coimbatore-tamil+nadu-641001-4td683@zdata=MTAuOTg4MzI1Kzc2Ljk2MTgyOCsxNys0dGQ2ODMrK25yed,Coimbatore,,,,Coimbatore,,,,,mappls.com,ukkadam bus,,place terminal oppanakara street area tamil nadu 641001 4td683 zdata mtauotg4mzi1kzc2ljk2mtgyocsxnys0dgq2odmrk25yed,1
808,green gas limited cng station,110000,12,2167.0,$0.21,1,14,https://www.mappls.com/place-green+gas+limited+cng+station-sector+18-sector+18-vrindavan+colony-lucknow-uttar+pradesh-226301-C0GFYR@zdata=MjYuNzQxODM3KzgwLjk2Mzk1NisxNytDMEdGWVIrK25yed,Vrindavan,,,,Vrindavan,,,,,mappls.com,green gas limited cng station,,place sector 18 sector 18 colony lucknow uttar pradesh 226301 c0gfyr zdata mjyunzqxodm3kzgwljk2mzk1nisxnytdmedgwvirk25yed,1
809,grand venice mall in greater noida,110000,15,1001.0,$0.02,2,21,https://www.mappls.com/e7ac5b,,,,,,,,,,mappls.com,,,e7ac5b,1
810,g town wines,90500,12,1650.0,$0,1,40,https://www.mappls.com/n3jpvq,,,,,,,,,,mappls.com,,,n3jpvq,1
