No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,Business Category,Product Category,Source,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
1822,s korea,301000,36,632.0,$0.26,1,74,https://www.tripadvisor.in/Tourism-g294196-South_Korea-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,korea,,g294196,1
1823,spiti valley himachal pradesh,246000,10,19835.0,$0.11,1,35,https://www.tripadvisor.in/Attraction_Review-g297617-d1469237-Reviews-Spiti_Valley-Himachal_Pradesh.html,,Himachal Pradesh,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,spiti valley,,g297617 d1469237,1
1824,himachal pradesh,301000,12,5929.0,$0.08,1,48,https://www.tripadvisor.in/Tourism-g297617-Himachal_Pradesh-Vacations.html,,Himachal Pradesh,India,North,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297617,1
1825,gujarat nadiad,301000,9,14116.0,$0.11,1,25,https://www.tripadvisor.in/Attractions-g2431500-Activities-Nadiad_Kheda_District_Gujarat.html,,Gujarat,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,nadiad,,g2431500 kheda district,1
1826,jammu location,301000,10,10173.0,$0.27,1,43,https://www.tripadvisor.in/Attractions-g297620-Activities-Jammu_City_Jammu_District_Jammu_Jammu_and_Kashmir.html,Jammu,Jammu and Kashmir,India,North,Jammu,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297620 city district,1
1827,jalgaon in india,301000,27,692.0,$0.11,1,32,https://www.tripadvisor.in/Attractions-g776955-Activities-Jalgaon_Jalgaon_District_Maharashtra.html,,Maharashtra,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,jalgaon,,g776955 jalgaon district,1
1828,howrah bridge west bengal,301000,11,10173.0,$0.02,6,21,https://www.tripadvisor.in/Attraction_Review-g304558-d311655-Reviews-Howrah_Bridge-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Kolkata,West Bengal,India,East,Kolkata,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,howrah bridge,,g304558 d311655 calcutta district,1
1829,kondapur,301000,13,3401.0,$0.24,7,63,https://www.tripadvisor.in/Tourism-g25417420-Kondapur_Hyderabad_District_Telangana-Vacations.html,Hyderabad,Telangana,India,South,Hyderabad,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,kondapur,,g25417420 district,1
1830,kerala quilon,246000,14,4515.0,$0.23,1,37,https://www.tripadvisor.in/Attractions-g784581-Activities-Kollam_Kollam_District_Kerala.html,Kollam,Kerala,India,South,Kollam,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g784581 district,1
1831,andhra india,301000,10,14116.0,$0.09,1,46,https://www.tripadvisor.in/Tourism-g297585-Andhra_Pradesh-Vacations.html,,Andhra Pradesh,India,South,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297585,1
1832,belagavi,301000,21,1775.0,$0,1,61,https://www.tripadvisor.in/Attractions-g737165-Activities-Belgaum_Belgaum_District_Karnataka.html,,Karnataka,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g737165 belgaum belgaum district,1
1833,beaches kovalam,301000,2,91504.0,$0.36,2,31,https://www.tripadvisor.in/Attractions-g311295-Activities-c61-t52-Kovalam_Thiruvananthapuram_District_Kerala.html,Thiruvananthapuram,Kerala,India,South,Thiruvananthapuram,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kovalam,,g311295 c61 t52 district,1
1834,botany garden,301000,24,1294.0,$0.07,4,52,https://www.tripadvisor.in/Attraction_Review-g297675-d17499419-Reviews-TNAU_Botanical_Garden-Coimbatore_Coimbatore_District_Tamil_Nadu.html,Coimbatore,Tamil Nadu,India,South,Coimbatore,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,garden,,g297675 d17499419 tnau botanical district,1
1835,linga raja,201000,5,29287.0,$0.15,12,35,https://www.tripadvisor.in/Attraction_Review-g297661-d501198-Reviews-Lingaraja_Temple-Bhubaneswar_Khurda_District_Odisha.html,Bhubaneswar,Odisha,India,East,Bhubaneswar,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297661 d501198 lingaraja temple khurda district,1
1836,las vegas mall shopping,301000,6,48762.0,$0.44,5,40,https://www.tripadvisor.in/Attractions-g45963-Activities-c26-t143-Las_Vegas_Nevada.html,,,,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,las vegas,,g45963 c26 t143 nevada,1
1837,khammam in ap,301000,29,632.0,$0.12,1,21,https://www.tripadvisor.in/Attractions-g1005753-Activities-Khammam_Khammam_District_Telangana.html,,Telangana,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,khammam,,g1005753 khammam district,1
1838,kasauli himachal pradesh,301000,9,19835.0,$0.13,2,43,https://www.tripadvisor.in/Attractions-g10782581-Activities-Kasauli_Solan_District_Himachal_Pradesh.html,,Himachal Pradesh,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kasauli,,g10782581 solan district,1
1839,kasauli,301000,18,2257.0,$0.13,2,61,https://www.tripadvisor.in/Attractions-g10782581-Activities-Kasauli_Solan_District_Himachal_Pradesh.html,,Himachal Pradesh,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kasauli,,g10782581 solan district,1
1840,island maldives,301000,4,48762.0,$0.22,2,49,https://www.tripadvisor.in/Attractions-g293953-Activities-c57-t20-Maldives.html,,,,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,maldives,,g293953 c57 t20,1
1841,vidhana soudha,246000,8,10173.0,$0.50,9,50,https://www.tripadvisor.in/Attraction_Review-g297628-d2587646-Reviews-Vidhana_Soudha_and_Attara_Kacheri-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,vidhana soudha,,g297628 d2587646 attara kacheri bangalore district,1
1842,subway,368000,21,1535.0,$0.25,1,61,https://www.tripadvisor.in/Restaurant_Review-g304556-d5911382-Reviews-Subway-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Chennai,Tamil Nadu,India,South,Chennai,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,subway,,g304556 d5911382 madras district,1
1843,uttar pradesh etawah,301000,14,5929.0,$0.06,1,35,https://www.tripadvisor.in/Attractions-g12396962-Activities-Etawah_District_Uttar_Pradesh.html,,Uttar Pradesh,India,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,etawah,,g12396962 district,1
1844,warangal telangana india,301000,9,14116.0,$0.09,1,40,https://www.tripadvisor.in/Attractions-g735768-Activities-Warangal_Warangal_Urban_District_Telangana.html,,Telangana,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,warangal,,g735768 warangal urban district,1
1845,jaunpur up india,301000,72,632.0,$0.07,1,37,https://www.tripadvisor.in/Tourism-g12397049-Jaunpur_District_Uttar_Pradesh-Vacations.html,,Uttar Pradesh,India,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,jaunpur,,g12397049 district,1
1846,jalgaon city maharashtra,301000,12,7705.0,$0.11,1,29,https://www.tripadvisor.in/Attractions-g776955-Activities-Jalgaon_Jalgaon_District_Maharashtra.html,,Maharashtra,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,jalgaon,,g776955 jalgaon district,1
1847,indigo flight,246000,8,10173.0,$0.12,53,63,https://www.tripadvisor.in/Airline_Review-d8729090-Reviews-IndiGo,,,,,,,,,,tripadvisor.in,indigo,,airline d8729090,1
1848,indian andhra pradesh,301000,11,10173.0,$0.09,1,46,https://www.tripadvisor.in/Tourism-g297585-Andhra_Pradesh-Vacations.html,,Andhra Pradesh,India,South,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297585,1
1849,kharagpur bengal,301000,23,1294.0,$0.08,1,34,https://www.tripadvisor.in/Tourism-g1024713-Kharagpur_West_Midnapore_District_West_Bengal-Vacations.html,,West Bengal,India,East,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,kharagpur,,g1024713 midnapore district,1
1850,khammam,301000,11,10173.0,$0,1,61,https://www.tripadvisor.in/Tourism-g1005753-Khammam_Khammam_District_Telangana-Vacations.html,,Telangana,India,South,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,khammam,,g1005753 khammam district,1
1851,ongole ap,301000,8,19835.0,$0.16,1,21,https://www.tripadvisor.in/Attractions-g2288628-Activities-Ongole_Prakasam_District_Andhra_Pradesh.html,,Andhra Pradesh,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,ongole,,g2288628 prakasam district,1
1852,phoenix palladium,246000,6,14116.0,$0.02,8,50,https://www.tripadvisor.in/Attraction_Review-g304554-d2439705-Reviews-Phoenix_Palladium-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,phoenix palladium,,g304554 d2439705,1
1853,hoshiarpur in punjab,301000,16,3401.0,$0.22,1,42,https://www.tripadvisor.in/Attractions-g1162271-Activities-Hoshiarpur_Hoshiarpurr_District_Punjab.html,,Punjab,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,hoshiarpur,,g1162271 hoshiarpurr district,1
1854,guruvayur india,301000,8,19835.0,$0.34,1,36,https://www.tripadvisor.in/Attractions-g1137974-Activities-Guruvayur_Thrissur_District_Kerala.html,,Kerala,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,guruvayur,,g1137974 thrissur district,1
1855,eco park,301000,8,29287.0,$0.89,3,48,https://www.tripadvisor.in/Attraction_Review-g304558-d3786041-Reviews-Eco_Tourism_Park-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Kolkata,West Bengal,India,East,Kolkata,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,eco park,,g304558 d3786041 tourism calcutta district,1
1856,durgapur west bengal,246000,55,632.0,$0,1,42,https://www.tripadvisor.in/Tourism-g644044-Durgapur_Bardhaman_District_West_Bengal-Vacations.html,,West Bengal,India,East,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,durgapur,,g644044 bardhaman district,1
1857,etawah in uttar pradesh,301000,13,4515.0,$0.07,1,39,https://www.tripadvisor.in/Attractions-g12396962-Activities-Etawah_District_Uttar_Pradesh.html,,Uttar Pradesh,India,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,etawah,,g12396962 district,1
1858,digha wb,301000,8,29287.0,$0.17,1,32,https://www.tripadvisor.in/Attractions-g1162533-Activities-Digha_East_Midnapore_District_West_Bengal.html,,West Bengal,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,digha,,g1162533 midnapore district,1
1859,dhanbad in jharkhand,246000,11,10173.0,$0.15,1,38,https://www.tripadvisor.in/Attractions-g1011999-Activities-Dhanbad_Dhanbad_District_Jharkhand.html,,Jharkhand,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,dhanbad,,g1011999 dhanbad district,1
1860,apparel shopping near me,301000,6,48762.0,$0.13,28,15,https://www.tripadvisor.in/Attractions-g297586-Activities-c26-Hyderabad_Hyderabad_District_Telangana.html,Hyderabad,Telangana,India,South,Hyderabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297586 c26 district,1
1861,andhra pradesh andhra pradesh,301000,39,632.0,$0.09,1,46,https://www.tripadvisor.in/Attractions-g297585-Activities-Andhra_Pradesh.html,,Andhra Pradesh,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297585,1
1862,botanical garden,301000,14,5929.0,$2.97,4,49,https://www.tripadvisor.in/Attraction_Review-g659796-d7984307-Reviews-Jawaharlal_Nehru_Botanical_Garden-Gangtok_East_Sikkim_Sikkim.html,,Sikkim,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,botanical garden,,g659796 d7984307 jawaharlal nehru gangtok,1
1863,bijnor,246000,11,10173.0,$0,1,61,https://www.tripadvisor.in/Tourism-g4915206-Bijnor_Bijnor_District_Uttar_Pradesh-Vacations.html,,Uttar Pradesh,India,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,bijnor,,g4915206 bijnor district,1
1864,bhuj and kutch,246000,6,29287.0,$0.44,1,42,https://www.tripadvisor.in/Attractions-g303878-Activities-Bhuj_Kutch_District_Gujarat.html,,Gujarat,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,bhuj kutch,,g303878 district,1
1865,bhuj,246000,6,29287.0,$0,1,61,https://www.tripadvisor.in/Tourism-g303878-Bhuj_Kutch_District_Gujarat-Vacations.html,,Gujarat,India,West,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,bhuj,,g303878 kutch district,1
1866,bhavnagar india,301000,10,14116.0,$0.07,1,38,https://www.tripadvisor.in/Tourism-g679050-Bhavnagar_Bhavnagar_District_Gujarat-Vacations.html,,Gujarat,India,West,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,bhavnagar,,g679050 bhavnagar district,1
1867,bhavnagar gj,246000,22,1294.0,$0,1,48,https://www.tripadvisor.in/Tourism-g679050-Bhavnagar_Bhavnagar_District_Gujarat-Vacations.html,,Gujarat,India,West,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,bhavnagar,,g679050 bhavnagar district,1
1868,baramati in maharashtra,246000,13,7705.0,$0.39,1,17,https://www.tripadvisor.in/Attractions-g311296-Activities-Baramati_Pune_District_Maharashtra.html,Pune,Maharashtra,India,West,Pune,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,baramati,,g311296 district,1
1869,target world,301000,6,10173.0,$0,1,27,https://www.tripadvisor.in/Attraction_Review-g56228-d15216374-Reviews-World_s_Smallest_Target_Store-Marathon_Texas.html,,,,,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,target world,,g56228 d15216374 smallest store marathon texas,1
1870,west bengal kharagpur,246000,17,2739.0,$0.07,1,26,https://www.tripadvisor.in/Tourism-g1024713-Kharagpur_West_Midnapore_District_West_Bengal-Vacations.html,,West Bengal,India,East,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,kharagpur,,g1024713 midnapore district,1
1871,warangal in andhra pradesh,301000,14,4515.0,$0.15,1,35,https://www.tripadvisor.in/Attractions-g735768-Activities-Warangal_Warangal_Urban_District_Telangana.html,,Telangana,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,warangal,,g735768 warangal urban district,1
1872,warangal ap,301000,60,632.0,$0.09,1,34,https://www.tripadvisor.in/Tourism-g735768-Warangal_Warangal_Urban_District_Telangana-Vacations.html,,Telangana,India,South,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,warangal,,g735768 warangal urban district,1
1873,spiti himachal pradesh,246000,10,19835.0,$0.11,1,43,https://www.tripadvisor.in/Attraction_Review-g297617-d1469237-Reviews-Spiti_Valley-Himachal_Pradesh.html,,Himachal Pradesh,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,spiti,,g297617 d1469237 valley,1
1874,south korea,246000,19,1685.0,$0.32,1,48,https://www.tripadvisor.in/Tourism-g294196-South_Korea-Vacations.html,,,,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,korea,,g294196,1
1875,nadiad,246000,8,19835.0,$0,1,61,https://www.tripadvisor.in/Attractions-g2431500-Activities-Nadiad_Kheda_District_Gujarat.html,,Gujarat,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,nadiad,,g2431500 kheda district,1
1876,maharashtra baramati,301000,12,3401.0,$0.10,1,27,https://www.tripadvisor.in/Attractions-g311296-Activities-Baramati_Pune_District_Maharashtra.html,Pune,Maharashtra,India,West,Pune,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,baramati,,g311296 district,1
1877,qatar airways,301000,51,594.0,$0.53,28,56,https://www.tripadvisor.in/Airline_Review-d8729134-Reviews-Qatar-Airways,,,,,,,,,,tripadvisor.in,qatar airways,,airline d8729134,1
1878,etawah uttar pradesh,301000,17,3401.0,$0.07,1,28,https://www.tripadvisor.in/Tourism-g2322191-Etawah_Etawah_District_Uttar_Pradesh-Vacations.html,,Uttar Pradesh,India,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,etawah,,g2322191 etawah district,1
1879,east sikkim gangtok,301000,7,29287.0,$0.17,1,28,https://www.tripadvisor.in/Attractions-g12375533-Activities-East_Sikkim_Sikkim.html,,Sikkim,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g12375533,1
1880,dhanbad jharkhand,246000,10,10173.0,$0,1,47,https://www.tripadvisor.in/Attractions-g1011999-Activities-Dhanbad_Dhanbad_District_Jharkhand.html,,Jharkhand,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,dhanbad,,g1011999 dhanbad district,1
1881,gurgaon huda city,301000,7,19835.0,$0.08,6,27,https://www.tripadvisor.in/AttractionsNear-g297615-d9575122-HUDA_City_Centre-Gurugram_Gurgaon_Gurgaon_District_Haryana.html,Gurugram,Haryana,India,North,Gurugram,,,,,tripadvisor.in,gurgaon huda city,,attractionsnear g297615 d9575122 centre gurgaon district,1
1882,goa anjuna beach,301000,6,91504.0,$0.18,5,44,https://www.tripadvisor.in/Attraction_Review-g306992-d605784-Reviews-Anjuna_Beach-Anjuna_Bardez_North_Goa_District_Goa.html,Anjuna,Goa,India,West,Anjuna,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,beach,,g306992 d605784 bardez district,1
1883,kamakhya mandir,246000,22,1775.0,$0.11,8,50,https://www.tripadvisor.in/Attraction_Review-g503692-d2097284-Reviews-Kamakhya_Temple-Guwahati_Kamrup_Metropolitan_District_Assam.html,Guwahati,Assam,India,North East,Guwahati,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kamakhya,,g503692 d2097284 temple kamrup metropolitan district,1
1884,kamakhya assam,301000,9,10173.0,$0.08,7,39,https://www.tripadvisor.in/Attraction_Review-g503692-d2097284-Reviews-Kamakhya_Temple-Guwahati_Kamrup_Metropolitan_District_Assam.html,Guwahati,Assam,India,North East,Guwahati,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kamakhya,,g503692 d2097284 temple kamrup metropolitan district,1
1885,kadapa in andhra pradesh,301000,11,10173.0,$0.10,1,36,https://www.tripadvisor.in/Attractions-g15203749-Activities-Kadapa_District_Andhra_Pradesh.html,,Andhra Pradesh,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kadapa,,g15203749 district,1
1886,jaunpur india,301000,10,14116.0,$0.07,1,49,https://www.tripadvisor.in/Tourism-g4443865-Jaunpur_Jaunpur_District_Uttar_Pradesh-Vacations.html,,Uttar Pradesh,India,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,jaunpur,,g4443865 jaunpur district,1
1887,howrah howrah bridge,246000,11,10173.0,$0.06,2,31,https://www.tripadvisor.in/Attraction_Review-g304558-d311655-Reviews-Howrah_Bridge-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Kolkata,West Bengal,India,East,Kolkata,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,howrah bridge,,g304558 d311655 calcutta district,1
1888,lahaul spiti valley,301000,7,29287.0,$0.17,1,43,https://www.tripadvisor.in/Attraction_Review-g297617-d1469237-Reviews-Spiti_Valley-Himachal_Pradesh.html,,Himachal Pradesh,India,North,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,spiti valley,,g297617 d1469237,1
1889,kollam kerala,246000,9,19835.0,$0.14,2,48,https://www.tripadvisor.in/Tourism-g784581-Kollam_Kollam_District_Kerala-Vacations.html,Kollam,Kerala,India,South,Kollam,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g784581 district,1
1890,khammam india,301000,7,19835.0,$0.08,1,36,https://www.tripadvisor.in/Tourism-g1005753-Khammam_Khammam_District_Telangana-Vacations.html,,Telangana,India,South,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,khammam,,g1005753 khammam district,1
1891,khammam ap,301000,38,632.0,$0,1,48,https://www.tripadvisor.in/Tourism-g1005753-Khammam_Khammam_District_Telangana-Vacations.html,,Telangana,India,South,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,khammam,,g1005753 khammam district,1
1892,ambala cantt india,301000,7,29287.0,$0.17,1,25,https://www.tripadvisor.in/Tourism-g17742918-Ambala_Cantt_Ambala_District_Haryana-Vacations.html,,Haryana,India,North,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,ambala cantt,,g17742918 ambala district,1
1893,berhampur india,301000,9,14116.0,$0.15,1,23,https://www.tripadvisor.in/Attractions-g1015907-Activities-Brahmapur_Ganjam_District_Odisha.html,,Odisha,India,East,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g1015907 brahmapur ganjam district,1
1894,calcutta high court,368000,15,2257.0,$0,1,43,https://www.tripadvisor.in/Attraction_Review-g304558-d28730280-Reviews-Calcutta_High_Court-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Kolkata,West Bengal,India,East,Kolkata,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,calcutta high court,,g304558 d28730280 calcutta district,1
1895,coffee coffee shops,246000,8,29287.0,$0.11,1,23,https://www.tripadvisor.in/Restaurants-g12080450-c8-Thiruvananthapuram_District_Kerala.html,Thiruvananthapuram,Kerala,India,South,Thiruvananthapuram,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g12080450 c8 district,1
1896,yercaud yercaud,301000,8,29287.0,$0.28,2,32,https://www.tripadvisor.in/Attractions-g1009352-Activities-Yercaud_Salem_District_Tamil_Nadu.html,Salem,Tamil Nadu,India,South,Salem,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,yercaud,,g1009352 district,1
1897,sir ganga ram,301000,31,632.0,$0.24,4,45,https://www.tripadvisor.in/Hotel_Review-g304551-d8017004-Reviews-Sir_Ganga_Ram_Hospital-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Hotel,Accommodation,Accommodation,tripadvisor.in,sir ganga ram,,g304551 d8017004 hospital national capital territory,1
1898,mall vegas,301000,12,7705.0,$0.11,5,59,https://www.tripadvisor.in/Attraction_Review-g304551-d25340567-Reviews-Vegas_Mall-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,mall vegas,,g304551 d25340567 national capital territory,1
1899,new delhi vasant kunj,301000,18,1775.0,$0.12,4,33,https://www.tripadvisor.in/Attractions-g304551-Activities-c26-zfn13087860-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g304551 c26 zfn13087860 national capital territory,1
1900,nagercoil india,246000,5,48762.0,$0.12,1,33,https://www.tripadvisor.in/Attractions-g2195095-Activities-Nagercoil_Kanyakumari_District_Tamil_Nadu.html,,Tamil Nadu,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,nagercoil,,g2195095 kanyakumari district,1
1901,palanpur city,301000,10,19835.0,$0,1,47,https://www.tripadvisor.in/Attractions-g1156005-Activities-Palanpur_Banaskantha_District_Gujarat.html,,Gujarat,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,palanpur,,g1156005 banaskantha district,1
1902,ongole in ap,301000,9,19835.0,$0.16,1,22,https://www.tripadvisor.in/Tourism-g2288628-Ongole_Prakasam_District_Andhra_Pradesh-Vacations.html,,Andhra Pradesh,India,South,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,ongole,,g2288628 prakasam district,1
1903,pushkar pushkar,301000,7,29287.0,$0.09,2,48,https://www.tripadvisor.in/Attractions-g319729-Activities-Pushkar_Ajmer_District_Rajasthan.html,Pushkar,Rajasthan,India,North,Pushkar,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g319729 ajmer district,1
1904,howrah bridge kolkata,301000,9,19835.0,$0.06,6,44,https://www.tripadvisor.in/Attraction_Review-g304558-d311655-Reviews-Howrah_Bridge-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Kolkata,West Bengal,India,East,Kolkata,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,howrah bridge,,g304558 d311655 calcutta district,1
1905,howrah bridge india,301000,12,7705.0,$0.02,6,20,https://www.tripadvisor.in/Attraction_Review-g304558-d311655-Reviews-Howrah_Bridge-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Kolkata,West Bengal,India,East,Kolkata,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,howrah bridge,,g304558 d311655 calcutta district,1
1906,himachal pradesh india,301000,13,4515.0,$0.22,1,58,https://www.tripadvisor.in/Tourism-g297617-Himachal_Pradesh-Vacations.html,,Himachal Pradesh,India,North,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297617,1
1907,kolkata high court,301000,20,1294.0,$0.10,1,38,https://www.tripadvisor.in/ShowUserReviews-g304558-d28730280-r974376562-Calcutta_High_Court-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Kolkata,West Bengal,India,East,Kolkata,,,,,tripadvisor.in,high court,,showuserreviews g304558 d28730280 r974376562 calcutta calcutta district,1
1908,kishangarh,301000,6,48762.0,$0.19,1,61,https://www.tripadvisor.in/Attractions-g503704-Activities-Kishangarh_Ajmer_District_Rajasthan.html,Ajmer,Rajasthan,India,North,Ajmer,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kishangarh,,g503704 district,1
1909,kashmiri gate delhi,246000,22,993.0,$0.11,3,26,https://www.tripadvisor.in/Attraction_Review-g304551-d15676547-Reviews-Kashmiri_Gate-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kashmiri gate,,g304551 d15676547 national capital territory,1
1910,jammu,368000,13,7705.0,$0.70,1,61,https://www.tripadvisor.in/Tourism-g1830829-Jammu_Jammu_and_Kashmir-Vacations.html,Jammu,Jammu and Kashmir,India,North,Jammu,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g1830829,1
1911,lakshadweep,301000,17,3401.0,$0.11,2,61,https://www.tripadvisor.in/Tourism-g297640-Lakshadweep-Vacations.html,,Lakshadweep,India,,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297640,1
1912,eluru india,301000,6,29287.0,$0.11,1,36,https://www.tripadvisor.in/Tourism-g12435362-Eluru_West_Godavari_District_Andhra_Pradesh-Vacations.html,,Andhra Pradesh,India,South,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,eluru,,g12435362 godavari district,1
1913,arunachal pradesh in india,301000,17,3401.0,$0.12,1,62,https://www.tripadvisor.in/Tourism-g297589-Arunachal_Pradesh-Vacations.html,,Arunachal Pradesh,India,North East,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297589,1
1914,andhra pradesh kadapa,301000,13,5929.0,$0.10,1,29,https://www.tripadvisor.in/Attractions-g15203749-Activities-Kadapa_District_Andhra_Pradesh.html,,Andhra Pradesh,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kadapa,,g15203749 district,1
1915,bhavnagar,246000,9,19835.0,$0,1,61,https://www.tripadvisor.in/Tourism-g679050-Bhavnagar_Bhavnagar_District_Gujarat-Vacations.html,,Gujarat,India,West,,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,bhavnagar,,g679050 bhavnagar district,1
