No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
2421,movie theater near,27100,4,5362.0,$0.06,5,42,https://www.district.in/movies/cinema-near-me,,,,,,,,,,movies cinema me,1
2422,kashi cafe fort kochi,33100,8,1552.0,$0.05,1,25,https://www.district.in/dining/kochi/kashi-art-cafe-fort-kochi,Kochi,,,,Kochi,,Restaurant,kashi fort,,art,1
2423,kantara chapter 1 ott release date,27100,90,69.0,$0.26,1,26,https://www.district.in/movies/kantara-a-legend-chapter-1-movie-tickets-in-gurgaon-MV165830,Gurugram,,,,Gurugram,,,kantara chapter,,movies legend movie tickets gurgaon mv165830,1
2424,founder,33100,83,69.0,$0,1,40,https://www.district.in/events/founders-room-the-fundraising-journey-by-zocodeclub-may30-2026-buy-tickets,,,,,,,,,,events founders room fundraising journey by zocodeclub may30 2026 buy tickets,1
2425,d mart nearby,33100,53,69.0,$0.09,2,37,https://www.district.in/movies/guntur-movie-tickets,Guntur,,,,Guntur,,,,,movies movie tickets,1
2426,cricket ipl csk,27100,9,1118.0,$0.20,1,57,https://www.district.in/events/chennai-super-kings-team,Chennai,,,,Chennai,,,,,events super kings team,1
2427,corner house indiranagar,27100,8,1552.0,$0,7,24,https://www.district.in/dining/bangalore/corner-house-ice-creams-indiranagar-bangalore,Bengaluru,,,,Bengaluru,Indiranagar,Restaurant,corner house,,bangalore ice creams bangalore,1
2428,cinepolis kochi,14800,2,5362.0,$0.16,10,21,https://www.district.in/movies/cinepolis-centre-square-mall-ernakulam-kochi-in-kochi-CD122,Kochi,,,,Kochi,,,cinepolis,,movies centre square mall ernakulam cd122,1
2429,chennai super kings tickets,18100,4,5362.0,$0.21,1,11,https://www.district.in/events/chennai-super-kings-team,Chennai,,,,Chennai,,,super kings,,events team,1
2430,chembur k star mall,33100,2,5362.0,$0,3,15,https://www.district.in/movies/fun-cinema-k-star-mall-chembur-e-mumbai-in-mumbai-CD145,Mumbai,,,,Mumbai,,,chembur star mall,,movies fun cinema cd145,1
2431,cast of leo 2023 indian film,33100,5,3220.0,$0,1,43,https://www.district.in/movies/leo-2023-movie-tickets-MV159845,,,,,,,,leo 2023,,movies movie tickets mv159845,1
2432,kerala story 2 release date,33100,6,3220.0,$0.18,1,27,https://www.district.in/movies/the-kerala-story-2-goes-beyond-movie-tickets-MV214234,,Kerala,India,South,,,,story,,movies goes beyond movie tickets mv214234,1
2433,hotel original vinayaka mylari,8100,10,1118.0,$0.17,10,23,https://www.district.in/dining/mysore/original-vinayaka-mylari-doora,Mysuru,,,,Mysuru,,Restaurant,original vinayaka mylari,,mysore doora,1
2434,hotel jatra,33100,7,2181.0,$0,7,19,https://www.district.in/dining/ahmednagar/hotel-jatra-2-ahmednagar-locality,,,,,,,Restaurant,hotel jatra,,ahmednagar ahmednagar locality,1
2435,ganesh theatre chennai,33100,2,5362.0,$0.06,1,30,https://www.district.in/movies/ganesh-cinemas-rgb-laser-christie-vive-audio-mannar-swamy-koil-street-chennai-in-chennai-CD4248,Chennai,,,,Chennai,,,ganesh,,movies cinemas rgb laser christie vive audio mannar swamy koil street cd4248,1
2436,ganesh theater chennai,33100,2,5362.0,$0.06,1,30,https://www.district.in/movies/ganesh-cinemas-rgb-laser-christie-vive-audio-mannar-swamy-koil-street-chennai-in-chennai-CD4248,Chennai,,,,Chennai,,,ganesh,,movies cinemas rgb laser christie vive audio mannar swamy koil street cd4248,1
2437,cafe nur,12100,14,496.0,$1.35,5,33,https://www.district.in/dining/mumbai/cafe-nur-fort,Mumbai,,,,Mumbai,,Restaurant,nur,,fort,1
2438,bookmyshow amritsar,27100,14,195.0,$0.01,1,27,https://www.district.in/movies/amritsar-movie-tickets,Amritsar,,,,Amritsar,,,,,movies movie tickets,1
2439,all slots games,33100,13,248.0,$0.32,2,23,https://www.district.in/play/game-on-the-pickleball-arena-game-on-the-pickleball-arena-hyderabad-slots-booking,Hyderabad,,,,Hyderabad,,,slots,,play game on pickleball arena game on pickleball arena booking,1
2440,alka theatre pune,33100,33,69.0,$0.23,5,22,https://www.district.in/movies/pune-movie-tickets,Pune,,,,Pune,,,,,movies movie tickets,1
2441,wonderla chennai ticket price,33100,4,5362.0,$0.07,1,16,https://www.district.in/events/wonderla-amusement-park-chennai-2026-buy-tickets,Chennai,,,,Chennai,,,wonderla,,events amusement park 2026 buy tickets,1
2442,rangoli of ganesha,33100,48,69.0,$0,1,31,https://www.district.in/movies/howrah-movie-tickets,,,,,,,,,,movies howrah movie tickets,1
2443,rachel movie,18100,27,79.0,$0.14,1,42,https://www.district.in/movies/rachel-movie-tickets-MV186776,,,,,,,,rachel movie,,movies tickets mv186776,1
2444,priya movie hall,33100,11,652.0,$0.09,2,22,https://www.district.in/movies/pvr-imax-with-laser-priya-vasant-vihar-new-delhi-in-new-delhi-CD1022246,New Delhi,Delhi,India,North,New Delhi,,,priya,,movies pvr imax laser vasant vihar cd1022246,1
2445,nearby movies playing,33100,5,3220.0,$0,1,31,https://www.district.in/movies/cinema-near-me,,,,,,,,movies,,cinema me,1
2446,movies of santhanam,33100,88,69.0,$0,1,45,https://www.district.in/movies/santhalinga-cinemas-multiplex-dolby-atmos-4k-laser-oragadam-in-chennai-CD1102078,Chennai,,,,Chennai,,,movies,,santhalinga cinemas multiplex dolby atmos 4k laser oragadam cd1102078,1
2447,mi vs csk 2026,33100,20,142.0,$0.44,1,20,https://www.district.in/events/screening-of-csk-vs-mi-tata-ipl-2026-may2-2026-buy-tickets,,,,,,,,mi vs csk 2026,,events screening tata ipl may2 2026 buy tickets,1
2448,telugu anand,33100,41,69.0,$0,1,46,https://www.district.in/movies/sp-anand-cinemas-bhanugudi-junction-kakinada-in-kakinada-CD1031589,,,,,,,,anand,,movies sp cinemas bhanugudi junction kakinada kakinada cd1031589,1
2449,srh vs rcb 2026,27100,4,3220.0,$0.25,1,22,https://www.district.in/events/screening-of-srh-vs-rcb-tata-ipl-2026-may22-2026-buy-tickets,,,,,,,,srh vs rcb 2026,,events screening tata ipl may22 2026 buy tickets,1
2450,scarlett house,33100,12,847.0,$0.17,3,22,https://www.district.in/dining/mumbai/scarlett-house-1-juhu,Mumbai,,,,Mumbai,Juhu,Restaurant,scarlett house,,,1
2451,sanchez manyata,33100,8,1552.0,$0,1,19,https://www.district.in/dining/bangalore/sanchez-nagawara-bangalore,Bengaluru,,,,Bengaluru,,Restaurant,sanchez,,bangalore nagawara bangalore,1
2452,haunted 3d returns release date,1000,9,1552.0,$0,1,31,https://www.district.in/movies/haunted-ghosts-of-the-past-3d-movie-tickets-MV196086,,,,,,,,haunted 3d,,movies ghosts past movie tickets mv196086,1
2453,dude release date,6600,29,72.0,$0,1,30,https://www.district.in/movies/dude-2025-movie-tickets-MV197550,,,,,,,,dude,,movies 2025 movie tickets mv197550,1
2454,junagadh suraj cinema,33100,10,374.0,$0.03,1,21,https://www.district.in/movies/suraj-cineplex-bhutnath-road-junagadh-in-jetpur-CD917,,,,,,,,junagadh suraj,,movies cineplex bhutnath road jetpur cd917,1
2455,bikaner jn,33100,36,69.0,$0.07,2,18,https://www.district.in/,,,,,,,,,,,1
2456,court near me,33100,6,5362.0,$0.10,1,18,https://www.district.in/play/,,,,,,,,,,play,1
2457,cocktail 2 release date,8100,9,1552.0,$0,1,21,https://www.district.in/movies/cocktail-2-movie-tickets-MV213788,,,,,,,,cocktail,,movies movie tickets mv213788,1
2458,cast of vikram 2022,40500,9,1118.0,$0,1,34,https://www.district.in/movies/vikram-2022-movie-tickets-MV141979,,,,,,,,vikram 2022,,movies movie tickets mv141979,1
2459,bookmyshow gwalior,27100,15,185.0,$0.09,1,26,https://www.district.in/movies/gwalior-movie-tickets,Gwalior,,,,Gwalior,,,,,movies movie tickets,1
2460,boho koramangala,22200,12,847.0,$0,11,28,https://www.district.in/dining/bangalore/boho-koramangala-5th-block,Bengaluru,,,,Bengaluru,Koramangala,Restaurant,boho,,bangalore 5th block,1
2461,bms latur,33100,9,496.0,$0,1,27,https://www.district.in/movies/latur-movie-tickets,,,,,,,,latur,,movies movie tickets,1
2462,best film action,33100,41,69.0,$0.88,1,48,https://www.district.in/movies/,,,,,,,,,,movies,1
2463,tata near me,40500,20,142.0,$0.05,9,23,https://www.district.in/,,,,,,,,,,,1
2464,ramoji film city at hyderabad,33100,25,142.0,$0.21,17,42,https://www.district.in/events/ramoji-studio-tour-jan23-2025-buy-tickets,,,,,,,Tourism,ramoji,,events studio jan23 2025 buy tickets,1
2465,pvr bokaro,27100,3,3220.0,$0.03,6,28,https://www.district.in/movies/pvr-bokaro-bokaro-steel-city-bokaro-in-bokaro-CD1023489,,,,,,,,pvr bokaro,,movies bokaro steel city bokaro bokaro cd1023489,1
2466,platina mall,33100,2,5362.0,$0.32,7,19,https://www.district.in/movies/svf-cinemas-platina-mall-howrah-in-kolkata-CD1102203,Kolkata,,,,Kolkata,,,platina mall,,movies svf cinemas howrah cd1102203,1
2467,threads hindi meaning,33100,40,69.0,$0,1,19,https://www.district.in/events/wear-your-art-embroidery-on-your-own-clothes-may25-2026-buy-tickets,,,,,,,,,,events wear your art embroidery on your own clothes may25 2026 buy tickets,1
2468,the taj story release date,22200,10,1118.0,$0,1,27,https://www.district.in/movies/the-taj-story-movie-tickets-MV207272,,,,,,,,taj story,,movies movie tickets mv207272,1
2469,logix mall wave city centre,74000,10,496.0,$0.22,9,20,https://www.district.in/movies/pvr-superplex-logix-sector-32-noida-in-new-delhi-CD1024414,New Delhi,Delhi,India,North,New Delhi,,,logix,,movies pvr superplex sector 32 noida cd1024414,1
2470,lakshmi cinema,27100,11,847.0,$0.16,1,36,https://www.district.in/movies/ld-cinemas-sri-lakshmi-devi-theatre-a-c-4k-3d-travellers-bungalow-road-hosur-in-hosur-CD1034383,,,,,,,,lakshmi,,movies ld cinemas sri devi theatre 4k 3d travellers bungalow road hosur hosur cd1034383,1
2471,l near me,33100,5,2181.0,$0,1,39,https://www.district.in/,,,,,,,,,,,1
2472,kidzania delhi ncr,33100,8,2181.0,$0.12,4,24,https://www.district.in/events/kidzania-delhi-ncr-buy-tickets,Delhi,Delhi,India,North,Delhi,,,kidzania ncr,,events buy tickets,1
2473,ipl20 20,33100,16,185.0,$0.02,1,27,https://www.district.in/events/ipl-ticket-booking,,,,,,,,,,events ipl ticket booking,1
2474,pickleball courts,33100,6,3220.0,$0.13,4,13,https://www.district.in/play/pickleball-courts-in-gurgaon,Gurugram,,,,Gurugram,,,pickleball courts,,play gurgaon,1
2475,param sundari 2025,49500,10,1118.0,$0,1,26,https://www.district.in/movies/param-sundari-movie-tickets-MV186420,,,,,,,,param sundari,,movies movie tickets mv186420,1
2476,n y cinema bhuj,27100,1,10062.0,$0.01,1,18,https://www.district.in/movies/ny-cinemas-bhuj-in-bhuj-CD61949,,,,,,,,bhuj,,movies ny cinemas bhuj cd61949,1
2477,miraj cinemas hisar,33100,4,2181.0,$0.04,1,20,https://www.district.in/movies/miraj-cinemas-hisar-in-hisar-CD7434,,,,,,,,miraj cinemas hisar,,movies hisar cd7434,1
2478,deewaniyat movie release date,2400,14,496.0,$0,1,28,https://www.district.in/movies/ek-deewane-ki-deewaniyat-2025-movie-tickets-MV190438,,,,,,,,deewaniyat movie,,movies ek deewane ki 2025 tickets mv190438,1
2479,coffee shops in jubilee hills hyderabad,33100,23,109.0,$0.03,7,21,https://www.district.in/dining/hyderabad/kohe-the-coffee-shop-jubilee-hills,Hyderabad,,,,Hyderabad,,Restaurant,coffee jubilee hills,,kohe shop,1
2480,cast of ramayana 2026,40500,8,1552.0,$0,1,37,https://www.district.in/movies/ramayana-movie-tickets-MV176276,,,,,,,,ramayana,,movies movie tickets mv176276,1
2481,hyd malls,33100,66,69.0,$0.05,3,24,https://www.district.in/movies/dhurandhar-the-revenge-movie-tickets-in-hyderabad-MV211577,Hyderabad,,,,Hyderabad,,,,,movies dhurandhar revenge movie tickets mv211577,1
2482,ganesh cinemas,27100,2,5362.0,$0,2,27,https://www.district.in/movies/ganesh-cinemas-rgb-laser-christie-vive-audio-mannar-swamy-koil-street-chennai-in-chennai-CD4248,Chennai,,,,Chennai,,,ganesh cinemas,,movies rgb laser christie vive audio mannar swamy koil street cd4248,1
2483,fort of chitradurga,33100,9,1552.0,$0.02,2,26,https://www.district.in/events/chitradurga-fort-buy-tickets,,,,,,,,fort chitradurga,,events buy tickets,1
2484,baglami,33100,24,142.0,$0.07,1,40,https://www.district.in/dining/mumbai/ba%C4%9Flami-bandra-kurla-complex,Mumbai,,,,Mumbai,Bandra,Restaurant,,,ba lami kurla complex,1
2485,avatar fire and ash release date,14800,12,652.0,$0,1,55,https://www.district.in/movies/avatar-fire-and-ash-2025-movie-tickets-MV165236,,,,,,,,avatar fire ash,,movies 2025 movie tickets mv165236,1
2486,anjaan,27100,22,142.0,$0,1,39,https://www.district.in/movies/anjaan-2014-movie-tickets-MV156528,,,,,,,,anjaan,,movies 2014 movie tickets mv156528,1
2487,airing movies,33100,4,3220.0,$0,1,63,https://www.district.in/movies/cinema-near-me,,,,,,,,movies,,cinema me,1
2488,cafe tesu,33100,9,1552.0,$0.14,2,28,https://www.district.in/dining/ncr/cafe-tesu-adchini-new-delhi,New Delhi,Delhi,India,North,New Delhi,,Restaurant,tesu,,ncr adchini,1
2489,burger king koregaon park,18100,4,5362.0,$0.15,6,23,https://www.district.in/dining/pune/burger-king-koregaon-park,Pune,,,,Pune,,Restaurant,burger king koregaon park,,,1
2490,bookmyshow in anand,33100,17,142.0,$0.01,1,21,https://www.district.in/movies/anand-movie-tickets,,,,,,,,anand,,movies movie tickets,1
2491,movies in theatres now,27100,5,3220.0,$0.02,5,15,https://www.district.in/movies/,,,,,,,,movies,,,1
2492,movies in theaters,27100,7,1552.0,$0.02,9,24,https://www.district.in/movies/new-delhi-movie-tickets,New Delhi,Delhi,India,North,New Delhi,,,movies,,movie tickets,1
2493,movie near me,27100,3,5362.0,$0.03,8,24,https://www.district.in/movies/cinema-near-me,,,,,,,,me,,movies cinema,1
2494,movie in theaters,27100,6,2181.0,$0.02,3,22,https://www.district.in/movies/new-delhi-movie-tickets,New Delhi,Delhi,India,North,New Delhi,,,movie,,movies tickets,1
2495,marathi latest movies,33100,23,89.0,$0.10,1,29,https://www.district.in/movies/marathi-movies-tickets-in-mumbai,Mumbai,,,,Mumbai,,,marathi movies,,movies tickets,1
2496,jonathan's,40500,26,79.0,$0,1,57,https://www.district.in/dining/hyderabad/jonathans-kitchen-financial-district,Hyderabad,,,,Hyderabad,,Restaurant,,,jonathans kitchen financial district,1
2497,wanted 2009 film,33100,16,496.0,$0,1,28,https://www.district.in/movies/wanted-2009-movie-tickets-MV215628,,,,,,,,wanted 2009,,movies movie tickets mv215628,1
2498,things to do in bangalore india,33100,12,496.0,$0.10,48,22,https://www.district.in/activities/bengaluru-activity-tickets/,Bengaluru,,,,Bengaluru,,Attraction,,,activity tickets,1
2499,things to do bangalore,33100,3,5362.0,$0.15,42,29,https://www.district.in/activities/bengaluru-activity-tickets/,Bengaluru,,,,Bengaluru,,Attraction,,,activity tickets,1
2500,rahu ketu hindi movie,33100,11,1118.0,$0,1,22,https://www.district.in/movies/rahu-ketu-movie-tickets-in-gurgaon-MV206246,Gurugram,,,,Gurugram,,,rahu ketu movie,,movies tickets gurgaon mv206246,1
2501,pvr gaur city greater noida,33100,3,5362.0,$0.07,5,20,https://www.district.in/movies/pvr-gaur-city-gaur-city-mall-greater-noida-in-new-delhi-CD1025087,New Delhi,Delhi,India,North,New Delhi,,,pvr gaur city greater noida,,movies gaur city mall cd1025087,1
2502,pushpa park malad east,27100,30,69.0,$0.13,5,19,https://www.district.in/dining/mumbai/prasad-malad-east,Mumbai,,,,Mumbai,,Restaurant,malad,,prasad,1
2503,neha bhasin,33100,11,1118.0,$0,1,27,https://www.district.in/events/neha-bhasin/artist,,,,,,,,neha bhasin,,events artist,1
2504,nearest movie theater,27100,4,5362.0,$0.02,3,50,https://www.district.in/movies/cinema-near-me,,,,,,,,,,movies cinema me,1
2505,nearby cinema halls,33100,4,10062.0,$0.01,4,19,https://www.district.in/movies/cinema-near-me,,,,,,,,cinema,,movies me,1
2506,my show,33100,3,3220.0,$0.08,1,32,https://www.district.in/movies/,,,,,,,,,,movies,1
2507,kannada picture,40500,30,69.0,$0.01,1,30,https://www.district.in/movies/mysuru-movie-tickets,Mysuru,,,,Mysuru,,,,,movies movie tickets,1
2508,just chill delhi,27100,9,847.0,$0.02,2,18,https://www.district.in/events/just-chill-water-park-may29-2025-buy-tickets,,,,,,,,just chill,,events water park may29 2025 buy tickets,1
2509,internet gaming zone,27100,67,69.0,$0,1,31,https://www.district.in/events/netzone-gaming-lounge-2025-buy-tickets,,,,,,,,gaming,,events netzone lounge 2025 buy tickets,1
2510,concert,33100,5,3220.0,$0.35,1,40,https://www.district.in/events/,,,,,,,,,,events,1
2511,bilaspur pvr,33100,2,5362.0,$0.06,1,20,https://www.district.in/movies/pvr-rama-magneto-mall-bilaspur-in-bilaspur-CD1020667,,,,,,,,bilaspur pvr,,movies rama magneto mall bilaspur cd1020667,1
2512,bad good ugly,33100,11,847.0,$0,1,35,https://www.district.in/movies/good-bad-ugly-movie-tickets-in-sattur-MV171374,,,,,,,,bad good ugly,,movies movie tickets sattur mv171374,1
2513,aura mall bhopal pvr,27100,4,2181.0,$0.04,9,21,https://www.district.in/movies/pvr-aura-mall-shahpura-bhopal-in-bhopal-CD1019971,Bhopal,,,,Bhopal,,,aura mall pvr,,movies shahpura cd1019971,1
2514,akbar tomb location,33100,7,1552.0,$0.08,5,21,https://www.district.in/events/akbars-tomb-sikandra-buy-tickets,,,,,,,,tomb,,events akbars sikandra buy tickets,1
2515,6th underground,27100,40,69.0,$0,1,60,https://www.district.in/events/too-much-information-by-shreya-priyam-roy-may14-2026-buy-tickets,,,,,,,,,,events too much information by shreya priyam roy may14 2026 buy tickets,1
2516,to do in bangalore,33100,6,5362.0,$0.15,42,28,https://www.district.in/activities/bengaluru-activity-tickets/,Bengaluru,,,,Bengaluru,,Attraction,,,activity tickets,1
2517,third wave coffee near me,27100,49,69.0,$0.04,12,31,https://www.district.in/activities/workshops-in-hyderabad/,Hyderabad,,,,Hyderabad,,Attraction,,,workshops,1
2518,swagat holiday mall,22200,8,847.0,$0.15,8,20,https://www.district.in/movies/devgn-cinex-formerly-ny-swagat-mall-gandhinagar-in-kalol-CD1039338,Gandhinagar,,,,Gandhinagar,,,swagat mall,,movies devgn cinex formerly ny kalol cd1039338,1
2519,smoke culture by steve,22200,7,2181.0,$0,2,12,https://www.district.in/dining/kochi/smoke-culture-by-steve-ernakulam-city,Kochi,,,,Kochi,,Restaurant,smoke culture by steve,,ernakulam city,1
2520,zepto login,33100,15,185.0,$0.18,1,27,https://www.district.in/movies/,,,,,,,,,,movies,1
2521,rockstar movie 2011,33100,16,374.0,$0.04,1,47,https://www.district.in/movies/rockstar-2011-movie-tickets-MV137395,,,,,,,,rockstar movie 2011,,movies tickets mv137395,1
2522,restaurants in ahmedabad,27100,39,69.0,$0.17,8,24,https://www.district.in/,,,,,,,,,,,1
2523,ramoji film city in hyderabad entry fee,40500,15,496.0,$0.11,25,23,https://www.district.in/events/ramoji-studio-tour-jan23-2025-buy-tickets,,,,,,,Tourism,ramoji,,events studio jan23 2025 buy tickets,1
2524,rahu ketu movie,33100,15,496.0,$0.04,1,25,https://www.district.in/movies/rahu-ketu-movie-tickets-MV206246,,,,,,,,rahu ketu movie,,movies tickets mv206246,1
2525,pvr ujjain,33100,3,3220.0,$0.03,4,29,https://www.district.in/movies/pvr-treasure-bazaar-mall-nanakheda-ujjain-in-ujjain-CD1019947,,,,,,,,pvr ujjain,,movies treasure bazaar mall nanakheda ujjain cd1019947,1
2526,pvr palazzo the nexus vijaya mall,9900,4,2181.0,$0.07,15,19,https://www.district.in/movies/pvr-palazzo-the-nexus-vijaya-mall-chennai-in-chennai-CD1022274,Chennai,,,,Chennai,,,pvr palazzo nexus vijaya mall,,movies cd1022274,1
2527,pure home and living,33100,18,195.0,$0.08,100,21,https://www.district.in/stores/pure-home-living-sector-69-gurgaon-SDP-80853933,Gurugram,,,,Gurugram,,,pure home living,,stores sector 69 gurgaon sdp 80853933,1
2528,priya cinemas madurai,27100,19,109.0,$0.21,3,22,https://www.district.in/movies/,,,,,,,,,,movies,1
2529,polo victory cinema,27100,38,69.0,$0,10,25,https://www.district.in/movies/jaipur-movie-tickets,Jaipur,,,,Jaipur,,,,,movies movie tickets,1
2530,pkl 2025 starting date,18100,8,1118.0,$0,1,25,https://www.district.in/events/pkl-2025-jaipur-team,Jaipur,,,,Jaipur,,,pkl 2025,,events team,1
2531,sushma theatre hyderabad,33100,2,5362.0,$0.10,3,17,https://www.district.in/movies/sushma-70mm-2k-dolby-digital-vanasthalipuram-hyderabad-in-hyderabad-CD4496,Hyderabad,,,,Hyderabad,,,sushma,,movies 70mm 2k dolby digital vanasthalipuram cd4496,1
2532,timing of qutub minar,33100,38,69.0,$0.06,5,20,https://www.district.in/events/qutub-minar-jan1-1970-buy-tickets,,,,,,,,qutub minar,,events jan1 1970 buy tickets,1
2533,karuppu movie release date,14800,6,3220.0,$0,1,21,https://www.district.in/movies/karuppu-movie-tickets-MV200421,,,,,,,,karuppu movie,,movies tickets mv200421,1
2534,kantara 1,27100,15,496.0,$0.03,1,30,https://www.district.in/movies/kantara-a-legend-chapter-1-movie-tickets-MV165830,,,,,,,,kantara,,movies legend chapter movie tickets mv165830,1
2535,kabaddi 2025,33100,8,1118.0,$0,1,55,https://www.district.in/events/pkl-2025-jaipur-team,Jaipur,,,,Jaipur,,,2025,,events pkl team,1
2536,just chill park,27100,4,2181.0,$0.02,2,16,https://www.district.in/events/just-chill-water-park-may29-2025-buy-tickets,,,,,,,,just chill park,,events water may29 2025 buy tickets,1
2537,in movie theatre,33100,5,5362.0,$0.01,3,31,https://www.district.in/movies/cinema-near-me,,,,,,,,,,movies cinema me,1
2538,gujarat titans vs punjab kings match,720,17,168.0,$0,1,22,https://www.district.in/events/screening-of-gt-vs-pbks-gujarat-titans-vs-punjab-kings-may3-2026-buy-tickets,,Gujarat,India,West,,,,titans vs punjab kings,,events screening gt pbks vs may3 2026 buy tickets,1
2539,new movies of mohanlal,33100,51,69.0,$0,1,42,https://www.district.in/movies/patriot-movie-tickets-MV207412,,,,,,,,movies,,patriot movie tickets mv207412,1
2540,nearest cinema hall,33100,5,10062.0,$0.02,3,23,https://www.district.in/movies/cinema-near-me,,,,,,,,cinema,,movies me,1
2541,navrang cinemas,33100,3,3220.0,$0.27,4,21,https://www.district.in/movies/navrang-cineplex-general-ganj-kanpur-in-kanpur-CD7706,Kanpur,,,,Kanpur,,,navrang,,movies cineplex general ganj cd7706,1
2542,movies playing nearby,33100,3,10062.0,$0,1,36,https://www.district.in/movies/cinema-near-me,,,,,,,,movies,,cinema me,1
2543,mishra's,33100,7,3220.0,$0.15,1,22,https://www.district.in/dining/raipur/mishras-sweets-restaurant-tatibandh,Raipur,,,,Raipur,,Restaurant,,,mishras sweets tatibandh,1
2544,burger king pune koregaon park,33100,5,3220.0,$0.16,7,23,https://www.district.in/dining/pune/burger-king-koregaon-park,Pune,,,,Pune,,Restaurant,burger king koregaon park,,,1
2545,bookmyshow prayagraj,27100,18,142.0,$0.01,1,26,https://www.district.in/,,,,,,,,,,,1
2546,dada boudi restaurant,33100,13,652.0,$0,3,23,https://www.district.in/dining/kolkata/dada-boudi-restaurant-barrackpore,Kolkata,,,,Kolkata,,Restaurant,dada boudi,,barrackpore,1
2547,zomato login,27100,9,652.0,$0.14,1,27,https://www.district.in/,,,,,,,,,,,1
2548,meaning of ofcourse in hindi,33100,47,69.0,$0,1,22,https://www.district.in/movies/,,,,,,,,,,movies,1
2549,luna et sol,27100,9,1552.0,$0.17,3,21,https://www.district.in/dining/mumbai/luna-et-sol-lower-parel,Mumbai,,,,Mumbai,,Restaurant,luna et sol,,lower parel,1
2550,leader movie 2026,27100,10,1118.0,$0,1,25,https://www.district.in/movies/leader-movie-tickets-MV214837,,,,,,,,leader movie,,movies tickets mv214837,1
2551,lakshmi cinemas,27100,8,1552.0,$0.02,11,30,https://www.district.in/movies/sree-lakshmi-cinemas-a-c-2k-dolby-atmos-thiruninravur-chennai-in-chennai-CD43338,Chennai,,,,Chennai,,,lakshmi cinemas,,movies sree 2k dolby atmos thiruninravur cd43338,1
2552,my bar headquarters,27100,7,2181.0,$0,8,24,https://www.district.in/dining/ncr/my-bar-headquarters-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Connaught Place,Restaurant,my headquarters,,ncr,1
2553,mohiniyattam 2,4400,11,1118.0,$0,1,26,https://www.district.in/movies/bharathanatyam-2-mohiniyattam-movie-tickets-MV217990,,,,,,,,mohiniyattam,,movies bharathanatyam movie tickets mv217990,1
2554,mikka singh,40500,14,652.0,$0,1,59,https://www.district.in/events/mika-singh/artist,,,,,,,,singh,,events mika artist,1
2555,tamil to malayalam,33100,83,69.0,$0.23,1,22,https://www.district.in/events/thalapathified-tamil-singalong-jamming-bangalore-may17-2026-buy-tickets,Bengaluru,,,,Bengaluru,,,tamil,,events thalapathified singalong jamming bangalore may17 2026 buy tickets,1
2556,suraj cineplex,33100,9,496.0,$0.02,1,27,https://www.district.in/movies/suraj-cineplex-bhutnath-road-junagadh-in-jetpur-CD917,,,,,,,,suraj cineplex,,movies bhutnath road junagadh jetpur cd917,1
2557,saket nagar,33100,95,69.0,$0.02,10,31,https://www.district.in/movies/dhurandhar-the-revenge-movie-tickets-in-new-delhi-MV211577,New Delhi,Delhi,India,North,New Delhi,,,,,movies dhurandhar revenge movie tickets mv211577,1
2558,pvr bhopal,27100,4,2181.0,$0.03,8,29,https://www.district.in/movies/pvr-aura-mall-shahpura-bhopal-in-bhopal-CD1019971,Bhopal,,,,Bhopal,,,pvr,,movies aura mall shahpura cd1019971,1
2559,good and bad ugly,33100,11,652.0,$0,1,36,https://www.district.in/movies/good-bad-ugly-movie-tickets-in-sattur-MV171374,,,,,,,,good bad ugly,,movies movie tickets sattur mv171374,1
2560,gali number 5,27100,14,301.0,$0.16,4,23,https://www.district.in/dining/chandigarh/veg-gali-punjabi-restaurant-phase-5-mohali,Chandigarh,Chandigarh,India,North,Chandigarh,,Restaurant,gali,,veg punjabi phase mohali,1
2561,feroz shah kotla fort,33100,10,1552.0,$0,2,15,https://www.district.in/events/kotla-firoz-shah-buy-tickets,,,,,,,,shah kotla,,events firoz buy tickets,1
2562,bookmyshow bhilai,33100,20,89.0,$0.03,1,27,https://www.district.in/movies/bhilai-movie-tickets,,,,,,,,bhilai,,movies movie tickets,1
2563,bhabhiji ghar par hai movie,1900,7,1552.0,$0.08,1,29,https://www.district.in/movies/bhabiji-ghar-par-hain-movie-tickets-MV213044,,,,,,,,ghar par movie,,movies bhabiji hain tickets mv213044,1
2564,best restaurants delhi,40500,60,69.0,$0.21,8,28,https://www.district.in/,,,,,,,,,,,1
2565,assi movie,27100,12,652.0,$0.23,1,26,https://www.district.in/movies/assi-movie-tickets-MV213944,,,,,,,,assi movie,,movies tickets mv213944,1
2566,anand telugu,33100,45,69.0,$0,1,46,https://www.district.in/movies/kurnool-movie-tickets,,,,,,,,,,movies kurnool movie tickets,1
2567,aaryan movies,22200,12,652.0,$0,1,26,https://www.district.in/movies/aaryan-movie-tickets-in-tonk-MV187270,,,,,,,,aaryan movies,,movie tickets tonk mv187270,1
2568,6 underground,33100,59,69.0,$0,1,27,https://www.district.in/events/too-much-information-by-shreya-priyam-roy-may14-2026-buy-tickets,,,,,,,,,,events too much information by shreya priyam roy may14 2026 buy tickets,1
