No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
2302,majestic bangalore bus stand,368000,26,722,$0.06,1,39,https://www.justdial.com/Bangalore/Bus-Depot-in-Majestic/nct-11570200,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
2303,nearest metro station,301000,42,632,$0.02,1,43,https://www.justdial.com/Ludhiana/Metro-Railway-Station/nct-12297849,Ludhiana,Unknown,Unknown,Unknown,Ludhiana,Unknown,,,,1
2304,365 365 days,368000,47,632,$0,1,69,https://www.justdial.com/streaming/watch-movies-online/365-Days/1591673498967,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2305,apparel store near me,301000,6,48762,$0.44,18,40,https://www.justdial.com/Jamshedpur/Readymade-Garment-Retailers/nct-10401947,Jamshedpur,Unknown,Unknown,Unknown,Jamshedpur,Unknown,,,,1
2306,apollo hospital,301000,10,10173,$2.17,7,50,https://www.justdial.com/Chennai/Apollo-Hospitals/nct-11976235,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
2307,bata showroom near me,301000,7,29287,$0.06,13,38,https://www.justdial.com/Bangalore/Bata-Shoe-Stores/nct-11988398,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
2308,bonkers corner,246000,8,10173,$16.72,97,77,https://www.justdial.com/Mumbai/Bonkers-Corner-Lower-Parel/022PXX22-XX22-240505080902-Z5T4_BZDET,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
2309,chandigarh sector 17,301000,14,4515,$0.24,3,43,https://www.justdial.com/Chandigarh/Tourist-Attraction-in-Chandigarh-Sector-17/nct-10596038,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
2310,west bengal howrah bridge,246000,25,993,$0.06,2,29,https://www.justdial.com/Kolkata/Howrah-Bridge-Near-Jagganath-Ghat-Bbd-Bag/033PXX33-XX33-170725180041-B3E6_BZDET,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
2311,peni,301000,18,2257,$0.02,1,24,https://www.justdial.com/Thrissur/Peni-Ice-Candy-Punkunnam/9999PX487-X487-230908072245-G3R6_BZDET,Thrissur,Unknown,Unknown,Unknown,Thrissur,Unknown,,,,1
2312,parking,301000,72,632,$0.35,2,61,https://www.justdial.com/Gwalior/Pay-Park-Services/nct-11241640,Gwalior,Unknown,Unknown,Unknown,Gwalior,Unknown,,,,1
2313,pitampura india,301000,17,1775,$0.15,3,26,https://www.justdial.com/Delhi/Pitam-Pura-Near-Bikaner-Pitampura/011PXX11-XX11-170523143748-T4K5_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2314,pvr cinemas,301000,11,7705,$0.05,9,50,https://www.justdial.com/Hyderabad/PVR-INOX-in-Mehdipatnam/nct-11988681,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
2315,royal enfield showroom near me,246000,6,48762,$0.53,13,38,https://www.justdial.com/Sangli/Motorcycle-Dealers-Royal-Enfield-in-Vita-City/nct-10329905,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2316,clothing store close to me,301000,8,19835,$0.11,30,18,https://www.justdial.com/Hooghly/Readymade-Garment-Retailers/nct-10401947,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2317,chennai high court,368000,10,7705,$0,1,43,https://www.justdial.com/Chennai/Madras-High-Court-George-Town-Madras-High-Court-Bldgs/044P3026617_BZDET,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
2318,customer care of hdfc bank,301000,10,7705,$0,1,28,https://www.justdial.com/Delhi/HDFC-Bank-Phone-Banking/011P99056_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2319,customer care for hdfc,301000,10,7705,$0,1,19,https://www.justdial.com/guides/cards/hdfc-credit-card-customer-care-number?wkwebview=1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2320,coimbatore junction,246000,60,632,$0,10,51,https://www.justdial.com/photos/coimbatore-junction-gopalapuram-coimbatore-5npe5likxg-pc-133720974-sco-99auuyyyyyq,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Unknown,,,,1
2321,delhi lodhi garden,301000,32,632,$0.09,5,42,https://www.justdial.com/Delhi/Lodhi-Garden-Near-Mausam-Bhawan-Khan-Market-Lodhi-Road/011PXX11-XX11-141217105404-H1L9_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2322,dwarkadhish temple,246000,22,1535,$1.06,1,47,https://www.justdial.com/Dwarka-Gujarat/Shree-Dwarkadhish-Temple-Near-Dist-Devbhumi-Baradia/9999P2892-2892-130109140947-X9W9_BZDET,Dwarka,Gujarat,India,West,Dwarka,Unknown,,,,1
2323,durgapur bengal,301000,23,1294,$0.12,1,19,https://www.justdial.com/Durgapur/Bengal-Hospital-Bidhannagar/9999PX343-X343-231017102156-Q7T6_BZDET,Durgapur,Unknown,Unknown,Unknown,Durgapur,Unknown,,,,1
2324,electric cycle,301000,26,812,$0.02,97,55,https://www.justdial.com/india/bike-electric-Cycle,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2325,tracking of tirupati courier,301000,37,632,$0.12,1,26,https://www.justdial.com/Chennai/Sree-Tirupati-Courier-Ayyappan-Temple-Backside-Anna-Nagar/044PXX44-XX44-231107143951-R6S3_BZDET,Tirupati,Unknown,Unknown,Unknown,Tirupati,Unknown,,,,1
2326,navi mumbai cbd belapur,301000,18,2257,$0.13,4,25,https://www.justdial.com/Navi-Mumbai/Navi-Mumbai-Municipal-Corporation-Head-Office-Near-Kille-Gaothan-Cbd-Belapur-Sector-15/022P1954292_BZDET,Navi Mumbai,Unknown,Unknown,Unknown,Navi Mumbai,Unknown,,,,1
2327,pharmacy,301000,17,2739,$0.14,9,63,https://www.justdial.com/Visakhapatnam/Chemists/nct-10096237,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Unknown,,,,1
2328,engg,301000,27,692,$0.53,1,61,https://www.justdial.com/Thiruvananthapuram/College-Of-Engineering-Thiruvananthapuram-Engg-College/0471PX471-X471-110120141142-R1A6_BZDET,Thiruvananthapuram,Unknown,Unknown,Unknown,Thiruvananthapuram,Unknown,,,,1
2329,gujarat nadiad,301000,41,632,$0.11,1,25,https://www.justdial.com/Nadiad/Tourist-Attraction-in-Maha-Gujarat-Road/nct-10596038,Unknown,Gujarat,India,West,Unknown,Unknown,,,,1
2330,howrah bridge west bengal,301000,25,812,$0.02,6,21,https://www.justdial.com/Kolkata/Howrah-Bridge-Near-Jagganath-Ghat-Bbd-Bag/033PXX33-XX33-170725180041-B3E6_BZDET,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
2331,infosys shares,301000,66,632,$0.32,1,41,https://www.justdial.com/verticals/stocks/price-quote/infosys-limited/infy-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2332,kondapur,301000,28,662,$0.24,7,63,https://www.justdial.com/Hyderabad/Post-Office-Near-Haritha-Hospital-Kondapur/040PXX40-XX40-110827111402-T1N4_BZDET,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
2333,kerala quilon,246000,36,632,$0.23,1,37,https://www.justdial.com/Kollam/Quilon-Institute-Of-Technology-Near-Taluk-Office-Kollam-Bazar/9999PX474-X474-220513153009-F7R2_BZDET,Kollam,Unknown,Unknown,Unknown,Kollam,Unknown,,,,1
2334,jsw share price,301000,84,632,$0.29,1,42,https://www.justdial.com/verticals/stocks/price-quote/jsw-steel-limited/jswsteel-ns/peercomp,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2335,jsw energy shares price,301000,73,632,$0,1,22,https://www.justdial.com/verticals/stocks/price-quote/jsw-energy-limited/jswenergy-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2336,ashok leyland stock,301000,55,632,$0.50,1,26,https://www.justdial.com/verticals/stocks/price-quote/ashok-leyland-ltd/ashokley-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2337,apple store near me,246000,7,19835,$0.09,12,38,https://www.justdial.com/Delhi/Apple-Store/nct-11984314,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2338,beaches kovalam,301000,29,722,$0.36,2,31,https://www.justdial.com/Kovalam/Kovalam-Beach-Kovalam-Beach/9999PX471-X471-141226130505-Q2V2_BZDET,Kovalam,Unknown,Unknown,Unknown,Kovalam,Unknown,,,,1
2339,bob bank customer care number,301000,12,3401,$0,1,18,https://www.justdial.com/Delhi/Bank-Of-Baroda-Phone-Banking-1688-Barracks/011P85807_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2340,botany garden,301000,16,4515,$0.07,4,52,https://www.justdial.com/Ludhiana/Botanical-Gardens/nct-12004083,Ludhiana,Unknown,Unknown,Unknown,Ludhiana,Unknown,,,,1
2341,bollywood 3 idiots,301000,29,662,$0.02,1,54,https://www.justdial.com/streaming/watch-movies-online/3-Idiots/1532458606248,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2342,cbe junction,301000,13,3401,$0.11,4,20,https://www.justdial.com/Coimbatore/Coimbatore-Junction-Railway-Station-Opposite-Railway-Station-Gopalapuram/0422PX422-X422-170927063642-Z7X5_BZDET,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Unknown,,,,1
2343,cbd belapur,301000,19,1685,$0.29,5,49,https://www.justdial.com/Navi-Mumbai/Belapur-Hill-Cbd-Belapur/022PXX22-XX22-220316130220-D3J2_BZDET,Navi Mumbai,Unknown,Unknown,Unknown,Navi Mumbai,Unknown,,,,1
2344,cars 24,246000,8,14116,$0.78,26,55,https://www.justdial.com/Baraut/Cars24-Network-Next-Mahindra-First-Choice-Subhash-Nagar/9999PX121-X121-250822191538-D8K7_BZDET,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2345,karol bagh metro station delhi,301000,28,692,$0.13,5,20,https://www.justdial.com/Delhi/Metro-Railway-Enquiry-in-Karol-Bagh/nct-11258798,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2346,las vegas mall shopping,301000,8,19835,$0.44,5,40,https://www.justdial.com/Delhi/Vegas-Mall-Opposite-Dwarka-Sector-14-Metro-Station-Dwarka-Sector-14/011PXX11-XX11-140418121540-Y1X8_BZDET/stores,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2347,laptop and prices,301000,41,632,$0.17,98,48,https://www.justdial.com/india/Laptop-Computer,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2348,massage,301000,23,1294,$0.47,7,63,https://www.justdial.com/Mumbai/Massage-Therapy-Centres/nct-11031819,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
2349,chennai avadi,301000,20,1535,$0,5,49,https://www.justdial.com/Chennai/Tourist-Attraction-in-Avadi/nct-10596038,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
2350,chennai anna nagar,301000,21,1535,$0.27,8,45,https://www.justdial.com/Chennai/Anna-Nagar-Plaza-Anna-Nagar/044PXX44-XX44-181113134249-H4J6_BZDET,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
2351,clothing store near me,301000,10,14116,$0.42,20,41,https://www.justdial.com/Sonepat/Readymade-Garment-Retailers/nct-10401947,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2352,customer care number of axis,301000,8,7705,$0,1,37,https://www.justdial.com/Delhi/Axis-Bank-Ltd-Phone-Banking-Ashok-Place/011P799522_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2353,share value of union bank,301000,79,632,$0,1,27,https://www.justdial.com/verticals/stocks/price-quote/union-bank-of-india/unionbank-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2354,supermarket near me,246000,8,19835,$1.29,4,44,https://www.justdial.com/Nanded/Supermarkets/nct-10463784,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2355,subway,368000,27,812,$0.25,1,61,https://www.justdial.com/Ahmedabad/Subway/nct-11979086,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
2356,tata automobile,368000,24,812,$0.14,11,71,https://www.justdial.com/Mumbai/Car-Dealers-Tata-Authorised/nct-10914872,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
2357,trades,301000,33,632,$0.35,25,68,https://www.justdial.com/Mumbai/Trades-International-Girgaon/022PXX22-XX22-000497604268-K8C8_BZDET,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
2358,vi customer care number,301000,7,10173,$0,1,34,https://www.justdial.com/Mumbai/Vi-Prepaid-Customer-Care/022PXX22-XX22-091006151540-Y9Q6_BZDET,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
2359,varun beverages ltd share price,301000,54,632,$0,1,37,https://www.justdial.com/verticals/stocks/price-quote/varun-beverages-limited/vbl-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2360,karipur airport,301000,14,2257,$0.44,1,48,https://www.justdial.com/Malappuram/Calicut-International-Airport-Karipur/9999PX483-X483-170927032027-S3X5_BZDET,Kozhikode,Unknown,Unknown,Unknown,Kozhikode,Unknown,,,,1
2361,jsw energy limited share price,301000,75,632,$0,1,30,https://www.justdial.com/verticals/stocks/price-quote/jsw-energy-limited/jswenergy-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2362,johnson dakota,246000,50,632,$0,1,74,https://www.justdial.com/entertainment/artist/Dakota-Johnson/A833717,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2363,kharagpur bengal,301000,34,632,$0.08,1,34,https://www.justdial.com/Kharagpur/Tourist-Attraction/nct-10596038,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2364,mahindra kotak bank near me,301000,9,19835,$0.83,2,32,https://www.justdial.com/Bangalore/Kotak-Mahindra-Banks/nct-11982427,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
2365,mattress,301000,20,1294,$0.25,100,71,https://www.justdial.com/india/Mattress,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2366,nehru park in hyderabad,301000,18,2257,$0.08,6,20,https://www.justdial.com/Hyderabad/Nehru-Zoological-Park-Kishanbagh/040PXX40-XX40-180630223203-U4W9_BZDET,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
2367,oppo service center,301000,6,29287,$0.05,4,44,https://www.justdial.com/Guwahati/Oppo-Service-Center-Near-Abc-Bus-Stop-Bandhan-Bank-Opposite-Rajib-Bhawan-G-S-Road/9999PX361-X361-160307073630-K2M9_BZDET,Guwahati,Unknown,Unknown,Unknown,Guwahati,Unknown,,,,1
2368,phoenix palladium,246000,11,4515,$0.02,8,50,https://www.justdial.com/Mumbai/Phoenix-Palladium-Mall-Lower-Parel/022PXX22-XX22-090926184706-E3Q7_BZDET/stores,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
2369,english wine shop,201000,4,91504,$0,1,42,https://www.justdial.com/Jaipur/Wine-Retailers/nct-10573041,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown,,,,1
2370,eco park,301000,16,3401,$0.89,3,48,https://www.justdial.com/Kolkata/Eco-Park-Near-Action-Area-Ii-New-Town/033PXX33-XX33-170919153103-N3N1_BZDET,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
2371,fashion factory,301000,10,10173,$0.16,8,50,https://www.justdial.com/Mumbai/Fashion-Factory/nct-11983584,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
2372,apparel shopping near me,301000,7,29287,$0.13,28,15,https://www.justdial.com/Ghaziabad/Readymade-Garment-Retailers/nct-10401947,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Unknown,,,,1
2373,ap book,301000,4,19835,$0.39,1,16,https://www.justdial.com/Hyderabad/A-P-Book-World-Beside-Ms-Degree-College-Asif-Nagar/040PXX40-XX40-150922103324-E5K8_BZDET,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
2374,baramati in maharashtra,246000,54,632,$0.39,1,17,https://www.justdial.com/Baramati/Temples/nct-10475644,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2375,axis call center no,301000,9,5929,$0,1,39,https://www.justdial.com/Delhi/Axis-Bank-Ltd-Phone-Banking-Ashok-Place/011P799522_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2376,ather grid charging station,135000,16,2739,$0.68,4,36,https://www.justdial.com/Delhi/Athergrid-Charging-Station-D-Block-Connaught-Place/011PXX11-XX11-240418200046-R3Q2_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2377,bhavnagar gj,246000,12,7705,$0,1,48,https://www.justdial.com/Bhavnagar/G-J-Traders-Alang-SBY/0278PX278-X278-191230193220-L2H1_BZDET,Bhavnagar,Unknown,Unknown,Unknown,Bhavnagar,Unknown,,,,1
2378,botanical garden,301000,36,632,$2.97,4,49,https://www.justdial.com/Hyderabad/Botanical-Gardens-in-Budvel/nct-12004083,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
2379,dakota mayi johnson,301000,93,632,$0,1,73,https://www.justdial.com/entertainment/artist/Dakota-Johnson/A833717,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2380,customer service hdfc,301000,10,4515,$0,1,23,https://www.justdial.com/Delhi/HDFC-Bank-Phone-Banking/011P99056_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2381,gold price today vijayawada,301000,34,632,$0.30,1,22,https://www.justdial.com/guides/commodity/todays-gold-rate-in-vijayawada-22-24-carat-gold-price?wkwebview=1,Vijayawada,Unknown,Unknown,Unknown,Vijayawada,Unknown,,,,1
2382,hindon airport,301000,14,2739,$0.12,6,49,https://www.justdial.com/Sahibabad/Hindon-Airport-Civil-Terminal-Sikandrapur/011PXX11-XX11-220129165522-U4X8_BZDET,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2383,housemaid film,301000,61,632,$0.01,1,29,https://www.justdial.com/streaming/watch-movies-online/The-Housemaid/1767766849708,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2384,coffee coffee shops,246000,18,2739,$0.11,1,23,https://www.justdial.com/Hyderabad/Coffee-Shops-with-Veg-Options-Available-in-Hema-Nagar/nct-10104727-att-rest801,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
2385,clothes shop near to me,301000,5,91504,$0.10,35,18,https://www.justdial.com/Thane/Readymade-Garment-Retailers-in-Thane-West/nct-10401947,Thane,Unknown,Unknown,Unknown,Thane,Unknown,,,,1
2386,customer services hdfc bank,301000,8,7705,$0,1,29,https://www.justdial.com/Delhi/HDFC-Bank-Phone-Banking/011P99056_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2387,customer service of hdfc bank,301000,7,10173,$0,1,35,https://www.justdial.com/Delhi/HDFC-Bank-Phone-Banking/011P99056_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2388,stock price of nestle india,301000,61,632,$0.27,1,37,https://www.justdial.com/verticals/stocks/price-quote/nestle-india-limited/nestleind-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2389,tata steel canteen,301000,10,4515,$0,1,42,https://www.justdial.com/Jamshedpur/Ld-Contractor-Canteen-Sakchi/0657PX657-X657-221229214415-X5L2_BZDET,Jamshedpur,Unknown,Unknown,Unknown,Jamshedpur,Unknown,,,,1
2390,target world,301000,11,3401,$0,1,27,https://www.justdial.com/Delhi/Target-World-Consultants-Opposite-Bajaj-Agency-Khanpur/011PXX11-XX11-160624120517-J3C5_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2391,toilet near me,246000,11,7705,$0,3,43,https://www.justdial.com/Jamnagar/Public-Toilets/nct-11576190,Jamnagar,Unknown,Unknown,Unknown,Jamnagar,Unknown,,,,1
2392,west bengal kharagpur,246000,35,632,$0.07,1,26,https://www.justdial.com/Kharagpur/Tourist-Attraction/nct-10596038,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2393,weather vijayawada,301000,13,2257,$0.03,1,47,https://www.justdial.com/jdmart/Vijayawada/Printing-Service-For-Digital-Flex/pid-2218566151/0866P866STD4004417,Vijayawada,Unknown,Unknown,Unknown,Vijayawada,Unknown,,,,1
2394,railway station ghaziabad,246000,10,14116,$0.09,5,18,https://www.justdial.com/Ghaziabad/Ghaziabad-Railway-Station-Madhopura-Bhur-Bharat-Nagar/011PXX11-XX11-180223164957-E4X5_BZDET,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Unknown,,,,1
2395,sames,301000,24,812,$0.14,1,34,https://www.justdial.com/Pune/Sames-Kremlin-Pvt-Ltd-Opposite-Wagheshwar-Palace-Pune-Nagar-Road-Wagholi/020PXX20-XX20-190705193705-Y2L9_BZDET/photos,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
2396,manipal hospital,301000,14,4515,$0.40,11,51,https://www.justdial.com/Chennai/Manipal-Hospitals/nct-11967363,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
2397,nadiad,246000,65,632,$0,1,61,https://www.justdial.com/Nadiad/Tourist-Attraction/nct-10596038,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2398,price of hdfc shares,368000,68,632,$1.12,1,26,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2399,rajasthan jaipur airport,301000,13,3401,$0.07,5,38,https://www.justdial.com/Jaipur/Jaipur-International-Airport-Near-Jawahar-Circle-Sanganer-Bazar/0141PX141-X141-120515160128-J2Z6_BZDET,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown,,,,1
2400,delhi cantonment delhi,368000,7,29287,$0.10,4,34,https://www.justdial.com/Delhi/Delhi-Cantonment-Board-Near-Sadar-Thana-Delhi-Cantt/011PXX11-XX11-130522162004-G5W3_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2401,dance lessons near me,301000,5,48762,$0.30,5,36,https://www.justdial.com/Patna/Dance-Classes/nct-10152976,Patna,Unknown,Unknown,Unknown,Patna,Unknown,,,,1
2402,dance class near me,301000,4,91504,$0.30,5,36,https://www.justdial.com/Solapur/Dance-Classes/nct-10152976,Solapur,Unknown,Unknown,Unknown,Solapur,Unknown,,,,1
2403,d mart stock price,301000,7,29287,$0.56,1,23,https://www.justdial.com/Begusarai/D-Mart-in-Barauni-Ioc-Township/nct-11979574,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2404,coimbatore jn railway station,246000,10,10173,$0.16,10,21,https://www.justdial.com/Coimbatore/Coimbatore-Junction-Railway-Station-Opposite-Railway-Station-Gopalapuram/0422PX422-X422-170927063642-Z7X5_BZDET,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Unknown,,,,1
2405,driver training schools near me,301000,6,48762,$0.11,9,26,https://www.justdial.com/Hyderabad/Motor-Training-Schools/nct-10329591,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
2406,driver training near me,301000,7,29287,$0.09,10,14,https://www.justdial.com/Batala/Heavy-Vehicle-Driver-Training-Institutes/nct-12475558,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2407,driver education near me,301000,3,48762,$0.09,9,16,https://www.justdial.com/Wardha/Heavy-Vehicle-Driver-Training-Institutes/nct-12475558,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2408,exide share price,673000,75,632,$0.40,1,42,https://www.justdial.com/verticals/stocks/price-quote/exide-industries-ltd/exideind-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2409,grocery stores and,301000,7,29287,$0.18,1,34,https://www.justdial.com/Lucknow/Grocery-Stores/nct-10237947,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1
2410,gold ring for women,301000,31,662,$0.09,99,36,https://www.justdial.com/india/Ladies-Gold-Rings,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2411,goa anjuna beach,301000,41,632,$0.18,5,44,https://www.justdial.com/Goa/Anjuna-Beach-Anjuna-Beach-Flea-Market-Bardezsantra-Beach-Shack-And-Huts-Anjuna/0832PX832-X832-141212154644-C5L2_BZDET,Anjuna,Goa,India,West,Anjuna,Unknown,,,,1
2412,indian oil corporation limited,301000,24,692,$0.66,1,35,https://www.justdial.com/Panipat/Indian-Oil-Corporation-Ltd-Panipat-Refinery-Bohli-Tehsil-Road/9999PX180-X180-091010125420-N5C8_BZDET,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2413,jsw energy ltd stock price,301000,88,632,$0,1,41,https://www.justdial.com/verticals/stocks/price-quote/jsw-energy-limited/jswenergy-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2414,jaipur airport india,301000,13,3401,$0.07,5,39,https://www.justdial.com/Jaipur/Jaipur-International-Airport-Near-Jawahar-Circle-Sanganer-Bazar/0141PX141-X141-120515160128-J2Z6_BZDET,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown,,,,1
2415,karol bagh station,301000,9,14116,$0.16,6,18,https://www.justdial.com/Delhi/Railway-Station-in-Karol-Bagh/nct-10400172,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2416,karol bagh delhi metro station,301000,19,1775,$0.04,5,27,https://www.justdial.com/Delhi/Delhi-Metro-Rail-Corporation-Ltd-Near-Ganga-Ram-Hospital-Karol-Bagh/011PXX11-XX11-140728103153-W7M2_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
2417,kamakhya temple,301000,24,1294,$0.13,8,50,https://www.justdial.com/Guwahati/Maa-Kamkhya-Mandir-Mahamayi-Temple-Kamakhya/9999PX361-X361-190517141707-F4Q7_BZDET,Guwahati,Unknown,Unknown,Unknown,Guwahati,Unknown,,,,1
2418,kamakhya assam,301000,29,692,$0.08,7,39,https://www.justdial.com/Guwahati/Maa-Kamkhya-Mandir-Mahamayi-Temple-Kamakhya/9999PX361-X361-190517141707-F4Q7_BZDET,Guwahati,Unknown,Unknown,Unknown,Guwahati,Unknown,,,,1
2419,ksrtc ticket booking,246000,13,2257,$0.06,17,48,https://www.justdial.com/Bangalore/Ksrtc-Ticket-Booking-Centre/080PXX80-XX80-240404200738-R9B8_BZDET,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
2420,ac air conditioner portable,246000,27,722,$0.01,96,24,https://www.justdial.com/shop-online/Portable-Air-Conditioner/jdm-1085375-ent-5-93581,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2421,ashok leyland share,246000,75,632,$0.44,1,42,https://www.justdial.com/verticals/stocks/price-quote/ashok-leyland-ltd/ashokley-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
2422,bajaj,368000,51,632,$0.06,5,62,https://www.justdial.com/Bangalore/Bajaj/nct-10033611,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
2423,badminton court near me,246000,8,19835,$0.14,6,36,https://www.justdial.com/Nagpur/Badminton-Courts/nct-10031638,Nagpur,Unknown,Unknown,Unknown,Nagpur,Unknown,,,,1
