No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
422,garden of five senses in delhi,110000,18,825.0,$0.06,4,27,https://magicpin.in/blog/category/Travel/garden-of-five-senses-delhi,Delhi,Delhi,India,North,Delhi,,Tourism,garden five senses,,blog category,1
423,gandhinagar market,110000,24,473.0,$0,1,48,https://magicpin.in/New-Delhi/Gandhi-Nagar/Fashion/Gandhinagar-Wholesale-Market/store/734000,New Delhi,Delhi,India,North,New Delhi,,,gandhinagar market,,gandhi nagar fashion wholesale store 734000,1
424,shipra mall in ghaziabad,110000,22,473.0,$0.15,5,21,https://magicpin.in/@shipra-mall-ghaziabad,Ghaziabad,,,,Ghaziabad,,,shipra mall,,,1
425,near by wine shop near me,90500,6,14661.0,$0,1,28,https://magicpin.in/india/Haridwar/All/Liquor-Store/,Haridwar,,India,,Haridwar,,,,,all liquor store,1
426,fast food,90500,19,678.0,$0.19,1,22,https://magicpin.in/india/New-Delhi/All/Restaurant/Fast-Food/,New Delhi,Delhi,India,North,New Delhi,,Restaurant,fast,,all,1
427,meena's,90500,69,190.0,$0.07,1,37,https://magicpin.in/Hosur/Amirtha-Nagar/Restaurant/MeenaS-Kitchen/store/179cb73/,,,,,,,Restaurant,,,hosur amirtha nagar meenas kitchen store 179cb73,1
428,long boat brewing co,74000,47,190.0,$0.64,13,31,https://magicpin.in/Bangalore/Marathahalli/Restaurant/Long-Boat-Brewing-Co./store/1638110/,Bengaluru,,,,Bengaluru,,Restaurant,long boat brewing,,bangalore marathahalli store 1638110,1
429,restaurant with vegan,90500,39,190.0,$0.09,3,21,https://magicpin.in/india/Noida/Restaurant/Restaurant/-Vegan-Options-Available/,Noida,,India,,Noida,,Restaurant,vegan,,options available,1
430,metro metro route,90500,57,190.0,$0.01,1,33,https://magicpin.in/metro/map/delhi,Delhi,Delhi,India,North,Delhi,,,metro,,map,1
431,corner house,74000,21,461.0,$0.50,3,41,https://magicpin.in/Bangalore/Bannerghatta-Road/Restaurant/Corner-House-Ice-Creams/store/1537303,Bengaluru,,,,Bengaluru,,Restaurant,corner house,,bangalore bannerghatta road ice creams store 1537303,1
432,toits,90500,32,190.0,$0.16,5,43,https://magicpin.in/Bangalore/Pch-Mall/Restaurant/Toit/store/5cbb,Bengaluru,,,,Bengaluru,,Restaurant,,,bangalore pch mall toit store 5cbb,1
433,near to me gas station,90500,13,1357.0,$0.03,1,15,https://magicpin.in/india/Chennai/Ennore/Fuel/,Chennai,,India,,Chennai,,,,,ennore fuel,1
434,gap,74000,31,190.0,$0.06,27,62,https://magicpin.in/Pune/Fashion/brands/7095/Gap/,Pune,,,,Pune,,,gap,,fashion brands 7095,1
435,bangalore baptist hospital,90500,21,298.0,$0.34,11,44,https://magicpin.in/Bangalore/Anand-Nagar/Medical/Bangalore-Baptist-Hospital/store/1844c33/,Bengaluru,,,,Bengaluru,,,bangalore baptist hospital,,anand nagar medical bangalore store 1844c33,1
436,cafes near me near me,90500,9,4244.0,$0.05,28,22,https://magicpin.in/india/Secunderabad/All/Restaurant/Cafe/,Secunderabad,,India,,Secunderabad,,Restaurant,,,all,1
437,fastfood,90500,23,389.0,$0.19,1,81,https://magicpin.in/india/Lucknow/All/Restaurant/Fast-Food/,Lucknow,,India,,Lucknow,,Restaurant,,,all fast,1
438,trends bill,110000,22,298.0,$0,1,27,https://magicpin.in/Indore/Rajendra-Nagar/Fashion/Trends/store/1585bcb/,Indore,,,,Indore,,,trends,,rajendra nagar fashion store 1585bcb,1
439,madras cafeteria,90500,20,461.0,$0.15,1,21,https://magicpin.in/Ghaziabad/Aditya-Mall/Restaurant/Madras-Cafeteria/store/18c9503,Ghaziabad,,,,Ghaziabad,,Restaurant,madras cafeteria,,aditya mall store 18c9503,1
440,american express 74a,90500,16,678.0,$0.26,4,24,https://magicpin.in/Gurgaon/Sector-74A/Pharmacy/American-Express-74A/store/a99ab5,Gurugram,,,,Gurugram,,,american express 74a,,gurgaon sector pharmacy 74a store a99ab5,1
441,tan coffee,74000,31,199.0,$3.47,3,41,"https://magicpin.in/New-Delhi/Begumpur,-Malviya-Nagar/Restaurant/Tan-Coffee/store/17a8194/",New Delhi,Delhi,India,North,New Delhi,,Restaurant,tan coffee,,begumpur malviya nagar store 17a8194,1
442,shree maruti courier service pvt ltd,74000,51,190.0,$0.24,6,13,https://magicpin.in/New-Delhi/Sarita-Vihar/Other/Shree-Maruti-Courier-Services-Pvt.Ltd/store/11124ab/,New Delhi,Delhi,India,North,New Delhi,,,shree maruti courier pvt ltd,,sarita vihar other services store 11124ab,1
443,sector 104,90500,43,190.0,$0.15,6,47,https://magicpin.in/india/Noida/Sector-104/,Noida,,India,,Noida,,,sector 104,,,1
444,dmart online,90500,26,190.0,$0.23,5,47,https://magicpin.in/Ahmedabad/Grocery/brands/14612/Dmart-Ready/,Ahmedabad,,,,Ahmedabad,,,dmart,,grocery brands 14612 ready,1
445,burgers near me,90500,10,3058.0,$0.22,6,42,https://magicpin.in/india/Solapur/All/Restaurant/Burger/,,,India,,,,Restaurant,,,solapur all burger,1
446,fuel station near me,49500,40,190.0,$0.35,1,20,https://magicpin.in/india/Indore/Lakhman-Khedi/Fuel-Station/?amp=1,Indore,,India,,Indore,,,fuel station,,lakhman khedi,1
447,beer $ wine shop,90500,10,3058.0,$0,1,10,https://magicpin.in/india/New-Delhi/Connaught-Place-(Cp)/Liquor-Store/,New Delhi,Delhi,India,North,New Delhi,Connaught Place,,,,cp,1
448,shoppers mall,90500,21,389.0,$0.08,3,24,https://magicpin.in/Navi-Mumbai/Orion-Mall/Fashion/Shoppers-Stop-Ltd-Panvel/store/188aac9/,Navi Mumbai,,,,Navi Mumbai,,,shoppers mall,,orion fashion stop ltd panvel store 188aac9,1
449,nad junction,74000,35,190.0,$0,9,43,https://magicpin.in/india/Visakhapatnam/Nad-Junction/,Visakhapatnam,,India,,Visakhapatnam,,,nad junction,,,1
450,n a d junction,90500,52,190.0,$0.10,3,21,https://magicpin.in/india/Visakhapatnam/Nad-Junction/,Visakhapatnam,,India,,Visakhapatnam,,,junction,,nad,1
451,kolkata mani square,90500,42,190.0,$0.10,4,22,https://magicpin.in/india/Kolkata/Mani-Square-Mall/Restaurant/,Kolkata,,India,,Kolkata,,Restaurant,mani square,,mall,1
452,rk digital computer centre 1,90500,31,190.0,$0.08,7,35,https://magicpin.in/New-Delhi/Uttam-Nagar/Electronics/R.K-Computer-and-Solutions/store/1521377,New Delhi,Delhi,India,North,New Delhi,,,computer,,uttam nagar electronics solutions store 1521377,1
453,reliance trends bill,90500,25,208.0,$0,1,38,https://magicpin.in/Indore/Rajendra-Nagar/Fashion/Trends/store/1585bcb/,Indore,,,,Indore,,,trends,,rajendra nagar fashion store 1585bcb,1
454,best cafe near me,74000,9,3058.0,$0.18,14,36,https://magicpin.in/india/Secunderabad/All/Restaurant/Cafe/,Secunderabad,,India,,Secunderabad,,Restaurant,,,all,1
455,nad junction visakhapatnam,90500,53,190.0,$0,5,42,https://magicpin.in/india/Visakhapatnam/Nad-Junction/,Visakhapatnam,,India,,Visakhapatnam,,,nad junction,,,1
456,metro inox cinemas marine lines,74000,17,389.0,$0.04,4,29,https://magicpin.in/Mumbai/Marine-Lines/Restaurant/Inox-Cinemas/store/34646c/reviews/,Mumbai,,,,Mumbai,,Restaurant,inox cinemas marine lines,,store 34646c,1
457,mayur vihar iii,90500,50,190.0,$0.08,5,19,https://magicpin.in/india/New-Delhi/Mayur-Vihar-Phase-3/Schools/,New Delhi,Delhi,India,North,New Delhi,,,mayur vihar,,phase schools,1
458,ravi's,90500,65,190.0,$0.07,1,21,https://magicpin.in/Pune/Khadki/Restaurant/RaviS-Restaurant/store/83228/menu/,Pune,,,,Pune,,Restaurant,,,khadki ravis store 83228 menu,1
459,great cafes near me,90500,20,461.0,$0.05,17,32,https://magicpin.in/india/Secunderabad/All/Restaurant/Cafe/,Secunderabad,,India,,Secunderabad,,Restaurant,,,all,1
460,embassy tech village,74000,35,190.0,$0.32,8,38,https://magicpin.in/Bangalore/Kadubeesanahalli/Other/Embassy-Tech-Village/store/1b15282/,Bengaluru,,,,Bengaluru,,,embassy tech village,,bangalore kadubeesanahalli other store 1b15282,1
461,narayan singh circle,90500,38,190.0,$0,7,43,https://magicpin.in/india/Jaipur/Narayan-Singh-Circle/,Jaipur,,India,,Jaipur,,,narayan singh circle,,,1
462,leopold colaba mumbai,90500,18,678.0,$0.14,4,24,https://magicpin.in/Mumbai/Colaba/Restaurant/Leopold-Cafe-&-Bar/store/29559/menu,Mumbai,,,,Mumbai,Colaba,Restaurant,leopold,,store 29559 menu,1
463,prestige shantiniketan,74000,64,190.0,$0.40,10,44,"https://magicpin.in/Bangalore/Nexus-Shantiniketan-Mall,-Whitefield/Other/Prestige-Shantiniketan-Apartments/store/1a60886",Bengaluru,,,,Bengaluru,Whitefield,,prestige shantiniketan,,bangalore nexus mall other shantiniketan apartments store 1a60886,1
464,hotel sandeep,90500,24,298.0,$0.20,4,47,https://magicpin.in/Pune/Jm-Road/Restaurant/Hotel-Sandeep/store/56530b,Pune,,,,Pune,,Restaurant,hotel sandeep,,jm road store 56530b,1
465,jagat niwas hotel udaipur,90500,26,199.0,$0.15,34,22,https://magicpin.in/Udaipur/Chandpole/Restaurant/Jagat-Niwas-Palace/store/3a2998/menu/,Udaipur,,,,Udaipur,,Restaurant,jagat niwas,,chandpole palace store 3a2998 menu,1
466,liquor store,110000,15,1022.0,$0,1,47,https://magicpin.in/india/New-Delhi/All/Liquor-Store/,New Delhi,Delhi,India,North,New Delhi,,,liquor store,,all,1
467,udaipur hotel jagat niwas palace,90500,26,199.0,$0.14,31,23,https://magicpin.in/Udaipur/Chandpole/Restaurant/Jagat-Niwas-Palace/store/3a2998/menu/,Udaipur,,,,Udaipur,,Restaurant,jagat niwas palace,,chandpole store 3a2998 menu,1
468,rama krishna puram,90500,19,461.0,$0.13,5,19,"https://magicpin.in/New-Delhi/Sector-4,-Rk-Puram/Other/Rama-Krishna-Puram/store/1b4c6c1",New Delhi,Delhi,India,North,New Delhi,,,rama krishna puram,,sector rk other puram store 1b4c6c1,1
469,shoppers in mall,90500,14,1022.0,$0.09,5,19,https://magicpin.in/New-Delhi/attribute/Sshoppersstop/,New Delhi,Delhi,India,North,New Delhi,,,,,attribute sshoppersstop,1
470,jagat niwas,90500,34,190.0,$0.19,32,25,https://magicpin.in/Udaipur/Chandpole/Restaurant/Jagat-Niwas-Palace/store/3a2998/menu,Udaipur,,,,Udaipur,,Restaurant,jagat niwas,,chandpole palace store 3a2998 menu,1
471,dlf avenue saket,90500,21,298.0,$0,6,42,https://magicpin.in/@dlf-avenue-delhi,Delhi,Delhi,India,North,Delhi,,,dlf avenue,,,1
472,milano ice cream,60500,20,533.0,$0.12,10,35,https://magicpin.in/Bangalore/Hal-1st-Stage/Restaurant/Milano-Ice-Cream/store/1c733/menu,Bengaluru,,,,Bengaluru,,Restaurant,milano ice cream,,bangalore hal 1st stage store 1c733 menu,1
473,dockers,110000,86,190.0,$1.52,4,62,https://magicpin.in/New-Delhi/Connaught-Place-(Cp)/Fashion/Dockers/store/3000a/,New Delhi,Delhi,India,North,New Delhi,Connaught Place,,,,cp,1
474,dlf street food,74000,18,1022.0,$0,7,38,"https://magicpin.in/Hyderabad/Aphb-Colony,-Gachibowli/Restaurant/Dlf-Street-Food/store/1a74c26/",Hyderabad,,,,Hyderabad,,Restaurant,dlf street,,aphb colony gachibowli store 1a74c26,1
475,delhi mayur vihar phase 3,90500,67,190.0,$0.08,5,20,https://magicpin.in/@mayur-vihar-phase-iii_gd-colony_new-delhi,New Delhi,Delhi,India,North,New Delhi,,,mayur vihar phase,,iii gd colony,1
476,fisherman market near me,90500,16,823.0,$0.12,3,36,https://magicpin.in/Bangalore/Judicial-Layout/Grocery/Fish-Market/store/c453b/?utm_source=aroundyou,Bengaluru,,,,Bengaluru,,,market,,bangalore judicial layout grocery fish store c453b,1
477,vivo service center near me,90500,70,190.0,$0.06,2,33,https://magicpin.in/Beed/Beed/Electronics/Vivo-India-Service-Center/store/8240c4/?utm_source=aroundyou,,,India,,,,,vivo service center,,beed beed electronics store 8240c4,1
478,great cafe near me,74000,9,4244.0,$0.05,14,31,https://magicpin.in/india/Secunderabad/All/Restaurant/Cafe/,Secunderabad,,India,,Secunderabad,,Restaurant,,,all,1
479,giva store near me,74000,26,217.0,$0.21,54,44,https://magicpin.in/Mumbai/Fashion/brands/8684/Giva/,Mumbai,,,,Mumbai,,,giva,,fashion brands 8684,1
480,manipal hospital mysore,74000,23,217.0,$0.30,4,37,https://magicpin.in/Mysore/Rajendra-Nagar/Healthcare/Manipal-Hospital-Mysore/store/9569b8/,Mysuru,,,,Mysuru,,,manipal hospital mysore,,rajendra nagar healthcare mysore store 9569b8,1
481,elan miracle,49500,15,678.0,$0.39,9,35,https://magicpin.in/india/Gurgaon/Elan-Miracle/,Gurugram,,India,,Gurugram,,,elan miracle,,gurgaon,1
482,dlf emporio delhi,74000,32,190.0,$0.41,4,37,https://magicpin.in/New-Delhi/Dlf-Emporio/Other/Dlf-Emporio/store/17cc8a6/photos,New Delhi,Delhi,India,North,New Delhi,,,dlf emporio,,other dlf emporio store 17cc8a6 photos,1
483,croma science city,90500,25,199.0,$0.02,1,19,https://magicpin.in/Ahmedabad/City-Mall/Other/Croma-Technolabs/store/19696c1/,Ahmedabad,,,,Ahmedabad,,,croma city,,mall other technolabs store 19696c1,1
484,netflix web series,33100,33,190.0,$0.53,1,22,https://magicpin.in/blog/category/entertainment/glory-web-series,,,,,,,,web series,,blog category entertainment glory,1
485,mumbai leopold cafe,90500,30,190.0,$0.14,4,35,https://magicpin.in/Mumbai/Colaba/Restaurant/Leopold-Cafe-&-Bar/store/29559/menu,Mumbai,,,,Mumbai,Colaba,Restaurant,leopold,,store 29559 menu,1
486,tea near me,74000,11,1782.0,$0.67,3,36,https://magicpin.in/india/Ghaziabad/All/Restaurant/Tea/,Ghaziabad,,India,,Ghaziabad,,Restaurant,tea,,all,1
487,fuel stations near me,90500,35,190.0,$0.03,1,25,https://magicpin.in/india/Chennai/Vadapalani/Fuel-Station/,Chennai,,India,,Chennai,,,fuel,,vadapalani station,1
488,pin of gurgaon,90500,99,190.0,$0,1,18,https://magicpin.in/Gurgaon/Udyog-Vihar/Other/Noorjehan-Home-Private-Limited/store/19a45c6/,Gurugram,,,,Gurugram,,,gurgaon,,udyog vihar other noorjehan home private limited store 19a45c6,1
489,metro in bangalore,33100,61,190.0,$0.02,1,31,https://magicpin.in/metro/map/bangalore,Bengaluru,,,,Bengaluru,,,metro bangalore,,map,1
490,realme service center near me,90500,29,190.0,$0.22,1,33,https://magicpin.in/Seoni/Seoni/Electronics/Realme-Service-Center/store/718a56/?utm_source=aroundyou,,,,,,,,realme service center,,seoni seoni electronics store 718a56,1
491,promenade,90500,43,190.0,$0.14,1,59,https://magicpin.in/@dlf-promenade-delhi,Delhi,Delhi,India,North,Delhi,,,promenade,,dlf,1
492,hdfc ergo general insurance,74000,29,199.0,$1.24,2,28,https://magicpin.in/Pune/Koregaon-Park/Autocare/Hdfc-Ergo-General-Insurance-Company-Limited/store/b02917/,Pune,,,,Pune,,,hdfc ergo general insurance,,koregaon park autocare company limited store b02917,1
493,dlf emporio,74000,45,190.0,$0,7,43,https://magicpin.in/New-Delhi/Dlf-Emporio/Other/Dlf-Emporio/store/17cc8a6,New Delhi,Delhi,India,North,New Delhi,,,dlf emporio,,other dlf emporio store 17cc8a6,1
494,star mall,90500,27,208.0,$0,6,47,https://magicpin.in/india/Kolkata/Star-Mall/All/,Kolkata,,India,,Kolkata,,,star mall,,all,1
495,fast food food,90500,19,823.0,$0.11,1,35,https://magicpin.in/india/Mumbai/All/Restaurant/Fast-Food/,Mumbai,,India,,Mumbai,,Restaurant,fast,,all,1
496,dunzo,90500,43,190.0,$0.40,21,65,https://magicpin.in/Gurgaon/Palam-Vihar-Extension/Grocery/Dunzo-Dc/store/1608676/,Gurugram,,,,Gurugram,,,dunzo,,gurgaon palam vihar extension grocery dc store 1608676,1
497,di's,90500,42,190.0,$0,1,30,"https://magicpin.in/New-Delhi/Sector-9,-Dwarka/Restaurant/D-&-Dis-Kitchen/store/a724c0/",New Delhi,Delhi,India,North,New Delhi,Dwarka,Restaurant,,,sector dis kitchen store a724c0,1
498,dangal cast,60500,54,190.0,$0,1,36,https://magicpin.in/blog/category/entertainment/hai-jawani-toh-ishq-hona-hai,,,,,,,,,,blog category entertainment hai jawani toh ishq hona hai,1
499,hair for woman,90500,55,190.0,$0.02,2,44,https://magicpin.in/blog/category/beauty/latest-haircut-for-girls,,,,,,,,,,blog category beauty latest haircut girls,1
500,gopalan innovation mall bangalore,90500,53,190.0,$0.28,7,20,https://magicpin.in/Bangalore/Mico-Layout/Fashion/Gopalan-Innovation-Mall/store/992940,Bengaluru,,,,Bengaluru,,,gopalan innovation mall bangalore,,mico layout fashion store 992940,1
501,vivo service centre near me,74000,19,461.0,$0.02,2,28,https://magicpin.in/Beed/Beed/Electronics/Vivo-India-Service-Center/store/8240c4/?utm_source=aroundyou,,,India,,,,,vivo service,,beed beed electronics center store 8240c4,1
502,niloufer cafe,90500,27,217.0,$0.02,7,48,https://magicpin.in/Hyderabad/Himayath-Nagar/Restaurant/Cafe-Niloufer/store/67c273/delivery/,Hyderabad,,,,Hyderabad,,Restaurant,niloufer,,himayath nagar store 67c273 delivery,1
503,mumbai cafe leopold,90500,32,190.0,$0.14,4,28,https://magicpin.in/Mumbai/Colaba/Restaurant/Leopold-Cafe-&-Bar/store/29559/menu,Mumbai,,,,Mumbai,Colaba,Restaurant,leopold,,store 29559 menu,1
504,pin mumbai,90500,69,190.0,$0.05,1,16,https://magicpin.in/india/Mumbai/,Mumbai,,India,,Mumbai,,,,,,1
505,photo studio,90500,16,1022.0,$0.09,4,31,https://magicpin.in/india/Pune/Pimpri/Photo-Studio/,Pune,,India,,Pune,,,photo studio,,pimpri,1
506,beer and wine shop,90500,7,5963.0,$0,1,32,https://magicpin.in/New-Delhi/Restaurant/brands/7548/Wine-And-Beer-Shop/,New Delhi,Delhi,India,North,New Delhi,,Restaurant,beer wine shop,,brands 7548,1
507,wine shop near me open now,74000,42,155.0,$0,1,27,https://magicpin.in/india/New-Delhi/All/Liquor-Store/,New Delhi,Delhi,India,North,New Delhi,,,,,all liquor store,1
508,vr bengaluru,74000,31,155.0,$0,9,43,https://magicpin.in/@vr-mall-bangalore,Bengaluru,,,,Bengaluru,,,vr,,mall bangalore,1
509,spa near me near me,74000,19,436.0,$0.30,52,25,https://magicpin.in/india/Jalandhar/All/Spa/,,,India,,,,,spa,,jalandhar all,1
510,national science centre pragati maidan,60500,31,155.0,$0.19,5,27,https://magicpin.in/New-Delhi/Pragati-Maidan/Other/National-Science-Centre/store/1a1a606/,New Delhi,Delhi,India,North,New Delhi,,,national science centre pragati maidan,,other store 1a1a606,1
511,kayani bakery,74000,34,155.0,$0.12,18,46,https://magicpin.in/Pune/East-Street/Restaurant/Kayani-Bakery/store/82c40/menu,Pune,,,,Pune,,Restaurant,kayani bakery,,street store 82c40 menu,1
512,gip mall,74000,42,155.0,$0.08,5,24,https://magicpin.in/@great-india-place-noida,Noida,,India,,Noida,,,,,great place,1
513,best netflix horror,74000,12,1110.0,$0,1,45,https://magicpin.in/blog/category/entertainment/best-horror-movies-netflix-india,,,India,,,,,best netflix horror,,blog category entertainment movies,1
514,chin's,74000,23,244.0,$0,1,41,https://magicpin.in/Gurgaon/Sector-29/Restaurant/Chin-Chin/store/b1ac3/menu/,Gurugram,,,,Gurugram,,Restaurant,chin,,gurgaon sector 29 chin store b1ac3 menu,1
515,metro mall kalyan,74000,37,155.0,$0.17,4,37,https://magicpin.in/@metro-junction-mall-mumbai,Mumbai,,,,Mumbai,,,metro mall,,junction,1
516,recommended horror movies on netflix,74000,16,555.0,$0,1,48,https://magicpin.in/blog/category/entertainment/best-horror-movies-netflix-india,,,India,,,,,horror movies netflix,,blog category entertainment best,1
517,prithvi cafe juhu,74000,33,155.0,$0.08,9,29,"https://magicpin.in/Mumbai/Juhu,-Vile-Parle-West/Restaurant/Prithvi-Cafe/store/170435b/delivery/",Mumbai,,,,Mumbai,Juhu,Restaurant,prithvi,,vile parle store 170435b delivery,1
518,pizza by the bay,60500,19,318.0,$0.15,8,26,https://magicpin.in/Mumbai/Churchgate/Restaurant/Pizza-By-The-Bay/store/2377b/menu,Mumbai,,,,Mumbai,,Restaurant,pizza by bay,,churchgate store 2377b menu,1
519,phoenix mall mumbai kurla,74000,16,436.0,$0.07,3,41,https://magicpin.in/@phoenix-marketcity-mumbai,Mumbai,,,,Mumbai,,,phoenix,,marketcity,1
520,netflix horror movies good,74000,12,1110.0,$0,1,37,https://magicpin.in/blog/category/entertainment/best-horror-movies-netflix-india,,,India,,,,,netflix horror movies,,blog category entertainment best,1
521,netflix best horror movies,74000,21,199.0,$0,1,27,https://magicpin.in/blog/category/entertainment/netflix-horror-top-10-movies-keep-you-all-night,,,,,,,,netflix horror movies,,blog category entertainment top 10 keep you all night,1
522,shivaji military hotel bangalore,74000,25,244.0,$0.10,3,27,https://magicpin.in/Bangalore/Indiranagar/Restaurant/Shivaji-Military-Hotel/store/2bc863/,Bengaluru,,,,Bengaluru,Indiranagar,Restaurant,shivaji military hotel bangalore,,store 2bc863,1
523,kurla phoenix mall,74000,19,318.0,$0.04,6,37,https://magicpin.in/@phoenix-marketcity-mumbai,Mumbai,,,,Mumbai,,,phoenix,,marketcity,1
524,myntra discount coupon codes,74000,45,155.0,$0.08,74,32,https://magicpin.in/Myntra-offers/97246/,,,,,,,,myntra,,offers 97246,1
525,coupon code for myntra,40500,59,155.0,$0.08,32,27,https://magicpin.in/Myntra-offers/97246/,,,,,,,,myntra,,offers 97246,1
526,city centre mall salt lake,74000,36,155.0,$0.27,4,30,"https://magicpin.in/india/Kolkata/City-Centre,-Salt-Lake/",Kolkata,,India,,Kolkata,,,city centre salt lake,,,1
527,great india place,1900,32,155.0,$0,1,46,https://magicpin.in/@great-india-place-noida,Noida,,India,,Noida,,,great place,,,1
528,best horror movies on netflix,74000,24,199.0,$0,1,27,https://magicpin.in/blog/category/entertainment/netflix-horror-top-10-movies-keep-you-all-night,,,,,,,,horror movies netflix,,blog category entertainment top 10 keep you all night,1
529,best horror movie at netflix,74000,15,555.0,$0,1,48,https://magicpin.in/blog/category/entertainment/best-horror-movies-netflix-india,,,India,,,,,best horror netflix,,blog category entertainment movies,1
530,best horror films on netflix,74000,30,155.0,$0,1,48,https://magicpin.in/blog/category/entertainment/netflix-horror-top-10-movies-keep-you-all-night,,,,,,,,horror netflix,,blog category entertainment top 10 movies keep you all night,1
531,bakasur restaurant bangalore,4400,6,4876.0,$0.07,2,21,"https://magicpin.in/Bangalore/Nagawara,-Sanjay-Nagar/Restaurant/Bakasur/store/2613a/",Bengaluru,,,,Bengaluru,,Restaurant,bakasur bangalore,,nagawara sanjay nagar store 2613a,1
532,bakasur bangalore,1900,13,1457.0,$0.03,1,20,https://magicpin.in/Bangalore/Nagawara/Restaurant/Bakasur/store/2613a/,Bengaluru,,,,Bengaluru,,Restaurant,bakasur bangalore,,nagawara store 2613a,1
533,noida mall great india place,74000,43,155.0,$0.11,6,25,https://magicpin.in/@great-india-place-noida,Noida,,India,,Noida,,,great place,,,1
534,prithvi cafe juhu mumbai,74000,31,155.0,$0.16,4,22,https://magicpin.in/Mumbai/Juhu/Restaurant/Prithvi-Cafe/store/24103/menu,Mumbai,,,,Mumbai,Juhu,Restaurant,prithvi,,store 24103 menu,1
535,shoe stores near me,60500,11,1894.0,$0.33,22,30,https://magicpin.in/india/Guntur/All/Footwear/,Guntur,,India,,Guntur,,,,,all footwear,1
536,gardens galleria mall,74000,30,155.0,$0,7,38,https://magicpin.in/@garden-galleria-mall-noida,Noida,,,,Noida,,,galleria mall,,garden,1
537,great india mall,74000,36,155.0,$0.11,5,35,https://magicpin.in/@great-india-place-noida,Noida,,India,,Noida,,,great,,place,1
538,best of horror on netflix,74000,13,1110.0,$0,1,55,https://magicpin.in/blog/category/entertainment/best-horror-movies-netflix-india,,,India,,,,,best horror netflix,,blog category entertainment movies,1
539,best horror films netflix,74000,30,155.0,$0,1,55,https://magicpin.in/blog/category/entertainment/netflix-horror-top-10-movies-keep-you-all-night,,,,,,,,horror netflix,,blog category entertainment top 10 movies keep you all night,1
540,art cinema,60500,47,155.0,$0.16,4,29,https://magicpin.in/Hyderabad/Burgul/Entertainment/Art-Cinemas/store/2008a40/,Hyderabad,,,,Hyderabad,,,art,,burgul entertainment cinemas store 2008a40,1
541,wine store open now near me,74000,15,836.0,$0,1,13,https://magicpin.in/india/Visakhapatnam/All/Liquor-Store/,Visakhapatnam,,India,,Visakhapatnam,,,store,,all liquor,1
542,vivo in store,74000,15,836.0,$0.54,25,29,https://magicpin.in/Hyderabad/Electronics/brands/11831/Vivo/,Hyderabad,,,,Hyderabad,,,vivo,,electronics brands 11831,1
543,taj mahal new delhi,60500,71,155.0,$0.66,12,27,"https://magicpin.in/New-Delhi/Mansingh-Road/Hotel/Taj-Mahal,-New-Delhi/store/188c276/",New Delhi,Delhi,India,North,New Delhi,,Hotel,taj mahal,,mansingh road store 188c276,1
544,swati snacks mumbai,60500,36,155.0,$0,8,34,https://magicpin.in/Mumbai/Nariman-Point/Restaurant/Swati-Snacks/store/8b483/delivery,Mumbai,,,,Mumbai,,Restaurant,swati snacks,,nariman point store 8b483 delivery,1
545,mall the galleria,74000,34,155.0,$0.18,6,24,https://magicpin.in/Bangalore/The-Galleria-Mall/Other/The-Galleria-Mall/store/18a5669/,Bengaluru,,,,Bengaluru,,,mall galleria,,bangalore other galleria mall store 18a5669,1
546,liquor shop,74000,11,2501.0,$0,1,40,https://magicpin.in/india/Noida/All/Liquor-Shop/,Noida,,India,,Noida,,,liquor shop,,all,1
547,kanpur mall z square,60500,25,170.0,$0.34,3,24,https://magicpin.in/india/Kanpur/Z-Square-Mall/All/,Kanpur,,India,,Kanpur,,,mall square,,all,1
548,nearest alcohol shop to me,74000,7,7200.0,$0,1,15,https://magicpin.in/india/Navi-Mumbai/All/Liquor-Store/,Navi Mumbai,,India,,Navi Mumbai,,,,,all liquor store,1
549,big big bazaar,74000,20,377.0,$0.19,3,25,https://magicpin.in/Surat/Nana-Varacha/Grocery/Big-Bazaar/store/389a86/,Surat,,,,Surat,,,big bazaar,,nana varacha grocery store 389a86,1
550,best horror in netflix,74000,23,199.0,$0.04,1,40,https://magicpin.in/blog/category/entertainment/netflix-horror-top-10-movies-keep-you-all-night,,,,,,,,horror netflix,,blog category entertainment top 10 movies keep you all night,1
551,beer near me,49500,19,377.0,$0.37,1,28,https://magicpin.in/india/Faridabad/Dlf-industrial-area/Restaurant/Beer-store,Faridabad,,India,,Faridabad,,Restaurant,beer,,dlf industrial area store,1
552,amit's,74000,51,155.0,$0.11,1,41,https://magicpin.in/Pune/Sinhgad-Road/Restaurant/Amit-Resto-Bar/store/83a80/menu/,Pune,,,,Pune,,Restaurant,amit,,sinhgad road resto store 83a80 menu,1
553,z square shopping mall,74000,27,155.0,$0.09,6,25,https://magicpin.in/india/Kanpur/Z-Square-Mall/Fashion/?feat=CHANGING_ROOM,Kanpur,,India,,Kanpur,,,square mall,,fashion,1
554,world mark gurugram,74000,17,414.0,$0.05,1,24,https://magicpin.in/india/Gurgaon/Worldmark-Gurugram/,Gurugram,,India,,Gurugram,,,,,gurgaon worldmark,1
