No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
569,discount coupon for myntra,74000,42,155,$0.07,68,48,https://magicpin.in/Myntra-offers/97246/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
570,best horror film in netflix,74000,14,673,$0,1,48,https://magicpin.in/blog/category/entertainment/best-horror-movies-netflix-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
571,nucleus mall kerala,60500,41,155,$0.14,6,21,https://magicpin.in/india/Kochi/Abad-Nucleus-Mall/All/,Kochi,Unknown,Unknown,Unknown,Kochi,Unknown,,,,1
572,metro junction kalyan,74000,39,155,$0.11,3,22,https://magicpin.in/india/Kalyan/Metro-Junction-Mall/All/,Kalyan,Unknown,Unknown,Unknown,Kalyan,Unknown,,,,1
573,professional courier near me,90500,51,155,$0.23,2,33,https://magicpin.in/Kozhikode/Perambra/Other/Professional-Courier-Service/store/11bc51c/,Kozhikode,Unknown,Unknown,Unknown,Kozhikode,Unknown,,,,1
574,pooja bakery,74000,18,555,$2.22,6,42,https://magicpin.in/Bangalore/Rt-Nagar/Restaurant/Pooja-Bakery/store/610238/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
575,horror movies on netflix,74000,19,377,$0,1,27,https://magicpin.in/blog/category/entertainment/best-horror-movies-netflix-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
576,garden galleria mall,74000,32,155,$0,5,37,https://magicpin.in/@garden-galleria-mall-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
577,frozen bottle milkshakes desserts and ice cream,74000,20,414,$0.23,3,26,https://magicpin.in/Bangalore/Nagarbhavi/Restaurant/Frozen-Bottle---Milkshakes,,,,,,,,,,1
578,discount code for myntra,74000,55,155,$0.07,68,42,https://magicpin.in/Myntra-offers/97246/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
579,sector 35 chandigarh,74000,38,155,$0.16,5,19,https://magicpin.in/india/Chandigarh/Sector-35/,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
580,the ashok hotel delhi chanakyapuri,74000,62,155,$0.44,6,36,https://magicpin.in/New-Delhi/Chanakyapuri/Hotel/The-Ashok/store/325241/,New Delhi,Delhi,India,North,New Delhi,Hotel,,,,1
581,swati snacks,60500,43,155,$0,8,39,https://magicpin.in/Mumbai/Tardeo,,,,,,,,,,1
582,noida gip mall,74000,30,155,$0.11,6,26,https://magicpin.in/@great-india-place-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
583,metro junction mall kalyan maharashtra,74000,26,155,$0.11,3,20,https://magicpin.in/Kalyan/Metro-Junction-Mall/Other/Metro-Junction-Mall/store/18a0987/,Kalyan,Unknown,Unknown,Unknown,Kalyan,Unknown,,,,1
584,lake shore mall thane,18100,30,155,$0.22,7,20,https://magicpin.in/Thane/Viviana-Mall/Other/Lake-Shore-Mall-Thane/store/189c8c0/,Thane,Unknown,Unknown,Unknown,Thane,Unknown,,,,1
585,rtc x road hyderabad,74000,60,155,$0.11,5,21,https://magicpin.in/Hyderabad/Rtc-X-Roads/Restaurant/Hyderabad/store/1870294/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
586,raipur magneto mall,74000,35,155,$0.27,3,22,https://magicpin.in/Raipur/Magneto-The-Mall/Restaurant/Pvr-Cinemas/store/346533/,Raipur,Unknown,Unknown,Unknown,Raipur,Restaurant,,,,1
587,phoenix mall kurla,74000,31,155,$0.02,3,36,https://magicpin.in/@phoenix-marketcity-mumbai,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
588,phoenix mall in kurla,74000,32,155,$0.25,6,40,https://magicpin.in/@phoenix-marketcity-mumbai,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
589,gip mall in noida,74000,39,155,$0.11,5,26,https://magicpin.in/@great-india-place-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
590,kumar pacific,74000,27,155,$0.13,5,21,https://magicpin.in/Pune/Kumar-Pacific-Mall/Restaurant/Pvr-Cinemas/store/346541?amp=1,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
591,kalyan metro mall,60500,37,155,$0.02,7,34,https://magicpin.in/@metro-junction-mall-mumbai,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
592,jhv mall banaras,74000,23,,$0.09,1,21,https://magicpin.in/india/Varanasi/The-Jhv-Mall/Fashion/,Varanasi,Unknown,Unknown,Unknown,Varanasi,Unknown,,,,1
593,good movies horror on netflix,74000,13,836,$0,1,45,https://magicpin.in/blog/category/entertainment/best-horror-movies-netflix-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
594,best horror movies in netflix,74000,19,377,$0,1,27,https://magicpin.in/blog/category/entertainment/best-horror-movies-netflix-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
595,ashok vada pav mumbai,74000,30,155,$0.13,8,26,https://magicpin.in/Mumbai/Prabhadevi/Restaurant/Ashok-Vada-Pav-Stall/store/244c3/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
596,cafe goodluck,74000,27,177,$0,6,42,https://magicpin.in/Pune/Deccan-Gymkhana/Restaurant/Cafe-Goodluck/store/82846/menu,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
597,myntra coupon code,49500,36,155,$0.07,57,45,https://magicpin.in/Myntra-offers/97246/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
598,electronics store,90500,20,318,$0.06,6,47,https://magicpin.in/india/Hyderabad/All/Electronics/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
599,hardware,90500,39,155,$0.21,1,59,https://magicpin.in/india/Chennai/All/Hardware-Store/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
600,lunch,74000,23,377,$0.20,1,53,https://magicpin.in/india/Mumbai/All/Restaurant/-Lunch,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
601,myntra discount coupon code,60500,55,155,$0.07,89,41,https://magicpin.in/Myntra-offers/97246/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
602,hub mall,60500,21,244,$0.01,5,38,https://magicpin.in/india/Mumbai/Hub-Mall,,,,,,,,,,1
603,good hindi films,74000,19,414,$0.02,1,51,https://magicpin.in/blog/category/entertainment/best-bollywood-movies-netflix,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
604,city centre salt lake,74000,22,199,$0,11,31,https://magicpin.in/india/Kolkata/City-Centre,,,,,,,,,,1
605,hauz khas social,74000,31,155,$0.32,6,37,https://magicpin.in/New-Delhi/Bhagwati-Garden-Extension/Restaurant/Social/store/3c48/menu,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
606,gip noida mall,74000,26,170,$0.11,5,31,https://magicpin.in/india/Noida/The-Great-India-Place/,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
607,gip in noida,74000,31,155,$0.11,6,25,https://magicpin.in/@great-india-place-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
608,blr brewing co whitefield,74000,49,155,$0.26,6,29,https://magicpin.in/Bangalore/Seetharampalya/Other/Blr-Brewing-Co---Whitefield/store/18c194b,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
609,big bazaar,74000,22,318,$0.15,3,41,https://magicpin.in/Chennai/Grocery/brands/7836/Big-Bazaar/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
610,cafes to visit in kolkata,90500,27,177,$0.11,8,25,https://magicpin.in/blog/category/food-and-beverage/best-cafes-in-kolkata,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
611,cafe goodluck pune,60500,28,170,$0.16,8,25,https://magicpin.in/Pune/Deccan-Gymkhana/Restaurant/Cafe-Goodluck/store/82846/menu,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
612,street food near me,60500,13,1110,$0.57,7,26,https://magicpin.in/india/Moradabad/All/Restaurant/Street-Food/,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
613,shopee liquor,74000,7,3470,$0,1,16,https://magicpin.in/Pune/Hinjawadi/Restaurant/Liquor-Beer-Shopee/store/3890b4/,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
614,shop liquor,74000,18,414,$0,1,21,https://magicpin.in/india/Bangalore/All/Liquor-Shop/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
615,toddy shop,74000,45,155,$0,1,40,https://magicpin.in/Kochi/Nalam-Mile/Restaurant/Toddy-Shop/store/1b733c6,Kochi,Unknown,Unknown,Unknown,Kochi,Restaurant,,,,1
616,restaurant near me fish,74000,13,1110,$0.05,8,26,https://magicpin.in/india/Solapur/All/Restaurant/Seafood/,Solapur,Unknown,Unknown,Unknown,Solapur,Restaurant,,,,1
617,mani's cafe,74000,22,414,$0.07,3,41,https://magicpin.in/Mumbai/Nariman-Point/Restaurant/Manis-Cafe/store/60b51b/delivery/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
618,1 mg lido mall,74000,27,162,$0.77,6,29,https://magicpin.in/india/Bangalore/1-Mg---Lido-Mall/All/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
619,delite cinema hall,60500,21,199,$0.15,1,21,https://magicpin.in/New-Delhi/Asaf-Ali-Road/Entertainment/Delite-Cinema/store/301c30,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
620,kumar pacific mall,60500,38,155,$0,10,35,https://magicpin.in/Pune/Swargate/Grocery/Kumar-Pacific-Mall/store/2537c8/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
621,noah goa,60500,27,199,$0.17,3,37,https://magicpin.in/Goa/Anjuna/Restaurant/Noah/store/1641b5a/menu/,Anjuna,Goa,India,West,Anjuna,Restaurant,,,,1
622,murugan cinemas,74000,21,199,$0.08,1,40,https://magicpin.in/Chennai/Ambattur/Restaurant/Murugan-Cinemas/store/a48234/,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
623,sharma's,74000,54,155,$0.19,1,24,https://magicpin.in/Kolkata/Jorasanko/Restaurant/Sharmas/store/216a88/menu/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
624,r city mall,74000,19,318,$0.11,10,39,https://magicpin.in/Mumbai/R-City-Mall/Other/R-City/store/1894b06/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
625,pune cafe goodluck,74000,19,436,$0.10,4,27,https://magicpin.in/Pune/Deccan-Gymkhana/Restaurant/Cafe-Goodluck/store/82846/menu,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
626,trends footwear,60500,17,836,$0.03,10,40,https://magicpin.in/Mumbai/Fashion/brands/8382/Trends-Footwear/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
627,hairdresser salon,135000,18,673,$0.37,3,48,https://magicpin.in/india/Greater-Noida/All/Hairdresser/,Greater Noida,Unknown,Unknown,Unknown,Greater Noida,Unknown,,,,1
628,forever new,74000,36,155,$0.28,100,71,https://magicpin.in/New-Delhi/Nexus-Select-Citywalk,,,,,,,,,,1
629,electronics store shop,74000,18,414,$0.10,8,36,https://magicpin.in/india/Hyderabad/All/Electronics/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
630,beer shop,90500,12,1110,$0,1,45,https://magicpin.in/india/Rohtak/All/Liquor-Store/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
631,amit nagar circle,60500,16,555,$0,10,35,https://magicpin.in/Vadodara/Karelibaug/Other/Amit-Nagar-Cir-and-Sama-Salvi-Rd/store/b12c54/,Vadodara,Unknown,Unknown,Unknown,Vadodara,Unknown,,,,1
632,chor bazaar,60500,12,1894,$0,10,40,https://magicpin.in/blog/india/mumbai/Travel/chor-bazaar-mumbai,Mumbai,Unknown,Unknown,Unknown,Mumbai,Tourism,,,,1
633,jiomart coupons,33100,10,1457,$0.55,2,28,https://magicpin.in/Jiomart-offers/240450/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
634,pizza 4p's indiranagar,74000,25,177,$0.13,6,37,https://magicpin.in/Bangalore/Indiranagar/Restaurant/Pizza-4ps/store/164405b,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
635,phoenix market city kurla,74000,27,155,$0.02,3,28,https://magicpin.in/@phoenix-marketcity-mumbai,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
636,paradise hotel secunderabad,74000,22,318,$0.14,4,21,https://magicpin.in/Secunderabad/Uppal/Restaurant/Paradise/store/a3446/menu/,Secunderabad,Unknown,Unknown,Unknown,Secunderabad,Restaurant,,,,1
637,noida great india place,74000,38,155,$0.11,5,35,https://magicpin.in/@great-india-place-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
638,nagarjuna restaurant,60500,22,318,$0,9,39,https://magicpin.in/Bangalore/Marathahalli/Restaurant/Nagarjuna/store/81190/menu,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
639,metro junction mall,74000,31,155,$0.12,5,37,https://magicpin.in/india/Kalyan/Metro-Junction-Mall/All/,Kalyan,Unknown,Unknown,Unknown,Kalyan,Unknown,,,,1
640,rdb cinema,74000,14,436,$0,4,42,https://magicpin.in/Kolkata/Salt-Lake/Restaurant/Rdb-Cinemas/store/346529/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
641,great india place mall in noida,74000,30,155,$0.11,6,25,https://magicpin.in/@great-india-place-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
642,g i p mall,74000,33,155,$0.11,6,24,https://magicpin.in/@great-india-place-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
643,beer shopee,74000,12,1894,$0,1,17,https://magicpin.in/Pune/Kutwal-Colony/Liquor-Wine-Store/Ace-Mart-Beer-Shopee/store/898acb/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
644,ashok vada pav dadar,74000,46,155,$0.15,3,28,https://magicpin.in/Mumbai/Prabhadevi/Restaurant/Ashok-Vada-Pav-Stall/store/244c3/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
645,alcohol shop near me,60500,10,2501,$0,1,23,https://magicpin.in/india/Ghaziabad/All/Liquor-Store/,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Unknown,,,,1
646,1mg mall,74000,28,155,$0.70,5,23,https://magicpin.in/india/Bangalore/1-Mg---Lido-Mall/All/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
647,bkc sofitel,74000,69,155,$0.43,19,33,https://magicpin.in/Mumbai/Bandra-Kurla-Complex/Hotel/Sofitel-Mumbai-Bkc/store/739688/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Hotel,,,,1
648,discount coupon myntra,60500,58,155,$0.07,89,39,https://magicpin.in/Myntra-offers/97246/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
649,city centre kolkata,74000,22,177,$0.27,5,22,https://magicpin.in/india/Kolkata/City-Centre,,,,,,,,,,1
650,the galleria shopping mall,74000,20,244,$0.35,7,32,https://magicpin.in/india/Mumbai/Galleria-Shopping-Mall/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
651,shoe store near me,74000,24,199,$0.09,22,34,https://magicpin.in/india/Hyderabad/Kompally/Footwear/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
652,sector 35,74000,47,155,$0.11,4,19,https://magicpin.in/india/Chandigarh/Sector-35/,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
653,nagarjuna restaurant bangalore,60500,24,244,$0.38,5,33,https://magicpin.in/Bangalore/Marathahalli/Restaurant/Nagarjuna/store/81190/menu/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
654,ms dhoni biopic movie,74000,75,155,$0.19,1,50,https://magicpin.in/blog/category/entertainment/hai-jawani-toh-ishq-hona-hai,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
655,r city mall mumbai,74000,23,199,$1.11,1,28,https://magicpin.in/Mumbai/R-City-Mall/Other/R-City/store/1894b06/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
656,kashi chat bhandar varanasi,74000,27,177,$0.21,1,24,https://magicpin.in/Varanasi/Dashaswmedh-Road/Restaurant/Kashi-Chat-Bhandar/store/3c241c/,Varanasi,Unknown,Unknown,Unknown,Varanasi,Restaurant,,,,1
657,jockey in store,74000,21,318,$0.39,6,33,https://magicpin.in/Chennai/Fashion/brands/7861/Jockey/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
658,great india place mall noida,74000,15,555,$0.08,5,24,https://magicpin.in/@great-india-place-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
659,goodluck cafe pune,74000,26,177,$0,3,36,https://magicpin.in/Pune/Deccan-Gymkhana/Restaurant/Cafe-Goodluck/store/82846/menu,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
660,ghatkopar r city mall,74000,35,155,$0.05,11,22,https://magicpin.in/india/mumbai/r-city-mall,,,,,,,,,,1
661,lulu ernakulam,60500,37,155,$0.08,2,40,https://magicpin.in/india/Kochi/Lulu-Mall/All/,Kochi,Unknown,Unknown,Unknown,Kochi,Unknown,,,,1
662,beauty parlour,110000,26,244,$0.54,3,27,https://magicpin.in/india/Gurgaon/Sector-27/Beauty-Parlour/,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown,,,,1
663,ashok vada pav,74000,36,155,$0,3,36,https://magicpin.in/Mumbai/Prabhadevi/Restaurant/Ashok-Vada-Pav-Stall/store/244c3/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
664,amul parlour,74000,19,436,$0.36,2,41,https://magicpin.in/Gurgaon/Restaurant/brands/7810/Amul-Ice-Cream-Parlor/,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant,,,,1
665,vivo store,60500,19,244,$1.84,23,43,https://magicpin.in/Hyderabad/Electronics/brands/11831/Vivo/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
666,unlimited,74000,30,155,$0.07,5,55,https://magicpin.in/Mumbai/Infiniti-Mall/Fashion/Unlimited/store/a2046/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
667,the great india place,74000,42,155,$0.11,6,26,https://magicpin.in/@great-india-place-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
668,night clubs near me,74000,29,155,$0.32,3,28,https://magicpin.in/india/Pune/Pimpri-Chinchwad/Nightlife/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
669,near me street food,74000,15,1110,$0.05,9,23,https://magicpin.in/india/Hyderabad/Kukatpally/Restaurant/Street-Food/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
670,murugan cinemas ambattur,74000,20,244,$0.16,1,35,https://magicpin.in/Chennai/Ambattur/Restaurant/Murugan-Cinemas/store/a48234/,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
671,lulu hypermarket coimbatore,74000,30,155,$0.19,15,40,https://magicpin.in/Coimbatore/Grocery/brands/8099/Lulu-Hypermarket/,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Unknown,,,,1
672,pedicure,74000,57,155,$0.50,2,39,https://magicpin.in/india/Mumbai/All/Beauty/Pedicure/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
673,hotel sofitel bkc,74000,75,155,$0.36,22,27,https://magicpin.in/Mumbai/Bandra-Kurla-Complex/Hotel/Sofitel-Mumbai-Bkc/store/739688/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Hotel,,,,1
674,ashok vada pav mumbai maharashtra,74000,30,155,$0.14,3,30,https://magicpin.in/Mumbai/Prabhadevi/Restaurant/Ashok-Vada-Pav-Stall/store/244c3/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
675,kumar pacific mall pune,60500,35,155,$0,10,27,https://magicpin.in/Pune/Swargate/Grocery/Kumar-Pacific-Mall/store/2537c8/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
676,kashi chat bhandar,74000,25,199,$0.04,2,36,https://magicpin.in/Varanasi/Dashaswmedh-Road/Restaurant/Kashi-Chat-Bhandar/store/3c241c/,Varanasi,Unknown,Unknown,Unknown,Varanasi,Restaurant,,,,1
677,sustainable fashion brands,27100,63,155,$0.34,1,52,https://magicpin.in/blog/category/fashion/sustainable-fashion-brands,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
678,stationery store near me,74000,12,1894,$0.31,3,28,https://magicpin.in/india/Guwahati/All/Stationery-Shop/,Guwahati,Unknown,Unknown,Unknown,Guwahati,Unknown,,,,1
679,spencer,74000,44,155,$0.30,3,54,https://magicpin.in/Thiruvananthapuram/Palayam/Grocery/SpencerS/store/28c272/,Thiruvananthapuram,Unknown,Unknown,Unknown,Thiruvananthapuram,Unknown,,,,1
680,the bier library brewery & kitchen sarjapur road,0,22,318,$0,1,4,https://magicpin.in/Bangalore/Sarjapur-Road/Restaurant/The-Bier-Library/store/16b99bc/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
681,xiaomi shop near me,60500,23,199,$0.14,21,44,https://magicpin.in/Kolkata/Khidirpur/Electronics/Xiaomi-Store/store/12b8b12/?utm_source=aroundyou,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
682,wine and beer shop near me,60500,6,5886,$0,1,23,https://magicpin.in/india/Greater-Noida/All/Liquor-Store/,Greater Noida,Unknown,Unknown,Unknown,Greater Noida,Unknown,,,,1
683,south india shopping mall,60500,13,1548,$0.03,9,26,https://magicpin.in/india/Hyderabad/South-India-Shopping-Mall/Fashion/Dresses-&-Gowns/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
684,og by the lake,49500,22,260,$0,5,21,https://magicpin.in/Kolkata/East-Topsia/Restaurant/Og-By-The-Lake/store/164bb19/menu,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
685,haircuts in style for women,49500,54,127,$1.15,1,44,https://magicpin.in/blog/category/beauty/latest-haircut-for-girls,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
686,branded vodka,60500,28,145,$0,1,26,https://magicpin.in/blog/category/food-and-beverage/vodka-brands-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
687,croma seasons mall,60500,8,1548,$0.02,4,19,https://magicpin.in/Pune/Seasons-Mall/Electronics/Croma---Seasons-Mall/store/188c59a/?amp=1,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
688,coffee prices starbucks,60500,7,3986,$0.02,1,24,https://magicpin.in/blog/category/food-and-beverage/starbucks-coffee-price,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
689,cafe bahar & restaurant,60500,17,356,$0.08,4,32,https://magicpin.in/Hyderabad/Basheer-Bagh/Restaurant/Cafe-Bahar/store/855b3/menu,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
690,cafe bahar,49500,22,308,$0,3,33,https://magicpin.in/Hyderabad/Basheer-Bagh/Restaurant/Cafe-Bahar/store/855b3/menu,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
691,jiomart coupon,49500,13,683,$0.64,2,33,https://magicpin.in/Jiomart-offers/240450/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
692,sobha city mall: thrissur theatre,60500,10,683,$0.17,3,21,https://magicpin.in/Thrissur/Sobha-City-Mall/Entertainment/Inox-Cinemas/store/315787/,Thrissur,Unknown,Unknown,Unknown,Thrissur,Unknown,,,,1
693,restaurant zam zam,60500,19,356,$0.09,2,23,https://magicpin.in/Mumbai/Bhendi-Bazar/Restaurant/Zam-Zam-Restaurant/store/2c1494/menu/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
694,kisan bhawan chandigarh,49500,34,127,$0.11,4,29,https://magicpin.in/Chandigarh/Sector-35/Hotel/Kisan-Bhawan/store/869049,Unknown,Chandigarh,India,North,Unknown,Hotel,,,,1
695,movies with deepika padukone,60500,18,356,$0,1,35,https://magicpin.in/blog/category/entertainment/top-10-deepika-padukone-bollywood-movies-redefined-cinematic-brilliance,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
696,daryaganj restaurant,40500,21,260,$0,5,32,https://magicpin.in/Noida/Sector-3/Restaurant/Daryaganj---By-The-Inventors-Of-Butter-Chicken-And-Dal-Makhani/store/165b74b,Noida,Unknown,Unknown,Unknown,Noida,Restaurant,,,,1
697,best face wash for ladies,60500,46,127,$0.07,100,46,https://magicpin.in/blog/category/beauty/15-best-face-wash-women-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
698,best books to read,60500,49,127,$0.06,90,36,https://magicpin.in/blog/category/entertainment/best-books-to-read,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
699,baba ramdev dhaba,49500,19,308,$0,3,28,https://magicpin.in/Pune/Nigdi,,,,,,,,,,1
700,amritsar kesar da dhaba,60500,22,260,$0.07,1,28,https://magicpin.in/Amritsar/Hathi-Gate/Restaurant/Kesar-Da-Dhaba/store/263b62/,Amritsar,Unknown,Unknown,Unknown,Amritsar,Restaurant,,,,1
701,toit pub in indiranagar,74000,32,127,$0.24,1,35,https://magicpin.in/Bangalore/Indiranagar/Restaurant/Toit/store/5cbb/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
702,the hole in the wall cafe,60500,32,127,$0.12,10,27,https://magicpin.in/Bangalore/Koramangala/Restaurant/The-Hole-In-The-Wall-Cafe/store/65b1/reviews/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
703,majestic near me,49500,10,2044,$0.02,1,19,https://magicpin.in/india/Bangalore/Majestic/Store/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
704,pizza express,60500,24,163,$0.29,3,37,https://magicpin.in/Navi-Mumbai/Restaurant/brands/7152/Pizza-Express/,Navi Mumbai,Unknown,Unknown,Unknown,Navi Mumbai,Restaurant,,,,1
705,film deepika padukone,60500,33,127,$0,1,39,https://magicpin.in/blog/category/entertainment/top-10-deepika-padukone-bollywood-movies-redefined-cinematic-brilliance,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
706,janakpuri district center delhi,40500,19,308,$0.11,4,20,https://magicpin.in/india/New-Delhi/District-Centre,,,,,,,,,,1
707,dlf cyber park,74000,47,127,$0.54,3,36,https://magicpin.in/Gurgaon/Udyog-Vihar-Phase-5/Other/Dlf-Cyberpark,,,,,,,,,,1
708,brands vodka,60500,36,127,$0,1,24,https://magicpin.in/blog/category/food-and-beverage/top-10-vodka-brands-india-2023,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
709,zam zam restaurants,49500,54,127,$0.81,2,28,https://magicpin.in/Mumbai/Bhendi-Bazar/Restaurant/Zam-Zam-Restaurant/store/2c1494/menu,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
