No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
331,earring piercing,165000,28,396,$0.22,5,25,https://lbb.in/all/types-of-ear-piercings/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
332,best perfume for men,165000,34,346,$0.08,100,32,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
333,toys shop near me,165000,10,4224,$0.34,21,41,https://lbb.in/chennai/best-toy-stores-in-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
334,taj end bandra,165000,18,841,$0.38,31,38,https://lbb.in/mumbai/taj-lands-end-bandra-d18417/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
335,spencer plaza mall chennai,135000,9,3250,$0.17,6,24,https://lbb.in/chennai/spencer-plaza-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
336,good perfumes for men,165000,24,544,$0.10,100,24,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
337,koregaon park,165000,10,5577,$0.25,7,50,https://lbb.in/pune/koregaon-park-pune-hood-guide/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
338,best fragrance perfume for men,165000,36,346,$0.07,99,64,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
339,okhla sanctuary,135000,26,445,$0,8,50,https://lbb.in/delhi/okhla-bird-sanctuary-c82b26/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
340,bangkok,201000,58,346,$0.48,2,61,https://lbb.in/all/things-to-see-in-bangkok/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
341,veg non veg,165000,23,709,$0.05,99,31,https://lbb.in/bangalore/vegnonveg-multi-sneaker-store/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
342,nearest toy shop to me,165000,22,709,$0.10,24,32,https://lbb.in/bangalore/toy-stores-in-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
343,kp in pune,165000,7,7738,$0.17,5,23,https://lbb.in/pune/koregaon-park-pune-hood-guide/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
344,esplanade,135000,41,346,$0.29,5,62,https://lbb.in/kolkata/esplanade-in-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
345,dlf promenade,165000,15,1237,$0.13,4,49,https://lbb.in/delhi/mall/dlf-promenade-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
346,vegan eatery near me,135000,31,346,$0.05,5,27,https://lbb.in/mumbai/mumbai-restaurants-serving-vegan-food/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
347,spencer plaza shopping mall,165000,28,346,$0.17,6,20,https://lbb.in/chennai/spencer-plaza-73c290/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
348,sarojini market at delhi,165000,21,709,$0.07,1,29,https://lbb.in/delhi/sarojini-nagar-shopping-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
349,hotel shadab,110000,22,709,$0,8,50,https://lbb.in/hyderabad/shadab-130-6285ea/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
350,borivali west,201000,43,346,$0.16,10,51,https://lbb.in/mumbai/locality/borivali-west-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
351,borivali east,135000,47,346,$0.10,9,50,https://lbb.in/mumbai/locality/borivali-east-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
352,benne heritage bangalore dosa,90500,20,841,$0.16,6,24,https://lbb.in/mumbai/benne-dosa-bandra/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
353,vidyarthi bhavan,165000,29,363,$6.95,4,49,https://lbb.in/bangalore/vidyarthi-bhavan/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
354,the grand venice mall,165000,27,363,$0,8,37,https://lbb.in/places/The-Grand-Venice-Mall-greater-noida-4cf7ff/,Greater Noida,Unknown,Unknown,Unknown,Greater Noida,Unknown,,,,1
355,best fragrance men,165000,44,346,$0.08,99,28,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
356,hotel shadab in hyderabad,165000,16,3250,$0.06,2,24,https://lbb.in/hyderabad/shadab-sr-nagar/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
357,hair salon near me man,165000,11,5577,$0.13,21,19,https://lbb.in/hyderabad/mens-salon-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
358,spencer plaza shopping,165000,11,2475,$0.17,6,22,https://lbb.in/chennai/spencer-plaza-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
359,city center,165000,41,346,$0.14,5,38,https://lbb.in/chennai/mall/citi-center-mall-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
360,k r market,165000,12,5577,$0.05,1,22,https://lbb.in/bangalore/kr-market-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
361,toli chowki,135000,40,346,$0.05,11,51,https://lbb.in/hyderabad/locality/toli-chowki-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
362,india habitat centre delhi,135000,7,6331,$0.38,3,35,https://lbb.in/delhi/visit-india-habitat-centre/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
363,grocery,135000,75,283,$0.30,6,62,https://lbb.in/bangalore/online-grocery-shopping-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
364,fashion street,110000,9,4563,$0.27,14,52,https://lbb.in/pune/fashion-street/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
365,manish market mumbai,135000,6,8896,$0.07,1,20,https://lbb.in/mumbai/hallelujah-manish-market-will-get-brand-rip-offs-cheap/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
366,manish market in mumbai,135000,7,21870,$0.07,1,25,https://lbb.in/mumbai/best-finds-manish-nagar-shopping-center-andheri/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
367,32nd avenue,135000,16,1228,$0.51,11,51,https://lbb.in/delhi/things-to-do-32nd-avenue/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
368,worli,110000,47,283,$0.46,10,64,https://lbb.in/mumbai/locality/worli-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
369,worli mumbai,110000,62,283,$0.46,10,51,https://lbb.in/mumbai/locality/worli-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
370,visiting spots in hyderabad,165000,63,283,$0.16,12,36,https://lbb.in/hyderabad/top-tourist-places-in-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
371,infiniti mall andheri mumbai,135000,17,756,$0.71,6,24,https://lbb.in/mumbai/infiniti-andheri-things-to-do/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
372,7 star movie,135000,16,756,$0,1,23,https://lbb.in/delhi/delhis-first-7-star-movie-experience/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
373,tourist locations in hyderabad,135000,78,283,$0.10,17,35,https://go.lbb.in/797OTIPC60b,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
374,retinol cream,135000,42,283,$0.13,99,77,https://lbb.in/all/best-retinol-cream/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
375,places in hyderabad to see,135000,74,283,$0.14,16,22,https://lbb.in/hyderabad/things-to-do-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
376,go karting close to me,110000,12,3456,$0.05,10,20,https://lbb.in/pune/go-karting-places-in-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
377,creams containing retinol,135000,55,283,$0.06,100,44,https://lbb.in/delhi/best-retinol-cream/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
378,stationery,165000,21,688,$0.12,16,65,https://lbb.in/mumbai/stationery-shops-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
379,habitat centre,135000,9,4563,$0.39,4,49,https://lbb.in/delhi/visit-india-habitat-centre/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
380,places to see in hyderabad,135000,77,283,$0.14,16,26,https://lbb.in/hyderabad/places-to-visit-in-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
381,new delhi gk,135000,39,283,$0.18,4,20,https://lbb.in/delhi/locality/greater-kailash-1-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
382,india habitat centre,135000,7,6331,$0.22,6,44,https://lbb.in/delhi/visit-india-habitat-centre/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
383,near barber shop to me,135000,34,283,$0.14,11,70,https://lbb.in/hyderabad/mens-salon-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
384,nursery,165000,35,283,$0.05,2,61,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
385,sector 49 gurgaon,135000,34,283,$0.31,10,46,https://lbb.in/delhi/locality/sector-49-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
386,gk new delhi,135000,34,283,$0.12,5,45,https://lbb.in/delhi/greater-kailash-gk-2-m-block-market-guide-restaurant-bakery-delivery/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
387,cream containing retinol,135000,51,283,$0.07,100,39,https://lbb.in/all/best-retinol-cream/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
388,saravana stores,135000,20,688,$0.05,3,48,https://lbb.in/chennai/saravana-stores-c706c8/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
389,tourist point in hyderabad,165000,93,283,$0.11,14,36,https://go.lbb.in/797OTIPC60b,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
390,tourist places in hyderabad,135000,93,283,$0.17,20,41,https://go.lbb.in/797OTIPC60b,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
391,the man company,110000,24,364,$0.34,95,71,https://lbb.in/delhi/grooming-products-the-man-company/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
392,national park national park,135000,44,283,$0.29,2,53,https://lbb.in/bangalore/national-parks-in-and-around-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
393,matka in delhi,135000,18,1012,$0.03,1,23,https://lbb.in/delhi/matka-market-clay-home-decor-items/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
394,places at hyderabad,110000,83,283,$0.08,25,32,https://go.lbb.in/797OTIPC60b,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
395,habitat centre delhi,135000,6,6331,$0.39,4,44,https://lbb.in/delhi/visit-india-habitat-centre/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
396,go karting near me,90500,13,2025,$0.15,7,35,https://lbb.in/pune/go-karting-places-in-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
397,infiniti mall in andheri,135000,16,1012,$0.71,6,27,https://lbb.in/mumbai/infiniti-andheri-things-to-do/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
398,andheri west infiniti mall,135000,15,796,$0.71,6,24,https://lbb.in/mumbai/infiniti-andheri-things-to-do/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
399,nails,135000,24,580,$0.17,92,88,https://lbb.in/mumbai/best-nail-spas/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
400,mumbai manish market,135000,10,8896,$0.03,1,20,https://lbb.in/mumbai/hallelujah-manish-market-will-get-brand-rip-offs-cheap/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
401,enjoyable places in hyderabad,165000,46,283,$0.16,12,31,https://lbb.in/hyderabad/things-to-do-in-2023-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
402,chepauk stadium,60500,29,310,$0,4,38,https://lbb.in/chennai/chepauk-stadium-45a032/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
403,tiger point lonavala,135000,28,310,$0.07,3,43,https://lbb.in/pune/please-pocket-heart-day-trip-tiger-point-lonavala-inr-800/,Lonavala,Unknown,Unknown,Unknown,Lonavala,Unknown,,,,1
404,sector 49,135000,45,283,$0.13,6,19,https://lbb.in/delhi/locality/sector-49-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
405,gurgaon sector 56,110000,49,283,$0.35,6,44,https://lbb.in/delhi/locality/sector-56-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
406,gvk in hyderabad,135000,28,283,$0.11,5,21,https://lbb.in/hyderabad/gvk-one-mall-shopping/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
407,tourist place in hyderabad,135000,78,283,$0.14,16,27,https://lbb.in/hyderabad/top-tourist-places-in-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
408,infiniti mall andheri west mumbai,135000,19,580,$0.71,6,25,https://lbb.in/mumbai/infiniti-andheri-things-to-do/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
409,shanti niketan,90500,28,364,$0.10,5,35,https://lbb.in/kolkata/things-to-do-shantiniketan/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
410,places hyderabad,165000,61,283,$0.16,12,38,https://lbb.in/hyderabad/top-tourist-places-in-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
411,basavanagudi,135000,32,283,$0.25,6,62,https://lbb.in/bangalore/things-to-do-in-basavanagudi/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
412,stationery near me,110000,9,4563,$0.28,4,44,https://lbb.in/hyderabad/best-stationery-shops/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
413,seeing places in hyderabad,165000,85,283,$0.11,14,33,https://go.lbb.in/797OTIPC60b,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
414,places to see in hyd,165000,85,283,$0.16,12,53,https://go.lbb.in/797OTIPC60b,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
415,mumbai ghatkopar east,135000,43,283,$0.11,5,19,https://lbb.in/mumbai/locality/ghatkopar-east-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
416,indian habitat centre,135000,6,8896,$0.39,4,44,https://lbb.in/delhi/visit-india-habitat-centre/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
417,hyderabad enjoying places,135000,50,283,$0.14,16,38,https://lbb.in/hyderabad/things-to-do-in-2023-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
418,places to go in hyderabad,135000,85,283,$0.14,16,30,https://lbb.in/hyderabad/places-to-visit-in-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
419,k local,135000,12,1525,$0.61,1,20,https://lbb.in/kolkata/k-local-lounge-city-centre-salt-lake/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
420,gurgaon sector 49,135000,37,283,$0.26,6,44,https://lbb.in/delhi/locality/sector-49-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
421,badminton court,135000,16,2025,$0.24,2,48,https://lbb.in/mumbai/badminton-courts-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
422,clothing stores,201000,11,2659,$0.31,6,81,https://lbb.in/pune/best-clothing-stores-in-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
423,kolkata barrackpore,135000,37,283,$0.11,2,30,https://lbb.in/kolkata/places-to-visit-barrackpore/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
424,kolkata bara bazar,110000,6,21870,$0,10,46,https://lbb.in/kolkata/hood-guide-burrabazaar/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
425,zumba classes near me,135000,44,231,$0.39,11,38,https://lbb.in/mumbai/five-fitness-classes-in-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
426,santacruz east,110000,40,231,$0.19,5,49,https://lbb.in/mumbai/locality/santacruz-east-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
427,grand venice mall greater noida,110000,22,363,$0,1,35,https://lbb.in/places/The-Grand-Venice-Mall-greater-noida-4cf7ff/,Greater Noida,Unknown,Unknown,Unknown,Greater Noida,Unknown,,,,1
428,goregaon west mumbai,110000,46,231,$0.20,5,21,https://lbb.in/mumbai/locality/goregaon-west-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
429,goa beach south,110000,37,231,$0.12,13,30,https://lbb.in/goa/best-beaches-in-south-goa/,Unknown,Goa,India,West,Unknown,Unknown,,,,1
430,ghatkopar west mumbai,110000,48,231,$0.15,4,21,https://lbb.in/mumbai/locality/ghatkopar-west-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
431,delhi chandni chowk market,110000,8,5159,$0,1,35,https://lbb.in/delhi/shop-sarees-silver-stationery-chandni-chowk-shopping-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
432,niacinamide,110000,69,231,$0.15,94,82,https://go.lbb.in/mVPNlxiAeKb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
433,basketball court,90500,34,231,$0.88,1,46,https://lbb.in/mumbai/basketball-courts-to-go-to/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
434,color for hair dye,110000,64,231,$0.04,98,49,https://lbb.in/hyderabad/types-of-hair-colour-styles/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
435,santosh mitra square,33100,62,231,$0,7,25,https://go.lbb.in/CF33NvmuPSb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
436,sanjay nagar in bangalore,90500,43,231,$0.12,4,17,https://lbb.in/bangalore/locality/sanjay-nagar-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
437,pvr anupam saket new delhi delhi,110000,18,473,$0.05,4,19,https://lbb.in/delhi/pvr-anupam/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
438,oily skin sunscreen,110000,84,231,$0.11,100,73,https://lbb.in/all/best-spf-50-for-oily-skin/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
439,netaji subhash place delhi,90500,29,231,$0.02,5,34,https://lbb.in/delhi/netaji-subhash-place-9f6359/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
440,nail salons near to me,90500,11,2816,$0.25,30,22,https://lbb.in/mumbai/best-nail-spas/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
441,mumbai colaba causeway,90500,74,231,$0.24,6,20,https://lbb.in/mumbai/colaba-causeway-6c0731/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
442,mango mist,135000,13,1243,$0.26,2,48,https://lbb.in/bangalore/mango-mist-608a27/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
443,c r park delhi,110000,15,1001,$0.20,4,36,https://lbb.in/delhi/CR-Park-shopping/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
444,guindy park chennai,110000,14,1243,$0.07,4,29,https://lbb.in/chennai/guindy-national-park-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
445,festival,110000,8,5159,$0.62,1,55,https://lbb.in/mumbai/worli-festival-sea-face-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
446,beach in chennai india,90500,53,231,$0.04,3,43,https://lbb.in/chennai/best-beaches-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
447,aksa beach,110000,41,231,$0.14,5,49,https://lbb.in/mumbai/beaches-hit-instead-famed-aksa-beach/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
448,sector 34,110000,55,231,$0.64,11,51,https://lbb.in/delhi/locality/sector-34-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
449,santacruz east mumbai,110000,41,231,$0.19,5,44,https://lbb.in/mumbai/locality/santacruz-east-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
450,nail salon near me,90500,11,2816,$0.31,32,42,https://lbb.in/bangalore/nail-salons-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
451,mayur vihar,110000,56,231,$0.05,3,48,https://lbb.in/delhi/locality/mayur-vihar-phase-1-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
452,kalyani nagar,110000,37,231,$0.15,7,50,https://lbb.in/pune/locality/kalyani-nagar-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
453,gandhi nagar market,110000,6,33440,$0.08,1,30,https://lbb.in/delhi/gandhi-nagar-market/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
454,garden of five senses delhi,74000,29,242,$0.42,4,29,https://lbb.in/delhi/garden-of-five-senses/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
455,benne dosa,49500,22,473,$0,1,32,https://lbb.in/mumbai/benne-dosa-bandra/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
456,beaches chennai,90500,45,231,$0.04,3,25,https://lbb.in/chennai/best-beaches-in-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
457,goregaon west,135000,49,231,$0.19,7,50,https://lbb.in/mumbai/locality/goregaon-west-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
458,delhi new friends colony,110000,31,231,$0.16,3,36,https://lbb.in/delhi/old-friends-and-new-new-friends-colony-hood-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
459,byculla,110000,26,297,$0,8,63,https://lbb.in/mumbai/byculla-in-a-day-heres-d4b817/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
460,pilates,90500,74,231,$0.66,1,59,https://lbb.in/mumbai/types-pilates-classes-in-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
461,oily skin sunscreen cream,110000,89,231,$0.06,100,22,https://lbb.in/delhi/best-spf-50-for-oily-skin/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
462,new market,110000,18,825,$0.13,2,21,https://lbb.in/kolkata/things-to-do-in-new-market-besides-shopping-food/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
463,nail salon closest to me,110000,3,17820,$0.25,37,19,https://lbb.in/hyderabad/best-nail-salons-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
464,list valentine,110000,22,363,$0,1,50,https://lbb.in/all/valentine-gift-ideas-for-her/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
465,kalyani nagar pune,110000,33,231,$0.11,7,45,https://lbb.in/pune/locality/kalyani-nagar-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
466,near me nail salon,110000,9,5159,$0.25,37,21,https://lbb.in/mumbai/best-nail-spas/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
467,mumbai colaba market,110000,10,2816,$0.20,1,24,https://lbb.in/mumbai/high-street-shopping-colaba-causeway-market/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
468,zumba fitness classes near me,135000,9,5159,$0.39,11,38,https://lbb.in/mumbai/zumba-classes-post-work/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
469,sunscreen lotion oily skin,110000,79,231,$0.06,100,14,https://lbb.in/delhi/best-spf-50-for-oily-skin/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
470,manicure salon near me,110000,7,10703,$0.25,37,19,https://lbb.in/hyderabad/best-nail-salons-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
471,court basket,110000,41,231,$0.13,2,53,https://lbb.in/mumbai/basketball-courts-to-go-to/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
472,chandni chowk market new delhi,110000,7,5159,$0.02,1,29,https://lbb.in/delhi/shop-sarees-silver-stationery-chandni-chowk-shopping-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
473,chandni chowk market in delhi,110000,8,5159,$0,1,34,https://lbb.in/delhi/shop-sarees-silver-stationery-chandni-chowk-shopping-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
474,valentine list,165000,16,649,$2.72,1,51,https://lbb.in/delhi/valentines-day-gifting-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
475,urban ladder,135000,16,1243,$0.14,100,78,https://lbb.in/delhi/urban-ladder-625006/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
476,trends reliance,135000,27,297,$0.03,40,60,https://lbb.in/mumbai/reliance-trends-7344e6/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
477,grand venice mall,110000,24,264,$0,1,43,https://lbb.in/places/The-Grand-Venice-Mall-greater-noida-4cf7ff/,Greater Noida,Unknown,Unknown,Unknown,Greater Noida,Unknown,,,,1
478,goa beaches south,110000,56,231,$0.10,17,28,https://lbb.in/goa/best-beaches-in-south-goa/,Unknown,Goa,India,West,Unknown,Unknown,,,,1
479,city centre 2,90500,3,17820,$0,5,42,https://lbb.in/kolkata/mall/city-centre-2-mall-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
480,key maker near by me,110000,6,10703,$0.09,23,41,https://lbb.in/pune/lost-key-call-24-hour-key-makers-pune-help/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
481,santacruz in mumbai,110000,42,231,$0.21,4,23,https://lbb.in/mumbai/locality/santacruz-west-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
482,pets,110000,20,649,$0.52,2,65,https://lbb.in/pune/-2e7e8c/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
483,hauz khas village,90500,49,231,$0.49,5,42,https://lbb.in/delhi/hauz-khas-village-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
484,automobiles and accessories,110000,44,231,$0.02,89,55,https://lbb.in/pune/car-accessories-in-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
485,agonda goa,90500,33,231,$0.38,4,47,https://lbb.in/goa/travel-guide-to-agonda-beach-goa/,Unknown,Goa,India,West,Unknown,Tourism,,,,1
486,chennai guindy park,110000,20,616,$0.10,3,29,https://lbb.in/chennai/guindy-national-park-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
