No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
1253,bla bla car,450000,18,1935.0,$0.17,1,43,https://www.justdial.com/Hyderabad/BlaBlaCar/040PXX40-XX40-160216074346-N1M8_BZDET/moreinfo,Hyderabad,,,,Hyderabad,,,,,blablacar 040pxx40 xx40 160216074346 n1m8 bzdet moreinfo,1
1254,yamaha,368000,36,945.0,$0.01,3,61,https://www.justdial.com/Ernakulam/Yamaha/nct-10544878,,,,,,,,yamaha,,ernakulam nct 10544878,1
1255,temples shiva,450000,31,945.0,$0.15,1,26,https://www.justdial.com/list/shiva-temples-kolkata-maha-shivratri-lord-shiva-temple?wkwebview=1,Kolkata,,,,Kolkata,,,temples shiva,,list maha shivratri lord shiva temple,1
1256,t p nagar lucknow,450000,4,72900.0,$0.12,5,19,https://www.justdial.com/Lucknow/Transporters-in-Transport-Nagar/nct-10495191,Lucknow,,,,Lucknow,,,nagar,,transporters transport nct 10495191,1
1257,toilets public,450000,31,1035.0,$0.10,1,37,https://www.justdial.com/Hyderabad/Public-Bathrooms/nct-11964190,Hyderabad,,,,Hyderabad,,,public,,bathrooms nct 11964190,1
1258,e scooter,368000,35,945.0,$0.15,95,76,https://www.justdial.com/Patna/Battery-Operated-Scooter-Dealers-in-Frazer-Road/nct-10978178,Patna,,,,Patna,,,scooter,,battery operated dealers frazer road nct 10978178,1
1259,gas booking number for bharat gas,368000,8,8865.0,$0,1,20,https://www.justdial.com/Chennai/Bharat-Gas-Booking-Helpline/044PXX44-XX44-120507102023-I5Z6_BZDET,Chennai,,,,Chennai,,,gas booking bharat,,helpline 044pxx44 xx44 120507102023 i5z6 bzdet,1
1260,gas booking bharat gas number,368000,9,8865.0,$0,1,18,https://www.justdial.com/Delhi/Bharat-Gas-Customer-Care-New-Delhi/011PXX11-XX11-120125180356-H8A4_BZDET,New Delhi,Delhi,India,North,New Delhi,,,gas bharat,,customer care 011pxx11 xx11 120125180356 h8a4 bzdet,1
1261,punjab bank atm,450000,10,15210.0,$0.02,1,19,https://www.justdial.com/Mumbai/Punjab-National-Bank-ATMS/nct-11982071,,Punjab,India,North,,,,bank,,mumbai national atms nct 11982071,1
1262,rhc jodhpur,368000,18,1935.0,$0,1,48,https://www.justdial.com/Jodhpur/Rajasthan-High-Court-Sojati-Gate/0291PX291-X291-110719174357-D5Z1_BZDET,Jodhpur,Rajasthan,India,North,Jodhpur,,,,,high court sojati gate 0291px291 x291 110719174357 d5z1 bzdet,1
1263,rottweiler breed of dog,450000,40,945.0,$0.20,1,43,https://www.justdial.com/list/rottweiler-dog-characteristics-training-health-diet,,,,,,,,rottweiler dog,,list characteristics training health diet,1
1264,room near me,450000,3,72900.0,$0.27,38,54,https://www.justdial.com/Nashik/Rooms-On-Rent-in-Trimbakeshwar/nct-10943923,Nashik,,,,Nashik,,,,,rooms on rent trimbakeshwar nct 10943923,1
1265,sir's,450000,22,1485.0,$1,1,70,https://www.justdial.com/Warangal/VC-Sirs-Academy-Near-Tulasi-Bar-Hanamkonda/9999PX870-X870-220503124111-M2W2_BZDET,,,,,,,Restaurant,,,warangal vc sirs academy tulasi hanamkonda 9999px870 x870 220503124111 m2w2 bzdet,1
1266,sonipat india,450000,29,990.0,$0.08,1,38,https://www.justdial.com/Sonepat/Sonipat-Delhi-Highway-Joshi-Chohan/9999PX130-X130-250922182646-Z6M6_BZDET,Delhi,Delhi,India,North,Delhi,,,sonipat,,sonepat highway joshi chohan 9999px130 x130 250922182646 z6m6 bzdet,1
1267,sonepat india,450000,22,1935.0,$0.13,1,45,https://www.justdial.com/Sonepat/Sonipat-Haryana-India/9999PX130-X130-251015004014-J3A2_BZDET,,Haryana,India,North,,,,sonepat,,sonipat 9999px130 x130 251015004014 j3a2 bzdet,1
1268,interstellar 2014 film,450000,59,945.0,$0.55,1,76,https://www.justdial.com/streaming/watch-movies-online/Interstellar/1532671674218,,,,,,,,interstellar,,streaming watch movies online 1532671674218,1
1269,kites,450000,60,945.0,$0.01,1,61,https://www.justdial.com/streaming/watch-movies-online/Kites/1531894822586,,,,,,,,kites,,streaming watch movies online 1531894822586,1
1270,ksr bengaluru city junction bangalore,368000,27,945.0,$0,1,39,https://www.justdial.com/Bangalore/Bengaluru-City-Junction-Railway-Station-Majestic/080PXX80-XX80-171101210437-R8X3_BZDET,Bengaluru,,,,Bengaluru,,,city junction bangalore,,railway station majestic 080pxx80 xx80 171101210437 r8x3 bzdet,1
1271,lulu mall,450000,11,11520.0,$0.09,5,49,https://www.justdial.com/Bangalore/Lulu-International-Shopping-Mall-Opposite-Sujata-Theatre-Rajaji-Nagar-Block-6-Majestic/080PXX80-XX80-220311002514-I2I4_BZDET,Bengaluru,,,,Bengaluru,,,lulu mall,,bangalore international shopping opposite sujata theatre rajaji nagar block majestic 080pxx80 xx80 220311002514 i2i4 bzdet,1
1272,meenakshi amman temple in madurai,450000,45,945.0,$0.08,5,42,https://www.justdial.com/Madurai/Arulmigu-Meenakshi-Sundareshwarar-Temple-Madurai-Bazaar/0452PX452-X452-000230597391-H7G7_BZDET,Madurai,,,,Madurai,,,meenakshi temple,,arulmigu sundareshwarar bazaar 0452px452 x452 000230597391 h7g7 bzdet,1
1273,mumbai central railway station,450000,11,11520.0,$0.19,5,36,https://www.justdial.com/Mumbai/Mumbai-Central-Railway-Station-Mumbai-Central/022P603982_BZDET,Mumbai,,,,Mumbai,,,railway station,,022p603982 bzdet,1
1274,mosque near to me,450000,6,43785.0,$0.04,1,21,https://www.justdial.com/Bangalore/Mosques/nct-10328437,Bengaluru,,,,Bengaluru,,,,,bangalore mosques nct 10328437,1
1275,nearest cng pump,450000,7,29655.0,$0.06,1,43,https://www.justdial.com/Vadodara/CNG-Filling-Stations/nct-11023015,Vadodara,,,,Vadodara,,,cng,,filling stations nct 11023015,1
1276,near me dental,450000,6,72900.0,$0.63,36,51,https://www.justdial.com/Chandigarh/Dentists/nct-10156331,Chandigarh,Chandigarh,India,North,Chandigarh,,,,,dentists nct 10156331,1
1277,navi mumbai international airport location,110000,27,1035.0,$0.68,3,35,https://www.justdial.com/Navi-Mumbai/International-Airport-in-Taloja/nct-10272676,Navi Mumbai,,,,Navi Mumbai,,,international airport,,taloja nct 10272676,1
1278,ntpc share price,673000,47,945.0,$0.62,1,42,https://www.justdial.com/verticals/stocks/price-quote/ntpc-ltd/ntpc-ns,,,,,,,,ntpc price,,verticals stocks quote ltd ntpc ns,1
1279,hindustan unilever limited share price,450000,82,945.0,$0.18,1,41,https://www.justdial.com/verticals/stocks/price-quote/hindustan-unilever-ltd/hindunilvr-bo,,,,,,,,hindustan unilever price,,verticals stocks quote ltd hindunilvr bo,1
1280,icici near me,450000,6,43785.0,$0.03,8,20,https://www.justdial.com/Ahmedabad/ICICI-Banks/nct-11982354,Ahmedabad,,,,Ahmedabad,,,icici,,banks nct 11982354,1
1281,café coffee day,450000,18,4095.0,$0.37,3,43,https://www.justdial.com/Delhi/Cafe-Coffee-Day-Aashirwad-Chowk-Dwarka-Sector-12/011PXX11-XX11-120924124828-C8I4_BZDET,Delhi,Delhi,India,North,Delhi,Dwarka,Restaurant,coffee day,,aashirwad chowk sector 12 011pxx11 xx11 120924124828 c8i4 bzdet,1
1282,c m helpline,550000,16,2520.0,$0,1,42,https://www.justdial.com/Bhopal/CM-Helpline-Customer-Care/0755PX755-X755-150526181558-K2Z2_BZDET,Bhopal,,,,Bhopal,,,helpline,,cm customer care 0755px755 x755 150526181558 k2z2 bzdet,1
1283,dilsukhnagar,450000,26,1215.0,$0.44,5,62,https://www.justdial.com/Hyderabad/Dilsukhnagar-Bus-Station-Durga-Nagar-Dilsukh-Nagar/040PXX40-XX40-161117191404-R9U4_BZDET,Hyderabad,,,,Hyderabad,,,dilsukhnagar,,bus station durga nagar dilsukh nagar 040pxx40 xx40 161117191404 r9u4 bzdet,1
1284,dental near me,450000,4,136800.0,$0.76,45,56,https://www.justdial.com/Kurukshetra/Dentists/nct-10156331,,,,,,,,,,kurukshetra dentists nct 10156331,1
1285,a u small finance bank,368000,18,2655.0,$0.32,2,35,https://www.justdial.com/Secunderabad/Au-Small-Finance-Bank-Ltd-Opposite-Asoka-Bhoopal-Chamber-Sindhi-Colony-Secunderabad/040PXX40-XX40-210328143938-E6A5_BZDET,Secunderabad,,,,Secunderabad,,,small finance bank,,au ltd opposite asoka bhoopal chamber sindhi colony 040pxx40 xx40 210328143938 e6a5 bzdet,1
1286,vedanta share,246000,57,945.0,$0.43,1,47,https://www.justdial.com/verticals/stocks/price-quote/vedanta-limited/vedl-ns/corporate,,,,,,,,vedanta,,verticals stocks price quote limited vedl ns corporate,1
1287,zirakpur zirakpur,450000,31,945.0,$0.06,2,33,https://www.justdial.com/Zirakpur/Night-Clubs/nct-10337610,,,,,,,,zirakpur,,night clubs nct 10337610,1
1288,victoria memorial kolkata,27100,22,1935.0,$0,11,25,https://www.justdial.com/Kolkata/Victoria-Memorial-Hall-Near-Queens-Way-Midleton-Row/033P6853927_BZDET,Kolkata,,,,Kolkata,,,victoria memorial,,hall queens way midleton row 033p6853927 bzdet,1
1289,vicky kaushal actor,450000,59,945.0,$0,1,75,https://www.justdial.com/entertainment/artist/Vicky-Kaushal/A583177,,,,,,,,vicky kaushal,,entertainment artist a583177,1
1290,near mosque me,450000,6,43785.0,$0.04,1,21,https://www.justdial.com/Bangalore/Mosques/nct-10328437,Bengaluru,,,,Bengaluru,,,,,bangalore mosques nct 10328437,1
1291,near me rooms,450000,9,29655.0,$0.25,38,62,https://www.justdial.com/Thiruvananthapuram/Hotels-Rs-500-Below/nct-10255035,Thiruvananthapuram,,,,Thiruvananthapuram,,Hotel,,,rs 500 below nct 10255035,1
1292,near cng pump,673000,7,29655.0,$0.14,1,43,https://www.justdial.com/Jodhpur/CNG-Filling-Stations/nct-11023015,Jodhpur,,,,Jodhpur,,,cng,,filling stations nct 11023015,1
1293,police station,450000,16,6750.0,$0.13,1,28,https://www.justdial.com/Hyderabad/Police-Stations/nct-10380242,Hyderabad,,,,Hyderabad,,,police,,stations nct 10380242,1
1294,punjab national bank atm,450000,11,11520.0,$0.04,1,19,https://www.justdial.com/Bangalore/Punjab-National-Bank-ATMS/nct-11982071,,Punjab,India,North,,,,national bank,,bangalore atms nct 11982071,1
1295,rooms near me,450000,6,29655.0,$0.18,36,53,https://www.justdial.com/Kozhikode/Hotels-Rs-501-To-Rs-1000/nct-10255037,Kozhikode,,,,Kozhikode,,Hotel,,,rs 501 to rs 1000 nct 10255037,1
1296,hariom lottery,450000,2,72900.0,$0,1,47,https://www.justdial.com/Jaipur/Hariom-Lottery-Panchyawala/0141PX141-X141-220825112114-E5B1_BZDET,Jaipur,,,,Jaipur,,,hariom lottery,,panchyawala 0141px141 x141 220825112114 e5b1 bzdet,1
1297,hindalco share price,450000,66,945.0,$0.39,1,42,https://www.justdial.com/verticals/stocks/price-quote/hindalco-industries-ltd/hindalco-ns/forum,,,,,,,,hindalco price,,verticals stocks quote industries ltd hindalco ns forum,1
1298,idfc,450000,19,1935.0,$1.27,6,62,https://www.justdial.com/Surat/IDFC-First-Banks/nct-12131682,Surat,,,,Surat,,,idfc,,first banks nct 12131682,1
1299,i c i c i bank near me,450000,8,29655.0,$0.02,7,39,https://www.justdial.com/Gandhinagar-Gujarat/ICICI-Banks/nct-11982354,Gandhinagar,Gujarat,India,West,Gandhinagar,,,,,icici banks nct 11982354,1
1300,canara bank share,450000,73,945.0,$0.19,1,29,https://www.justdial.com/verticals/stocks/price-compare/canara-bank/canbk-ns,,,,,,,,canara bank,,verticals stocks price compare canbk ns,1
1301,cut and style hair,450000,8,29655.0,$0.45,1,30,https://www.justdial.com/Sonepat/Cut-Style-Salon-Near-Dav-Multipurpose-School-Main-Market-Sonipat-Sector-15/9999PX130-X130-231212025322-C5N4_BZDET,,,,,Sector 15,Sector 15,,cut style,,sonepat salon dav multipurpose school main market sonipat 9999px130 x130 231212025322 c5n4 bzdet,1
1302,apple store,450000,40,945.0,$0.07,21,59,https://www.justdial.com/Mumbai/Apple-Store/nct-11984314,Mumbai,,,,Mumbai,,,apple store,,nct 11984314,1
1303,banke bihari temple,450000,14,5085.0,$0.45,2,43,https://www.justdial.com/Vrindavan/Shri-Banke-Bihari-Temple-Raman-Rati/9999PX565-X565-140527120843-D3M7_BZDET,Vrindavan,,,,Vrindavan,,,banke bihari temple,,shri raman rati 9999px565 x565 140527120843 d3m7 bzdet,1
1304,bharat gas booking number,246000,8,11520.0,$0,1,34,https://www.justdial.com/Muzaffarnagar/Cooking-Gas-Agencies-Bharat-Gas/nct-10135405,,,,,,,,bharat gas,,muzaffarnagar cooking agencies gas nct 10135405,1
1305,german shepherd,550000,37,945.0,$0.12,1,47,https://www.justdial.com/list/german-shepherd-dog-guide-personality-traits-training-care,,,,,,,,german shepherd,,list dog guide personality traits training care,1
1306,hd movie 2.0,450000,5,29655.0,$0,1,36,https://www.justdial.com/streaming/watch-movies-online/20/1533753772242,,,,,,,,,,streaming watch movies online 20 1533753772242,1
1307,hcl technologies share price,368000,66,945.0,$0.41,1,34,https://www.justdial.com/verticals/stocks?search=HCL+Tech&type=stocks&node=HCLTECH.NS&hide_header=1&referer=1&isAppl=no&footerlnk=&mobile=&sid=,,,,,,,,,,verticals stocks,1
1308,mahadev temple,450000,18,8865.0,$0.37,1,48,https://www.justdial.com/Surat/Mahadev-Temple-Kamrej-Char-Rasta/0261PX261-X261-180301185636-E5H7_BZDET,Surat,,,,Surat,,,mahadev temple,,kamrej char rasta 0261px261 x261 180301185636 e5h7 bzdet,1
1309,share value of hcl technologies,450000,65,945.0,$0,1,35,https://www.justdial.com/verticals/stocks/price-quote/hcl-technologies-ltd/hcltech-ns,,,,,,,,hcl technologies,,verticals stocks price quote ltd hcltech ns,1
1310,share price of hul,450000,78,945.0,$0.23,1,39,https://www.justdial.com/verticals/stocks/price-quote/hindustan-unilever-ltd/hindunilvr-bo,,,,,,,,price,,verticals stocks quote hindustan unilever ltd hindunilvr bo,1
1311,share price of adani port,550000,66,945.0,$0.60,1,25,https://www.justdial.com/verticals/stocks/price-quote/adani-port-sez-ltd/adaniports-ns,,,,,,,,price adani port,,verticals stocks quote sez ltd adaniports ns,1
1312,share price hul,450000,80,945.0,$0.18,1,39,https://www.justdial.com/verticals/stocks/price-quote/hindustan-unilever-ltd/hindunilvr-ns,,,,,,,,price,,verticals stocks quote hindustan unilever ltd hindunilvr ns,1
1313,sbi bank near me,368000,8,29655.0,$0.74,1,34,https://www.justdial.com/Ahmedabad/State-Bank-Of-India/nct-11978697,Ahmedabad,,India,,Ahmedabad,,,bank,,state nct 11978697,1
1314,star health insurance,450000,27,1035.0,$2.33,27,28,https://www.justdial.com/Chennai/Star-Health-Insurance/nct-12069286,Chennai,,,,Chennai,,,star health insurance,,nct 12069286,1
1315,splendor,450000,43,945.0,$0.01,1,61,https://www.justdial.com/india/Hero-Splendor-Plus-Two-Wheeler,,,India,,,,,splendor,,hero plus two wheeler,1
1316,stock price ntpc,450000,62,945.0,$0.37,1,36,https://www.justdial.com/verticals/stocks/price-quote/ntpc-ltd/ntpc-ns,,,,,,,,price ntpc,,verticals stocks quote ltd ntpc ns,1
1317,tata consultancy,450000,30,945.0,$0.32,2,63,https://www.justdial.com/Kolkata/Tata-Consultancy-Services-Ltd-New-Town/033PXX33-XX33-110725161430-L5N9_BZDET,Kolkata,,,,Kolkata,,,tata consultancy,,services ltd new town 033pxx33 xx33 110725161430 l5n9 bzdet,1
1318,sensex share price,450000,66,945.0,$1.11,1,68,https://www.justdial.com/verticals/stocks/price-quote/bse-sensex/sensex-bo,,,,,,,,sensex price,,verticals stocks quote bse sensex bo,1
1319,suzlon energy nse,450000,81,945.0,$0.25,1,35,https://www.justdial.com/verticals/stocks/price-quote/suzlon-energy-limited/suzlon-bo,,,,,,,,suzlon energy,,verticals stocks price quote limited suzlon bo,1
1320,icici bank near me,450000,7,43785.0,$0.32,5,36,https://www.justdial.com/Coimbatore/ICICI-Banks/nct-11982354,Coimbatore,,,,Coimbatore,,,icici,,banks nct 11982354,1
1321,karoli baba,450000,31,990.0,$0.01,3,25,https://www.justdial.com/Delhi/Neem-Karoli-Baba-Ashram-Village-Jonapur-Mehrauli/011PXX11-XX11-091010175734-W6B4_BZDET,Delhi,Delhi,India,North,Delhi,,,karoli baba,,neem ashram village jonapur mehrauli 011pxx11 xx11 091010175734 w6b4 bzdet,1
1322,lord shiva temples,450000,32,945.0,$0.15,1,23,https://www.justdial.com/list/shiva-temples-kolkata-maha-shivratri-lord-shiva-temple?wkwebview=1,Kolkata,,,,Kolkata,,,lord shiva temples,,list maha shivratri shiva temple,1
1323,lic of india,246000,12,4095.0,$0.07,2,43,https://www.justdial.com/Ludhiana/Lic-Of-India/0161PX161-X161-151224184546-Q9K4_BZDET,Ludhiana,,India,,Ludhiana,,,lic,,0161px161 x161 151224184546 q9k4 bzdet,1
1324,mohali zirakpur,450000,38,945.0,$0.06,2,19,https://www.justdial.com/Zirakpur/Corporate-Companies/nct-10138533,,,,,,,,zirakpur,,corporate companies nct 10138533,1
1325,actor siddharth,301000,34,945.0,$0,1,47,https://www.justdial.com/entertainment/artist/Siddharth/A781378?tab=gallery,,,,,,,,siddharth,,entertainment artist a781378,1
1326,banashankari in bangalore,450000,16,3375.0,$0.12,5,20,https://www.justdial.com/Bangalore/Temples-in-Banashankari-2Nd-Stage/nct-10475644,Bengaluru,,,,Bengaluru,,,banashankari bangalore,,temples 2nd stage nct 10475644,1
1327,best restaurants near me,450000,12,6750.0,$0.21,12,71,https://www.justdial.com/Kurali/Restaurants/nct-10408936,,,,,,,Restaurant,,,kurali nct 10408936,1
1328,best meal near me,450000,8,21105.0,$0.17,11,38,https://www.justdial.com/Solapur/Restaurants/nct-10408936,,,,,,,Restaurant,,,solapur nct 10408936,1
1329,rooms near by me,450000,11,15210.0,$0.26,36,58,https://www.justdial.com/Thrissur/Hotels-Rs-501-To-Rs-1000/nct-10255037,,,,,,,Hotel,,,thrissur rs 501 to rs 1000 nct 10255037,1
1330,coffee day cafe,450000,23,1935.0,$0.19,3,55,https://www.justdial.com/Goa/Cafe-Coffee-Day-Near-Nanutel-Hotel-Margao/0832PX832-X832-130907001752-M6X1_BZDET,Margao,Goa,India,West,Margao,,Restaurant,coffee day,,nanutel hotel 0832px832 x832 130907001752 m6x1 bzdet,1
1331,chief minister helpline,450000,37,945.0,$0,1,29,https://www.justdial.com/Bhopal/CM-Helpline-Customer-Care/0755PX755-X755-150526181558-K2Z2_BZDET,Bhopal,,,,Bhopal,,,helpline,,cm customer care 0755px755 x755 150526181558 k2z2 bzdet,1
1332,cycles,550000,33,945.0,$0.06,95,80,https://www.justdial.com/india/bike-cycle,,,India,,,,,,,bike cycle,1
1333,dharmasthala in karnataka,550000,34,945.0,$0.39,1,42,https://www.justdial.com/Dharmasthala/Shri-Dharmasthala-Manju-Natheshwara-Temple-Ujire/0824PX824-X824-180816190321-U7L1_BZDET,,,,,,,,dharmasthala,,shri dharmasthala manju natheshwara temple ujire 0824px824 x824 180816190321 u7l1 bzdet,1
1334,dharamshala,368000,29,990.0,$0.28,1,61,https://www.justdial.com/Shimla/Dharamshalas/nct-10158893,Shimla,,,,Shimla,,,,,dharamshalas nct 10158893,1
1335,delhi tilak nagar,450000,17,2655.0,$0.14,5,19,https://www.justdial.com/Delhi/Tourist-Attraction-in-Tilak-Nagar/nct-10596038,Delhi,Delhi,India,North,Delhi,,,tilak nagar,,tourist attraction nct 10596038,1
1336,near me masjid,49500,6,43785.0,$0.89,1,28,https://www.justdial.com/Bhavnagar/Mosques/nct-10328437,,,,,,,,,,bhavnagar mosques nct 10328437,1
1337,places of interest near me,450000,4,72900.0,$0.09,4,52,https://www.justdial.com/Muzaffarnagar/Tourist-Attraction/nct-10596038,,,,,,,,,,muzaffarnagar tourist attraction nct 10596038,1
1338,seema bought a refrigerator for 14300,450000,15,2520.0,$0,1,17,https://www.justdial.com/jdmart/Mumbai/Godrej-185-L-Direct-Cool-Single-Door-3-Star-Refrigerator-Joy-Wine-R-D-EDGE-200-WHF-3-2-JOY-WIN/pid-176532379/022PXX22-XX22-130124171852-W5J7?idx=0&jdmid=jdm-1090870-ent-5-24717470&nid=10403891,Mumbai,,,,Mumbai,,,refrigerator,,jdmart godrej 185 direct cool single door star joy wine edge 200 whf joy win pid 176532379 022pxx22 xx22 130124171852 w5j7,1
1339,suzlon nse,1000000,83,945.0,$0.29,1,47,https://www.justdial.com/verticals/stocks/price-quote/suzlon-energy-limited/suzlon-ns,,,,,,,,suzlon,,verticals stocks price quote energy limited suzlon ns,1
1340,star health insurance companies,450000,13,6750.0,$2.33,27,26,https://www.justdial.com/Chennai/Star-Health-Insurance/nct-12069286,Chennai,,,,Chennai,,,star health insurance,,nct 12069286,1
1341,today's price of gold in kolkata,450000,59,945.0,$0.03,1,52,https://www.justdial.com/guides/commodity/todays-gold-rate-in-west-bengal-22-24-carat-gold-price?wkwebview=1,,West Bengal,India,East,,,,price gold,,guides commodity todays rate 22 24 carat gold,1
1342,hindalco industries share price,450000,56,945.0,$0,1,34,https://www.justdial.com/verticals/stocks/price-quote/hindalco-industries-ltd/hindalco-ns,,,,,,,,hindalco industries price,,verticals stocks quote ltd hindalco ns,1
1343,howrah kolkata,450000,52,945.0,$0,2,48,https://www.justdial.com/Kolkata/Howrah-Bridge-Murgighata/033PXX33-XX33-250807172207-V9J7_BZDET,Kolkata,,,,Kolkata,,,howrah,,bridge murgighata 033pxx33 xx33 250807172207 v9j7 bzdet,1
1344,best eateries near me,450000,9,21105.0,$0.21,12,38,https://www.justdial.com/Mumbai/Restaurants/nct-10408936,Mumbai,,,,Mumbai,,Restaurant,,,nct 10408936,1
1345,booking number of bharat gas,368000,9,8865.0,$0,1,20,https://www.justdial.com/Delhi/Bharat-Gas-Customer-Care-New-Delhi/011PXX11-XX11-120125180356-H8A4_BZDET,New Delhi,Delhi,India,North,New Delhi,,,bharat gas,,customer care 011pxx11 xx11 120125180356 h8a4 bzdet,1
1346,wrist watch rolex,450000,33,945.0,$0.53,64,33,https://www.justdial.com/india/ROLEX-Watches,,,India,,,,,rolex,,watches,1
1347,dentist near me,450000,4,136800.0,$0.83,36,56,https://www.justdial.com/Jyotiba-Phule-Nagar/Dentists-in-Dhanaura/nct-10156331,,,,,,,,,,jyotiba phule nagar dentists dhanaura nct 10156331,1
1348,dominos near me near me,450000,8,29655.0,$0.07,3,37,https://www.justdial.com/Ghaziabad/Pizza-Outlets-Dominos/nct-12088095,Ghaziabad,,,,Ghaziabad,,,dominos,,pizza outlets nct 12088095,1
1349,lulu mall kerala,450000,15,8865.0,$0.06,7,41,https://www.justdial.com/Ernakulam/Lulu-International-Shopping-Mall-Near-Metro-Station-Edappally-Junction/0484PX484-X484-091209165404-W2K9_BZDET,,,,,,,,lulu mall,,ernakulam international shopping metro station edappally junction 0484px484 x484 091209165404 w2k9 bzdet,1
1350,masjids close to me,450000,6,43785.0,$0.09,1,32,https://www.justdial.com/Warangal/Mosques/nct-10328437,,,,,,,,,,warangal mosques nct 10328437,1
1351,share price ntpc today,450000,72,945.0,$0.37,1,34,https://www.justdial.com/verticals/stocks/price-quote/ntpc-ltd/ntpc-ns,,,,,,,,price ntpc,,verticals stocks quote ltd ntpc ns,1
1352,skechers,450000,18,2655.0,$0.19,92,88,https://www.justdial.com/india/Skechers-Footwear,,,India,,,,,skechers,,footwear,1
1353,spa,550000,11,11520.0,$0.36,11,65,https://www.justdial.com/Delhi/Beauty-Spas-in-New-Delhi/nct-10042600,New Delhi,Delhi,India,North,New Delhi,,,,,beauty spas nct 10042600,1
1354,uttarakhand roorkee,450000,83,945.0,$0.06,1,25,https://www.justdial.com/Roorkee/Tourism/nct-10489734,,,,,,,Tourism,roorkee,,nct 10489734,1
1355,waters,550000,21,1485.0,$0.91,1,61,https://www.justdial.com/Delhi/Waters-India-Pvt-Ltd-Jasola/011PXX11-XX11-180627035929-G5T9_BZDET,Delhi,Delhi,India,North,Delhi,,,waters,,pvt ltd jasola 011pxx11 xx11 180627035929 g5t9 bzdet,1
1356,india panjim,450000,8,29655.0,$0.27,4,37,https://www.justdial.com/Goa/AIR-INDIA-Booking-Office-Campal-Near-Market-Panjim/0832P832STD50755_BZDET,Panaji,Goa,India,West,Panaji,,,panjim,,air booking office campal market 0832p832std50755 bzdet,1
1357,locations to visit near me,450000,11,6750.0,$0.10,5,21,https://www.justdial.com/Pune/Tourist-Attraction-in-Pimpri/nct-10596038,Pune,,,,Pune,,,,,tourist attraction pimpri nct 10596038,1
1358,maruti stock price,450000,78,945.0,$0.52,1,28,https://www.justdial.com/verticals/stocks/price-quote/maruti-suzuki-india-ltd/maruti-ns,,,India,,,,,maruti price,,verticals stocks quote suzuki ltd maruti ns,1
1359,marathi to english language translation,450000,17,1935.0,$0.28,1,32,https://www.justdial.com/Delhi/Translators-For-Marathi-To-English-Language/nct-10494282,Delhi,Delhi,India,North,Delhi,,,marathi to english language,,translators nct 10494282,1
1360,meenakshi temple,450000,40,945.0,$1.08,6,49,https://www.justdial.com/Madurai/Arulmigu-Meenakshi-Sundareshwarar-Temple-Madurai-Bazaar/0452PX452-X452-000230597391-H7G7_BZDET,Madurai,,,,Madurai,,,meenakshi temple,,arulmigu sundareshwarar bazaar 0452px452 x452 000230597391 h7g7 bzdet,1
1361,nagar tilak,450000,26,1035.0,$0.11,4,30,https://www.justdial.com/Delhi/Tilak-Nagar-Police-Station-Near-Tilak-Nagar-Metro-Station-Tilak-Nagar/011P2078003_BZDET,Delhi,Delhi,India,North,Delhi,,,nagar tilak,,police station tilak nagar metro station tilak nagar 011p2078003 bzdet,1
1362,mumbai chhatrapati shivaji terminus railway station,8100,17,5085.0,$0.11,2,35,https://www.justdial.com/Mumbai/Chhatrapati-Shivaji-Terminus-Opposite-Times-Of-India-Building-Fort/022P900443_BZDET,Mumbai,,India,,Mumbai,,,chhatrapati shivaji terminus,,opposite times building fort 022p900443 bzdet,1
1363,nifty50 chart,450000,52,945.0,$0.31,1,48,https://www.justdial.com/verticals/stocks/price-compare/nifty-50/index-nsei,,,,,,,,,,verticals stocks price compare nifty 50 index nsei,1
1364,police police station,450000,17,3375.0,$0.12,1,29,https://www.justdial.com/Bangalore/Police-Stations/nct-10380242,Bengaluru,,,,Bengaluru,,,police,,bangalore stations nct 10380242,1
1365,pimpri,368000,7,43785.0,$0.17,9,63,https://www.justdial.com/Pune/Pimpri-Chinchwad-Municipal-Corporation-Near-Ambedkar-Statue-Pimpri/020PXX20-XX20-140726165300-P1C3_BZDET,Pune,,,,Pune,,,pimpri,,chinchwad municipal corporation ambedkar statue pimpri 020pxx20 xx20 140726165300 p1c3 bzdet,1
1366,public toilet,301000,12,8865.0,$0,4,49,https://www.justdial.com/Hyderabad/Public-Bathrooms/nct-11964190,Hyderabad,,,,Hyderabad,,,public,,bathrooms nct 11964190,1
1367,public lavatory,450000,21,1935.0,$0.10,1,41,https://www.justdial.com/Delhi/Public-Toilets/nct-11576190,Delhi,Delhi,India,North,Delhi,,,public,,toilets nct 11576190,1
1368,rajinikanth,550000,27,1215.0,$0,1,60,https://www.justdial.com/Chennai/Rajinikanth-R-Poes-Garden-Gopalapuram/044PXX44-XX44-131011162201-I7W1_BZDET,Chennai,,,,Chennai,,,rajinikanth,,poes garden gopalapuram 044pxx44 xx44 131011162201 i7w1 bzdet,1
1369,dindigul,450000,36,945.0,$0.32,1,60,https://www.justdial.com/Dindigul/Tourist-Attraction-in-Dindigul-Bazaar/nct-10596038,,,,,,,,dindigul,,tourist attraction dindigul bazaar nct 10596038,1
