No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
2585,restaurants in chennai,22200,5,4390,$0.24,6,21,https://www.swiggy.com/city/chennai
2586,restaurants delhi,22200,5,4390,$0.23,5,26,https://www.swiggy.com/city/delhi
2587,restaurant in mysore city,27100,4,1785,$0.04,12,28,https://www.swiggy.com/city/mysore
2588,restaurant chennai,22200,6,2636,$0.48,6,26,https://www.swiggy.com/city/chennai
2589,regalia gold credit card,33100,86,56,$0.32,2,15,https://www.swiggy.com/swiggy-hdfc-bank-credit-card
2590,realme buds t110,0,9,533,$0,1,12,https://www.swiggy.com/instamart/p/realme-buds-t110-truly-wireless-earbuds-with-mic-28-hours-playtime-bluetooth-v5-3-punk-black-S38NFXAMDY
2591,poetry by love and cheesecake,22200,11,693,$0.34,5,13,https://www.swiggy.com/city/mumbai/poetry-by-love-and-cheesecake-juhu-rest77758
2592,park street social,27100,11,406,$0.09,2,22,https://www.swiggy.com/restaurants/park-street-social-park-street-kolkata-841465/dineout
2593,kitkat f1 chocolate,0,20,151,$0,1,12,https://www.swiggy.com/instamart/city/gurgaon/b/kitkat
2594,job opportunities trivandrum,27100,32,56,$0.05,7,29,https://careers.swiggy.com/
2595,j c residency madurai,27100,65,56,$0.41,31,39,https://www.swiggy.com/city/bangalore
2596,lupa,27100,5,1270,$0.24,3,39,https://www.swiggy.com/restaurants/lupa-mg-road-bangalore-832820/dineout
2597,gujarati restaurants near me,27100,6,2636,$0.05,9,16,https://www.swiggy.com/city/hyderabad/gujarati-cuisine-restaurants
2598,good restaurants jaipur,27100,9,915,$0.06,13,24,https://www.swiggy.com/city/jaipur/family-dining-restaurants-dineout
2599,food restaurants in chennai,27100,8,1785,$0.06,13,27,https://www.swiggy.com/city/chennai
2600,famous restaurants in pune,27100,8,1785,$0.22,9,16,https://www.swiggy.com/city/pune
2601,em 5,27100,20,116,$0.08,85,24,https://www.swiggy.com/instamart/p/em5-set-of-4-edp-perfume-spray-masculine-collection-for-men-travel-friendly-T5MSLJXPOB
2602,chennai rameshwaram distance,27100,46,56,$0.15,1,35,https://blog.swiggy.com/food-on-train/chennai-to-rameswaram-train/
2603,chennai dining,22200,5,4390,$0.06,9,33,https://www.swiggy.com/city/chennai
2604,best restaurants jaipur india,27100,14,306,$0.08,14,26,https://www.swiggy.com/city/jaipur/best-restaurants
2605,best restaurants in pune city,27100,11,693,$0.06,8,26,https://www.swiggy.com/city/pune
2606,best restaurants in mumbai,33100,8,1785,$0.36,6,32,https://www.swiggy.com/city/mumbai
2607,best restaurant in pune india,27100,14,693,$0.06,8,26,https://www.swiggy.com/city/pune/fine-dining-restaurants-dineout
2608,best biryani in hyderabad,27100,8,2636,$0.29,2,14,https://www.swiggy.com/city/hyderabad/biryani-cuisine-restaurants
2609,bar b q,27100,5,4390,$0.10,4,27,https://www.swiggy.com/city/kolkata/bar-b-q-park-street-rest12456
2610,gujarati restaurants near me,27100,6,2636,$0.05,9,16,https://www.swiggy.com/city/hyderabad/gujarati-cuisine-restaurants
2611,good restaurants jaipur,27100,9,915,$0.06,13,24,https://www.swiggy.com/city/jaipur/family-dining-restaurants-dineout
2612,food restaurants in chennai,27100,8,1785,$0.06,13,27,https://www.swiggy.com/city/chennai
2613,famous restaurants in pune,27100,8,1785,$0.22,9,16,https://www.swiggy.com/city/pune
2614,em 5,27100,20,116,$0.08,85,24,https://www.swiggy.com/instamart/p/em5-set-of-4-edp-perfume-spray-masculine-collection-for-men-travel-friendly-T5MSLJXPOB
2615,silk oreo,14800,18,166,$0.13,92,50,https://www.swiggy.com/stores/instamart/item/2RQCFOAQ75
2616,sign laban menu,12100,10,437,$0,1,25,https://www.swiggy.com/city/kochi/real-laban-kaloor-rest1213027
2617,wild bean cafe,9900,9,1041,$0.09,2,21,https://www.swiggy.com/city/hyderabad/wild-bean-cafe-vill-saroornagar-kothapet-and-dilsukhnagar-rest719612
2618,wardrobe organiser,18100,39,46,$0.09,100,54,https://www.swiggy.com/instamart/p/prettykrafts-wardrobe-organizer-non-woven-fabric-grey-black-O7A5RNF8FY
2619,village restaurant,14800,7,2160,$0.25,5,24,https://www.swiggy.com/city/bangalore/village-restaurant-village-restaurant-marathahalli-rest910937
2620,veggies for fried rice,22200,86,46,$0.23,1,49,https://www.swiggy.com/search?query=Chicken+Fried+Rice
2621,punjab food,22200,48,46,$0.06,1,39,https://blog.swiggy.com/food/eight-punjab-street-food/
2622,petals rose,22200,43,46,$0.04,57,19,https://www.swiggy.com/instamart/p/rose-petals-04HGG92YQP
2623,order food online,22200,1,6748,$0.27,39,29,https://www.swiggy.com/
2624,rolls mania,22200,11,750,$0.28,2,25,https://www.swiggy.com/city/guwahati/rolls-mania-rolls-wraps-and-more-bhanghaghar-rest82967
2625,hotel hilltop palace udaipur,22200,24,53,$0.13,52,27,https://www.swiggy.com/restaurants/aab-o-dana-at-hilltop-fateh-sagar-udaipur-599447/dineout
2626,hdfc bank credit card application status,22200,52,46,$0.29,1,33,https://www.swiggy.com/swiggy-hdfc-bank-credit-card
2627,halogen balloons,22200,52,46,$0.08,95,25,https://www.swiggy.com/instamart/p/party-propz-metallic-hd-shine-balloons-for-decoration-multicolor-B3C4F5KWDZ
2628,gokulam park coimbatore,22200,32,46,$0.20,24,27,https://www.swiggy.com/restaurants/gokulam-park-24-7-bytes-avinashi-road-coimbatore-813965/dineout
2629,food in punjab,22200,75,46,$0.06,1,28,https://blog.swiggy.com/food/eight-best-punjab-traditional-food/
2630,food close to me delivery,22200,4,6748,$0.24,17,23,https://www.swiggy.com/order-online-near-me
2631,milan juice center,12100,5,3596,$0.18,5,20,https://www.swiggy.com/city/hyderabad/milan-juice-center-mehdipatnam-madhapur-rest256473
2632,logix city centre mall noida,260,19,95,$0,1,20,https://www.swiggy.com/city/delhi/logix-city-centre-mall-landmark-restaurants-dineout
2633,lactogen 2,22200,17,202,$0.32,75,47,https://www.swiggy.com/instamart/p/nestle-lactogen-pro-2-follow-up-formula-powder-after-6-months-up-to-12-months-bag-in-box-K3O9O7JM0N
2634,kesh king shampoo,27100,28,46,$0.08,99,51,https://www.swiggy.com/instamart/p/kesh-king-anti-hairfall-ayurvedic-shampoo-URNUCZPDGC
2635,karama restaurant,22200,13,333,$0.10,2,23,https://www.swiggy.com/restaurants/karama-restaurant-koramangala-bangalore-30528/dineout
2636,johnson baby shampoo,22200,17,202,$0.09,97,49,https://www.swiggy.com/instamart/p/johnson-s-baby-shampoo-3FY6J8K2KZ
2637,patio,22200,24,95,$0.54,1,37,https://www.swiggy.com/restaurants/patio-terrace-rajpur-dehradun-774323/dineout
2638,best chinese restaurant near me,22200,6,2160,$0.22,7,14,https://www.swiggy.com/chinese-restaurants-near-me
2639,al baik near me,18100,24,59,$0.26,2,11,https://www.swiggy.com/city/warangal/al-baik-hanamkonda-rest1320109
2640,chiranjeevi dhaba,22200,9,1462,$0.13,5,32,https://www.swiggy.com/city/hyderabad/the-rs-dhaba
2641,chicken sausage,22200,28,59,$0.21,70,46,https://www.swiggy.com/instamart/p/venky-s-chicken-sausages-HKLWSBV40V
2642,cheesecake and co,14800,8,1041,$0.14,6,19,https://www.swiggy.com/city/delhi/cheesecake-and-co
2643,chaitanya food court,12100,6,2160,$0.11,2,21,https://www.swiggy.com/city/hyderabad/chaitanya-food-court-kukatpally-rest1691
2644,career patna,22200,79,46,$0.06,28,19,https://careers.swiggy.com/
2645,cake hut,22200,9,750,$0.17,3,25,https://www.swiggy.com/city/kochi/cake-hut
2646,cafe in surat,22200,11,568,$0,3,20,https://www.swiggy.com/city/surat/cafe-cuisine-restaurants
2647,breadfruit,22200,4,3596,$0.16,2,38,https://www.swiggy.com/instamart/p/bread-fruit-2KZXFB7RQP
2648,bounty bar,22200,24,95,$0.01,93,32,https://www.swiggy.com/instamart/p/bounty-coconut-filled-chocolate-bar-soft-tender-coconut-in-the-centre-RSGCURONRS
2649,ecr road restaurants,22200,6,2160,$0.03,14,20,https://www.swiggy.com/city/chennai/ecr-road-restaurants/family-dining-restaurants-dineout
2650,discount coupon bookmyshow,27100,104,46,$0.27,4,34,https://www.swiggy.com/swiggy-hdfc-bank-credit-card
2651,crave anna nagar,18100,5,2160,$0.22,2,26,https://www.swiggy.com/city/chennai/crave-hub-anna-nagar-annanagar-rest946203
2652,cost of milk powder,22200,107,46,$0.02,97,42,https://www.swiggy.com/instamart/city/bangalore/cb/nandini/milk
2653,coffee lounge in hyderabad,22200,7,2160,$0.03,5,22,https://www.swiggy.com/city/hyderabad/coffee-house-cuisine-restaurants
2654,cuisine of punjab,22200,50,46,$0,1,19,https://blog.swiggy.com/food/must-try-punjabi-dishes/
2655,cost of female condoms,22200,29,46,$0.01,3,20,https://www.swiggy.com/instamart/p/pee-safe-domina-female-condom-LVDBKY146N
2656,corner house hsr sector 2,14800,10,568,$0.30,15,19,https://www.swiggy.com/city/bangalore/corner-house-ice-cream-7th-sector-hsr-layout-rest8174
2657,cooler pad,14800,41,46,$0.03,83,39,https://www.swiggy.com/instamart/p/portronics-my-buddy-air-3-laptop-cooling-pad-with-5-cooling-fans-black-G6XVRJZWMT
2658,bounty,27100,18,130,$0.01,6,41,https://www.swiggy.com/instamart/city/surat/b/bounty
2659,la milano pizzeria,22200,7,1462,$0.20,6,21,https://www.swiggy.com/city/ahmedabad/la-milano-pizzeria
2660,jyoti restaurant pune,22200,2,3596,$0,9,22,https://www.swiggy.com/city/pune/jyoti-restaurant-kondhwa-rest399576
2661,jodhpur sweets,18100,10,750,$0.14,8,26,https://www.swiggy.com/city/jodhpur/jodhpur-sweets-sardarpura-rest113371
2662,jobs vacancy in patna,22200,67,46,$0.05,22,21,https://careers.swiggy.com/
2663,isobel coffee house,14800,8,1462,$0.24,6,22,https://www.swiggy.com/restaurants/isobel-coffee-house-ashok-nagar-bangalore-1140494/dineout
2664,ice cream flavors,22200,31,46,$0.53,2,20,https://blog.swiggy.com/food/ten-types-of-icecreams/
2665,neemsi restaurant basavanagudi,22200,12,437,$0.09,4,21,https://www.swiggy.com/restaurants/neemsi-jp-nagar-bangalore-1171554/dineout
2666,mr beast chocolate,40500,17,202,$0.10,95,54,https://www.swiggy.com/instamart/p/feastables-mr-beast-milk-chocolate-60g-JPVK4GTWEB
2667,ramphal chowk,22200,6,2160,$0,3,25,https://www.swiggy.com/city/delhi/ramphal-chowk-sector-7-dwarka-restaurants
2668,pregnancy news kit price,22200,25,53,$0.04,62,24,https://www.swiggy.com/instamart/p/prega-news-one-step-pregnancy-test-kit-R4O8BD60HN
2669,pin code bilaspur,22200,78,46,$0,1,19,https://www.swiggy.com/instamart
2670,one plus buds 3 pro,18100,24,51,$0.02,100,27,https://www.swiggy.com/instamart/p/oneplus-nord-buds-3-pro-truly-wireless-bluetooth-in-ear-earbuds-with-upto-49db-active-noise-cancellation-black-QUB1CGRC4L
2671,om sweets and snacks,22200,11,750,$0.20,4,13,https://www.swiggy.com/city/gurgaon/om-sweets-and-snacks-sector-14-rest1214
2672,nothing 2a pro,12100,28,48,$0.01,98,42,https://www.swiggy.com/instamart/p/cmf-by-nothing-phone-2-pro-8-gb-ram-128-gb-storage-5000-mah-battery-50-mp-50-mp-8-mp-rear-camera-6-77-display-light-green-ZVC5H0I03G
2673,rp's,22200,8,1041,$0.05,1,21,https://www.swiggy.com/city/ahmedabad/rps-pizzeria
2674,restaurants in vijayawada,22200,5,3596,$0.13,9,22,https://www.swiggy.com/city/vijayawada/fine-dining-restaurants-dineout
2675,restaurants in pune,22200,6,2160,$0.19,8,22,https://www.swiggy.com/city/pune
2676,restaurants in mangalore,22200,9,750,$0.44,2,20,https://www.swiggy.com/city/mangaluru/best-restaurants
2677,restaurant mangalore,22200,10,750,$0.06,3,25,https://www.swiggy.com/city/bangalore/mangalorean-cuisine-restaurants
2678,gk 2 m block,22200,52,46,$0.08,4,24,https://www.swiggy.com/city/delhi/greater-kailash-2-restaurants
2679,fruits custard,27100,14,568,$0.01,1,44,https://www.swiggy.com/instamart/recipe/fruit-custard
2680,fruit custard,27100,5,6748,$0.22,1,27,https://www.swiggy.com/instamart/recipe/fruit-custard
2681,foodie street,22200,3,3596,$0.20,3,22,https://www.swiggy.com/city/hyderabad/the-foodie-street-balapur-meerpet-and-midhani-mansani-estate-rest329734
2682,i don't love you anymore,49500,42,46,$0.03,5,21,https://www.swiggy.com/instamart/p/i-don-t-love-you-anymore-moving-on-living-your-best-life-URH29FWB34
2683,hsr high street,33100,17,202,$0,7,25,https://www.swiggy.com/city/bangalore/high-street-hsr-layout-rest14837
2684,birthday candle,22200,15,333,$0.16,97,54,https://www.swiggy.com/instamart/p/happy-birthday-candle-VQAWU94UIN
2685,best restaurants in kolkata,22200,8,1462,$0.51,6,13,https://www.swiggy.com/city/kolkata/fine-dining-restaurants-dineout
2686,best food restaurant in kolkata,22200,7,1462,$0.05,5,29,https://www.swiggy.com/city/kolkata/fine-dining-restaurants-dineout
2687,best breakfast food near me,22200,6,6748,$0.07,9,26,https://www.swiggy.com/breakfast-dish-restaurants-near-me
2688,be bodywise hair roll on,9900,35,46,$0.17,100,18,https://www.swiggy.com/stores/instamart/p/be-bodywise-hair-growth-serum-roll-on-5WU7RGM4CH?locId=32322e37323835303535342c38382e343938303731383830
2689,baroda restaurant,18100,9,1462,$0.04,5,20,https://www.swiggy.com/city/vadodara/fine-dining-restaurants-dineout
2690,bakery near me near me,22200,5,3596,$0.05,14,22,https://www.swiggy.com/city/anantapur/bakery-dish-restaurants
2691,baati chokha restaurant taste of banaras,9900,7,1041,$0.25,9,20,https://www.swiggy.com/city/noida-1/baati-chokha-taste-of-banaras-sector-104-noida-expressway-rest1078179
2692,andhra pradesh bhavan,22200,24,59,$0.07,1,25,https://www.swiggy.com/restaurants/andhra-bhavan-3028-test-delhi-delhi-1190156/dineout
2693,9889 garden bar and kitchen,22200,8,1041,$0.11,4,22,https://www.swiggy.com/restaurants/9889-garden-bar-and-kitchen-yelahanka-bangalore-1249032/dineout
2694,cafe in delhi,22200,16,202,$0.12,4,21,https://www.swiggy.com/city/delhi/cafe-cuisine-restaurants
2695,brooks restaurant and banquets,18100,15,250,$0.12,8,21,https://www.swiggy.com/restaurants/brooks-restaurant-tragad-ahmedabad-960024/dineout
2696,bob's bar wood street,22200,4,3596,$0.10,1,24,https://www.swiggy.com/restaurants/bobs-bar-ashok-nagar-bangalore-1043218/dineout
2697,vacancy in noida,22200,87,46,$0.15,25,40,https://careers.swiggy.com/
2698,sri udupi park,22200,10,750,$0.19,11,23,https://www.swiggy.com/city/bangalore/sri-udupi-park-100ft-road-indiranagar-rest34301
2699,social cyber hub,18100,4,1462,$0,5,20,https://www.swiggy.com/restaurants/cyberhub-social-dlf-cyber-city-faridabad-853586/dineout
2700,kannur cocktail,9900,7,3596,$0.12,4,32,https://www.swiggy.com/city/kannur/juice-centre-cocktail-kannur-town-rest1101136
2701,k's verandah ahmedabad,12100,2,3596,$0.24,2,25,https://www.swiggy.com/restaurants/ks-verandah-dumas-surat-1119016/dineout
2702,jockey online,27100,15,130,$2.98,100,57,https://www.swiggy.com/instamart/city/bangalore/b/jockey
2703,hyderabad chicken rate today,18100,32,46,$0.14,3,10,https://www.swiggy.com/city/hyderabad/order-online
2704,veg and non veg restaurants,22200,5,6748,$0.05,4,29,https://www.swiggy.com/non-veg-restaurants-near-me
2705,mavis 350,22200,10,437,$0.02,99,54,https://www.swiggy.com/instamart/p/yonex-mavis-350-nylon-shuttle-green-yellow-099IK9Q9R6
2706,lindt,22200,34,46,$0.04,80,62,https://www.swiggy.com/instamart/city/gurgaon/b/lindt
2707,ladies condom price,22200,25,59,$0.02,3,21,https://www.swiggy.com/instamart/p/pee-safe-domina-female-condom-LVDBKY146N
2708,rajma recipe,22200,22,73,$0.01,2,25,https://www.swiggy.com/instamart/recipe/rajma
2709,punjab's food,22200,56,46,$0.06,1,33,https://blog.swiggy.com/food/must-try-punjabi-dishes/
2710,plix products,22200,28,46,$0.08,99,54,https://www.swiggy.com/instamart/city/gurgaon/b/plix
2711,pin code of rajahmundry,22200,51,46,$0,1,21,https://www.swiggy.com/instamart
2712,paragon restaurant kerala,18100,20,113,$0,1,18,https://www.swiggy.com/city/kochi/paragon-restaurant-edappally-rest65617
2713,non veg restaurants near by me,22200,2,6748,$0.04,11,32,https://www.swiggy.com/non-veg-restaurants-near-me
2714,mkt,22200,10,568,$0.17,2,22,https://www.swiggy.com/restaurants/mkt-chanakyapuri-delhi-675639/dineout
2715,restaurants pune,22200,5,3596,$0.24,7,27,https://www.swiggy.com/city/pune
2716,restaurants bangalore mg road,22200,6,2160,$0.05,8,23,https://www.swiggy.com/city/bangalore/mg-road-restaurants
2717,g35,22200,22,95,$0.03,78,34,https://www.swiggy.com/instamart/p/motorola-g35-4-gb-ram-128-gb-storage-5000-mah-battery-50-mp-rear-camera-6-72-display-midnight-black-Y50KVQ7OX1
2718,food santa,22200,7,1462,$0.20,3,19,https://www.swiggy.com/city/kolkata/santas-fantasea-tribal-and-seafood-tonk-road-salt-lake-rest8047
2719,food delivery near me,27100,4,6748,$0.23,22,20,https://www.swiggy.com/order-online-near-me
2720,flavour of icecream,22200,32,46,$0.11,1,29,https://blog.swiggy.com/food/ten-types-of-icecreams/
2721,express train in india,22200,25,53,$0.01,1,41,https://blog.swiggy.com/food-on-train/most-fastest-train-in-india/
2722,delhi highway,22200,3,2160,$0,4,26,https://www.swiggy.com/restaurants/delhi-highway-fort-mumbai-326585/dineout
2723,coffee shop surat,22200,10,750,$0.03,3,25,https://www.swiggy.com/city/surat/coffee-house-cuisine-restaurants
2724,central mall in jp nagar,22200,94,46,$0.09,5,22,https://www.swiggy.com/city/bangalore/order-online
2725,calpol 250,22200,36,46,$0.08,1,24,https://www.swiggy.com/instamart/p/calpol-strawberry-flavour-250mg-suspension-pain-fever-relief-for-kids-paracetamol-Z5M3JMZDPN
2726,bournville chocolate,22200,11,437,$0.06,96,53,https://www.swiggy.com/instamart/p/cadbury-bournville-rich-cocoa-50-dark-chocolate-bar-XWRHBAIPGD
2727,boba tea near me,27100,4,3596,$0.28,4,15,https://www.swiggy.com/bubble-tea-dish-restaurants-near-me
2728,best seafood restaurant near me,18100,11,750,$0.06,10,41,https://www.swiggy.com/city/ranchi/seafood-cuisine-restaurants
2729,barbeque spice,12100,9,1041,$0.21,6,23,https://www.swiggy.com/restaurants/barbeque-spice-abids-hyderabad-617187/dineout
2730,bali nagar,22200,110,46,$0,4,26,https://www.swiggy.com/city/delhi
2731,ama cafe rajpur road,12100,40,46,$0.16,7,23,https://www.swiggy.com/city/dehradun/ama-cafe-chukkuwala-rest1215095
2732,5 star chocolate,22200,12,568,$0.12,92,47,https://www.swiggy.com/instamart/p/cadbury-5-star-7DH1Y997R3
2733,32 milestone hotel gurgaon,22200,45,46,$0.31,4,19,https://www.swiggy.com/city/delhi/32nd-avenue-landmark-restaurants-dineout
2734,starbucks indiranagar,40500,7,1462,$0.05,1,19,https://www.swiggy.com/city/bangalore/starbucks-coffee-indiranagar-rest70248
2735,silver shade ajmal,12100,29,48,$0.05,97,18,https://www.swiggy.com/instamart/p/ajmal-silver-shade-edp-perfume-for-men-IGOT7KNIDF
2736,restaurants in vadodara,18100,6,2160,$0.14,5,20,https://www.swiggy.com/city/vadodara/fine-dining-restaurants-dineout
2737,yaakay bar and canteen,22200,5,3596,$0.13,4,21,https://www.swiggy.com/city/bangalore/yaakay-bar-and-canteen-sahakar-nagar-rest1312418
2738,warehouse cafe,22200,17,202,$0,3,25,https://www.swiggy.com/restaurants/warehouse-cafe-prince-anwar-shah-road-kolkata-935267/dineout
2739,veggie food restaurant,22200,13,568,$0.04,4,27,https://www.swiggy.com/city/hyderabad/veg-restaurants
2740,tea villa café,22200,8,1041,$0.10,3,23,https://www.swiggy.com/city/mumbai/tea-villa-cafe-bandra-west-rest8797
2741,tea villa cafe,22200,9,1041,$0,8,22,https://www.swiggy.com/restaurants/tea-villa-cafe-t-nagar-t-nagar-225886/dineout
2742,taste of kerala,22200,11,1041,$0.33,2,20,https://www.swiggy.com/city/delhi/taste-of-kerala-sector-7-dwarka-rest306382
2743,swiggy careers,22200,1,6748,$0.20,2,25,https://careers.swiggy.com/
2744,kulcha kulture lajpat nagar,9900,4,3596,$0.10,4,21,https://www.swiggy.com/city/delhi/kulcha-kulture-lajpat-nagar-rest1124142
2745,kolkata top restaurants,22200,8,1041,$0.04,6,33,https://www.swiggy.com/city/kolkata/fine-dining-restaurants-dineout
2746,kerala hotel near me,22200,6,2160,$0.28,4,13,https://www.swiggy.com/city/gurgaon/kerala-cuisine-restaurants
2747,jp restaurants,22200,12,333,$0.12,4,20,https://www.swiggy.com/city/bangalore/jp-nagar-restaurants/casual-dining-restaurants-dineout
2748,indian and spices,18100,54,46,$0.01,11,62,https://www.swiggy.com/city/pune/indian-spice-hinjewadi-rest1263691
2749,hotel manorama vijayawada andhra pradesh,22200,22,59,$0.35,21,22,https://www.swiggy.com/city/vijayawada/yo-mano-hotel-manorama-governor-peta-rest69424
2750,paan,22200,42,46,$0.10,13,32,https://blog.swiggy.com/food/different-types-of-paan/
2751,one plus nord 5 price,18100,20,95,$0.02,97,27,https://www.swiggy.com/instamart/p/oneplus-nord-5-8-gb-ram-256-gb-storage-6800-mah-battery-50-mp-8-mp-rear-camera-6-83-display-phantom-grey-E5701FEF8J
2752,neutrogena facial cleanser,22200,28,48,$0.10,100,50,https://www.swiggy.com/instamart/p/neutrogena-deep-clean-face-cleanser-normal-to-oily-skin-ANAYBG3P4W
2753,melody toffee,8100,42,46,$0.01,76,24,https://www.swiggy.com/instamart/p/parle-melody-chocolaty-83SB7YMRF3
2754,maggi noodles,27100,11,437,$0.04,89,53,https://www.swiggy.com/instamart/p/maggi-2-minute-instant-noodles-made-with-quality-spices-C065XMRW6S
2755,lint roller,22200,25,73,$0.02,94,53,https://www.swiggy.com/instamart/p/scotch-brite-lint-roller-clothing-furniture-pet-hair-black-GL8YGMAINQ
2756,regalia hdfc credit card,22200,73,46,$0.64,9,24,https://www.swiggy.com/swiggy-hdfc-bank-credit-card
2757,rajma recipe recipe,22200,33,46,$0.02,2,34,https://www.swiggy.com/instamart/recipe/rajma
2758,pin code gorakhpur,22200,74,46,$0,1,19,https://www.swiggy.com/instamart
2759,paragon restaurant kozhikode kerala,18100,6,1462,$0.13,1,19,https://www.swiggy.com/city/kozhikode/paragon-restaurant-beach-road-rest1043798
2760,dish of punjab,22200,47,46,$0.06,1,34,https://blog.swiggy.com/food/must-try-punjabi-dishes/
2761,dabur red paste,22200,21,95,$0.07,98,49,https://www.swiggy.com/instamart/p/dabur-red-toothpaste-ayurvedic-paste-XG5RZ9SINJ
2762,club 91,22200,21,59,$0.77,1,30,https://www.swiggy.com/restaurants/club-91-restaurant-aggar-nagar-ludhiana-873958/dineout
2763,cigarette shop near me,18100,10,750,$0.21,1,11,https://www.swiggy.com/instamart/city/kolkata/sc/paan-corner/cigarettes-682462130c0f930001b218a2
2764,chin lung brewery marathalli bellandur,22200,2,3596,$0.20,5,19,https://www.swiggy.com/restaurants/chin-lung-brewery-kadubeesanahalli-bangalore-1133092/dineout
2765,chicken manchurian,22200,6,1462,$0.18,1,24,https://www.swiggy.com/instamart/recipe/chicken-manchurian
2766,cafes in koregaon park pune,22200,6,2160,$0.03,4,24,https://www.swiggy.com/city/pune/koregaon-park-restaurants
2767,cafe co2 goa,9900,15,333,$0.09,4,28,https://www.swiggy.com/restaurants/cafe-co2-vagator-central-goa-1042992/dineout
2768,boba bhai,18100,9,1462,$0.09,3,22,https://www.swiggy.com/city/bangalore/boba-bhai-bubble-tea-and-korean-street-food-industrial-layout-ward-kormangla-rest739117
2769,hindustan park kolkata,22200,37,46,$0.12,4,19,https://www.swiggy.com/city/kolkata/hindustan-park-restaurants
2770,great seafood restaurant near me,18100,7,1462,$0.06,10,47,https://www.swiggy.com/city/noida/seafood-cuisine-restaurants
2771,good vegetarian restaurants near me,22200,6,2160,$0.07,14,16,https://www.swiggy.com/veg-restaurants-near-me
2772,good south indian restaurants near me,22200,4,6748,$0.17,10,15,https://www.swiggy.com/city/hyderabad/south-indian-cuisine-restaurants
2773,goa career opportunities,22200,87,46,$0.04,17,24,https://careers.swiggy.com/
2774,ganga vihar mahim,22200,6,2160,$0.16,3,17,https://www.swiggy.com/restaurants/ganga-vihar-matunga-west-mahim-dadar-22187/dineout
2775,fruits for custard,27100,9,1041,$0.01,1,31,https://www.swiggy.com/instamart/recipe/fruit-custard
2776,food punjabi,22200,12,750,$0.06,1,35,https://www.swiggy.com/city/bangalore/punjabi-cuisine-restaurants
2777,food of punjabi,22200,61,46,$0.06,1,40,https://blog.swiggy.com/food/must-try-punjabi-dishes/
2778,flexon syrup,22200,26,51,$0,1,24,https://www.swiggy.com/instamart/p/flexon-bottle-of-100ml-suspension-SX1046ZTE4
2779,flavors ice cream,22200,25,59,$0.02,1,25,https://blog.swiggy.com/food/ten-types-of-icecreams/
2780,big bean cafe,4400,11,1462,$0.11,5,28,https://www.swiggy.com/city/bangalore/big-bean-cafe-koramangala-rest1087096
2781,bar or restaurant near me,22200,5,3596,$0.06,15,23,https://www.swiggy.com/city/hyderabad/best-bars-restaurants-dineout
2782,bamboo restaurant,18100,9,1041,$0,8,26,https://www.swiggy.com/city/bangalore/bamboo-restaurant-kalyan-nagar-rest108094
2783,aarambh cafe,9900,48,46,$0.12,7,23,https://www.swiggy.com/city/ahmedabad/aarambh-kitchen-vaishnodevi-circle-gota-rest378502
2784,4 street,22200,7,1041,$0.14,4,26,https://www.swiggy.com/city/delhi/4th-street-cafe-preet-vihar-rest11504
2785,12704 train running status,18100,52,46,$0.01,1,16,https://www.swiggy.com/order-food-online-in-train
2786,vim liquid,18100,23,95,$0.05,95,52,https://www.swiggy.com/instamart/p/vim-lemon-liquid-dishwash-gel-HN9ZFLUQ3Q
2787,udupi near me,22200,11,437,$0,1,20,https://www.swiggy.com/city/manipal/udupi-order-online
2788,the old house,22200,15,333,$0.04,2,22,https://www.swiggy.com/restaurants/the-old-house-chamrajpura-mysore-south-68516/dineout
2789,the dockyard co a riverfront rendezvous,14800,5,2160,$0.13,5,27,https://www.swiggy.com/restaurants/the-dockyard-co-a-riverfront-rendezvous-kidderpore-kolkata-1035378/dineout
2790,t&t coimbatore,18100,2,6748,$0.16,4,22,https://www.swiggy.com/city/coimbatore/t-and-t-coimbatore-podanur-rest1215984
2791,supreme business park,22200,30,46,$0.25,6,16,https://www.swiggy.com/city/mumbai/supreme-business-park-landmark-restaurants-dineout
2792,sleepy owl coffee,18100,13,333,$0.05,96,47,https://www.swiggy.com/instamart/p/sleepy-owl-original-100-arabica-instant-coffee-8UU6H03AVA
2793,siddu,22200,4,3596,$21.61,1,31,https://www.swiggy.com/city/gurgaon/himachali-siddu-khaika-sohna-rest863009
2794,ru ru,22200,62,46,$0,1,46,https://www.swiggy.com/restaurants/ru-craft-bar-jubilee-hills-hyderabad-971706/dineout
2795,restaurants in mangalore india,22200,12,437,$0.04,1,24,https://www.swiggy.com/city/mangaluru/best-restaurants
2796,ramkrishna restaurant,22200,16,250,$0.11,3,21,https://www.swiggy.com/city/pune/rama-krishna-camp-rest33184
2797,rameshwaram cafe bangalore,18100,11,568,$0.17,3,19,https://www.swiggy.com/city/bangalore/the-rameshwaram-cafe-brookefield-marathahalli-rest636313
2798,rajasthani sweet,18100,35,46,$0.41,6,30,https://blog.swiggy.com/food/seven-rajashtan-famous-sweets/
2799,raeeth goa,22200,16,250,$0.32,2,22,https://www.swiggy.com/restaurants/raeeth-vagator-central-goa-662147/dineout
2800,pune job openings,22200,68,46,$0.13,30,51,https://careers.swiggy.com/
